normalizedLosses,make,fuelType,aspiration,numOfDoors,bodyStyle,driveWheels,engineType,numOfCylinders,fuelSystem,engineLocation,wheelBase,length,width,height,curbWeight,engineSize,bore,stroke,compressionRatio,horsepower,peakRpm,cityMpg,highwayMpg,price,XClass
(96.5; Inf],alfa-romero,gas,std,two,convertible,rwd,dohc,four,mpfi,front,(88.5;92.15],(168.75;169.05],[-Inf;64.3],[-Inf;50.35],(2216.5; Inf],(103; Inf],(3.255; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;25.5],[-Inf;29.5],(8497; Inf],3
(96.5; Inf],mitsubishi,gas,std,four,sedan,fwd,ohc,four,2bbl,front,(95.5;97.25],(169.05;172.8],(64.3; Inf],(50.35;51.8],(2216.5; Inf],(103; Inf],(3.255; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;25.5],(29.5; Inf],[-Inf;8497],1
(96.5; Inf],mitsubishi,gas,std,four,sedan,fwd,ohc,four,2bbl,front,(95.5;97.25],(169.05;172.8],(64.3; Inf],(50.35;51.8],(2216.5; Inf],(103; Inf],(3.255; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;25.5],(29.5; Inf],[-Inf;8497],1
(96.5; Inf],mitsubishi,gas,turbo,four,sedan,fwd,ohc,four,spdi,front,(95.5;97.25],(169.05;172.8],(64.3; Inf],(50.35;51.8],(2216.5; Inf],(103; Inf],[-Inf;3.255],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;25.5],(29.5; Inf],(8497; Inf],1
(96.5; Inf],nissan,gas,std,two,sedan,fwd,ohc,four,2bbl,front,(94;94.8],[-Inf;168.75],[-Inf;64.3],(51.8;56.15],[-Inf;2216.5],(85;103],[-Inf;3.255],[-Inf; Inf],[-Inf; Inf],[-Inf;87],[-Inf; Inf],(25.5; Inf],(29.5; Inf],[-Inf;8497],1
(96.5; Inf],nissan,gas,std,four,sedan,fwd,ohc,four,2bbl,front,(94;94.8],[-Inf;168.75],[-Inf;64.3],(51.8;56.15],[-Inf;2216.5],(85;103],[-Inf;3.255],[-Inf; Inf],[-Inf; Inf],[-Inf;87],[-Inf; Inf],(25.5; Inf],(29.5; Inf],[-Inf;8497],1
(96.5; Inf],nissan,gas,std,four,wagon,fwd,ohc,four,2bbl,front,(94;94.8],(169.05;172.8],[-Inf;64.3],(51.8;56.15],[-Inf;2216.5],(85;103],[-Inf;3.255],[-Inf; Inf],[-Inf; Inf],[-Inf;87],[-Inf; Inf],(25.5; Inf],(29.5; Inf],[-Inf;8497],1
(96.5; Inf],nissan,gas,std,two,sedan,fwd,ohc,four,2bbl,front,(94;94.8],[-Inf;168.75],[-Inf;64.3],(51.8;56.15],[-Inf;2216.5],(85;103],[-Inf;3.255],[-Inf; Inf],[-Inf; Inf],[-Inf;87],[-Inf; Inf],(25.5; Inf],(29.5; Inf],[-Inf;8497],1
(96.5; Inf],nissan,gas,std,two,hatchback,fwd,ohc,four,2bbl,front,(94;94.8],[-Inf;168.75],[-Inf;64.3],(51.8;56.15],[-Inf;2216.5],(85;103],[-Inf;3.255],[-Inf; Inf],[-Inf; Inf],[-Inf;87],[-Inf; Inf],(25.5; Inf],(29.5; Inf],[-Inf;8497],1
(96.5; Inf],nissan,gas,std,four,sedan,fwd,ohc,four,2bbl,front,(94;94.8],[-Inf;168.75],[-Inf;64.3],(51.8;56.15],[-Inf;2216.5],(85;103],[-Inf;3.255],[-Inf; Inf],[-Inf; Inf],[-Inf;87],[-Inf; Inf],(25.5; Inf],(29.5; Inf],[-Inf;8497],1
(96.5; Inf],nissan,gas,std,four,wagon,fwd,ohc,four,2bbl,front,(94;94.8],(169.05;172.8],[-Inf;64.3],(51.8;56.15],[-Inf;2216.5],(85;103],[-Inf;3.255],[-Inf; Inf],[-Inf; Inf],[-Inf;87],[-Inf; Inf],(25.5; Inf],(29.5; Inf],[-Inf;8497],1
(96.5; Inf],nissan,gas,std,two,hardtop,fwd,ohc,four,2bbl,front,(94.8;95.2],[-Inf;168.75],[-Inf;64.3],(51.8;56.15],[-Inf;2216.5],(85;103],[-Inf;3.255],[-Inf; Inf],[-Inf; Inf],[-Inf;87],[-Inf; Inf],(25.5; Inf],(29.5; Inf],[-Inf;8497],2
(96.5; Inf],nissan,gas,std,four,hatchback,fwd,ohc,four,2bbl,front,(95.5;97.25],(173.3;175.5],(64.3; Inf],(51.8;56.15],(2216.5; Inf],(103; Inf],(3.255; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],(25.5; Inf],(29.5; Inf],(8497; Inf],0
(96.5; Inf],nissan,gas,std,four,sedan,fwd,ohc,four,2bbl,front,(95.5;97.25],(173.3;175.5],(64.3; Inf],(51.8;56.15],(2216.5; Inf],(103; Inf],(3.255; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],(25.5; Inf],(29.5; Inf],(8497; Inf],0
(96.5; Inf],nissan,gas,std,four,sedan,fwd,ohcv,six,mpfi,front,(100.1; Inf],(177.55;187.65],(64.3; Inf],(51.8;56.15],(2216.5; Inf],(103; Inf],(3.255; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;25.5],[-Inf;29.5],(8497; Inf],0
(96.5; Inf],nissan,gas,std,four,wagon,fwd,ohcv,six,mpfi,front,(100.1; Inf],(177.55;187.65],(64.3; Inf],(51.8;56.15],(2216.5; Inf],(103; Inf],(3.255; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;25.5],[-Inf;29.5],(8497; Inf],0
(96.5; Inf],nissan,gas,std,four,sedan,fwd,ohcv,six,mpfi,front,(100.1; Inf],(177.55;187.65],(64.3; Inf],(51.8;56.15],(2216.5; Inf],(103; Inf],(3.255; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;25.5],[-Inf;29.5],(8497; Inf],0
(96.5; Inf],nissan,gas,std,two,hatchback,rwd,ohcv,six,mpfi,front,(88.5;92.15],(169.05;172.8],(64.3; Inf],[-Inf;50.35],(2216.5; Inf],(103; Inf],(3.255; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;25.5],[-Inf;29.5],(8497; Inf],3
(96.5; Inf],nissan,gas,turbo,two,hatchback,rwd,ohcv,six,mpfi,front,(88.5;92.15],(169.05;172.8],(64.3; Inf],[-Inf;50.35],(2216.5; Inf],(103; Inf],(3.255; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;25.5],[-Inf;29.5],(8497; Inf],3
(96.5; Inf],peugot,gas,std,four,sedan,rwd,l,four,mpfi,front,(100.1; Inf],(177.55;187.65],(64.3; Inf],(56.25; Inf],(2216.5; Inf],(103; Inf],(3.255; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;25.5],[-Inf;29.5],(8497; Inf],0
(96.5; Inf],peugot,diesel,turbo,four,sedan,rwd,l,four,idi,front,(100.1; Inf],(177.55;187.65],(64.3; Inf],(56.25; Inf],(2216.5; Inf],(103; Inf],(3.255; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],(25.5; Inf],(29.5; Inf],(8497; Inf],0
(96.5; Inf],peugot,gas,std,four,wagon,rwd,l,four,mpfi,front,(100.1; Inf],(188.9; Inf],(64.3; Inf],(56.25; Inf],(2216.5; Inf],(103; Inf],(3.255; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;25.5],[-Inf;29.5],(8497; Inf],0
(96.5; Inf],peugot,diesel,turbo,four,wagon,rwd,l,four,idi,front,(100.1; Inf],(188.9; Inf],(64.3; Inf],(56.25; Inf],(2216.5; Inf],(103; Inf],(3.255; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;25.5],[-Inf;29.5],(8497; Inf],0
(96.5; Inf],peugot,gas,std,four,sedan,rwd,l,four,mpfi,front,(100.1; Inf],(177.55;187.65],(64.3; Inf],(56.25; Inf],(2216.5; Inf],(103; Inf],(3.255; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;25.5],[-Inf;29.5],(8497; Inf],0
(96.5; Inf],peugot,diesel,turbo,four,sedan,rwd,l,four,idi,front,(100.1; Inf],(177.55;187.65],(64.3; Inf],(56.25; Inf],(2216.5; Inf],(103; Inf],(3.255; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],(25.5; Inf],(29.5; Inf],(8497; Inf],0
(96.5; Inf],peugot,gas,std,four,wagon,rwd,l,four,mpfi,front,(100.1; Inf],(188.9; Inf],(64.3; Inf],(56.25; Inf],(2216.5; Inf],(103; Inf],(3.255; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;25.5],[-Inf;29.5],(8497; Inf],0
(96.5; Inf],peugot,diesel,turbo,four,wagon,rwd,l,four,idi,front,(100.1; Inf],(188.9; Inf],(64.3; Inf],(56.25; Inf],(2216.5; Inf],(103; Inf],(3.255; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;25.5],[-Inf;29.5],(8497; Inf],0
(96.5; Inf],peugot,gas,std,four,sedan,rwd,l,four,mpfi,front,(100.1; Inf],(177.55;187.65],(64.3; Inf],(56.25; Inf],(2216.5; Inf],(103; Inf],(3.255; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;25.5],[-Inf;29.5],(8497; Inf],0
(96.5; Inf],peugot,diesel,turbo,four,sedan,rwd,l,four,idi,front,(100.1; Inf],(177.55;187.65],(64.3; Inf],(56.25; Inf],(2216.5; Inf],(103; Inf],(3.255; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],(25.5; Inf],(29.5; Inf],(8497; Inf],0
(96.5; Inf],peugot,gas,turbo,four,sedan,rwd,l,four,mpfi,front,(100.1; Inf],(177.55;187.65],(64.3; Inf],(51.8;56.15],(2216.5; Inf],(103; Inf],(3.255; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;25.5],[-Inf;29.5],(8497; Inf],0
(96.5; Inf],plymouth,gas,std,two,hatchback,fwd,ohc,four,2bbl,front,(92.15;94],[-Inf;168.75],[-Inf;64.3],(50.35;51.8],[-Inf;2216.5],(85;103],[-Inf;3.255],[-Inf; Inf],[-Inf; Inf],[-Inf;87],[-Inf; Inf],(25.5; Inf],(29.5; Inf],[-Inf;8497],1
(96.5; Inf],plymouth,gas,turbo,two,hatchback,fwd,ohc,four,spdi,front,(92.15;94],[-Inf;168.75],[-Inf;64.3],(50.35;51.8],[-Inf;2216.5],(85;103],[-Inf;3.255],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;25.5],(29.5; Inf],[-Inf;8497],1
(96.5; Inf],plymouth,gas,std,four,hatchback,fwd,ohc,four,2bbl,front,(92.15;94],[-Inf;168.75],[-Inf;64.3],(50.35;51.8],[-Inf;2216.5],(85;103],[-Inf;3.255],[-Inf; Inf],[-Inf; Inf],[-Inf;87],[-Inf; Inf],(25.5; Inf],(29.5; Inf],[-Inf;8497],1
(96.5; Inf],plymouth,gas,std,four,sedan,fwd,ohc,four,2bbl,front,(92.15;94],[-Inf;168.75],[-Inf;64.3],(50.35;51.8],[-Inf;2216.5],(85;103],[-Inf;3.255],[-Inf; Inf],[-Inf; Inf],[-Inf;87],[-Inf; Inf],(25.5; Inf],(29.5; Inf],[-Inf;8497],1
(96.5; Inf],plymouth,gas,std,four,sedan,fwd,ohc,four,2bbl,front,(92.15;94],[-Inf;168.75],[-Inf;64.3],(50.35;51.8],[-Inf;2216.5],(85;103],[-Inf;3.255],[-Inf; Inf],[-Inf; Inf],[-Inf;87],[-Inf; Inf],(25.5; Inf],(29.5; Inf],[-Inf;8497],1
[-Inf;96.5],plymouth,gas,std,four,wagon,fwd,ohc,four,2bbl,front,(100.1; Inf],(173.3;175.5],(64.3; Inf],(56.25; Inf],(2216.5; Inf],(103; Inf],(3.255; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;25.5],(29.5; Inf],(8497; Inf],-1
(96.5; Inf],plymouth,gas,turbo,two,hatchback,rwd,ohc,four,spdi,front,(95.5;97.25],(172.8;173.3],(64.3; Inf],[-Inf;50.35],(2216.5; Inf],(103; Inf],(3.255; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;25.5],[-Inf;29.5],(8497; Inf],3
(96.5; Inf],porsche,gas,std,two,hatchback,rwd,ohc,four,mpfi,front,(94;94.8],(168.75;169.05],(64.3; Inf],[-Inf;50.35],(2216.5; Inf],(103; Inf],(3.255; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;25.5],[-Inf;29.5],(8497; Inf],3
(96.5; Inf],porsche,gas,std,two,hardtop,rwd,ohcf,six,mpfi,rear,(88.5;92.15],(168.75;169.05],(64.3; Inf],(50.35;51.8],(2216.5; Inf],(103; Inf],(3.255; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;25.5],[-Inf;29.5],(8497; Inf],3
(96.5; Inf],porsche,gas,std,two,hardtop,rwd,ohcf,six,mpfi,rear,(88.5;92.15],(168.75;169.05],(64.3; Inf],(50.35;51.8],(2216.5; Inf],(103; Inf],(3.255; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;25.5],[-Inf;29.5],(8497; Inf],3
(96.5; Inf],porsche,gas,std,two,convertible,rwd,ohcf,six,mpfi,rear,(88.5;92.15],(168.75;169.05],(64.3; Inf],(50.35;51.8],(2216.5; Inf],(103; Inf],(3.255; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;25.5],[-Inf;29.5],(8497; Inf],3
(96.5; Inf],porsche,gas,std,two,hatchback,rwd,dohcv,eight,mpfi,front,(97.25;100.1],(175.65;177.55],(64.3; Inf],(50.35;51.8],(2216.5; Inf],(103; Inf],(3.255; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;25.5],[-Inf;29.5],(8497; Inf],1
(96.5; Inf],renault,gas,std,four,wagon,fwd,ohc,four,mpfi,front,(95.5;97.25],(177.55;187.65],(64.3; Inf],(51.8;56.15],(2216.5; Inf],(103; Inf],(3.255; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;25.5],(29.5; Inf],(8497; Inf],0
(96.5; Inf],renault,gas,std,two,hatchback,fwd,ohc,four,mpfi,front,(95.5;97.25],(175.65;177.55],(64.3; Inf],(50.35;51.8],(2216.5; Inf],(103; Inf],(3.255; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;25.5],(29.5; Inf],(8497; Inf],2
(96.5; Inf],saab,gas,std,four,sedan,fwd,ohc,four,mpfi,front,(97.25;100.1],(177.55;187.65],(64.3; Inf],(51.8;56.15],(2216.5; Inf],(103; Inf],(3.255; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;25.5],[-Inf;29.5],(8497; Inf],2
(96.5; Inf],saab,gas,std,two,hatchback,fwd,ohc,four,mpfi,front,(97.25;100.1],(177.55;187.65],(64.3; Inf],(51.8;56.15],(2216.5; Inf],(103; Inf],[-Inf;3.255],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;25.5],[-Inf;29.5],(8497; Inf],3
(96.5; Inf],saab,gas,std,four,sedan,fwd,ohc,four,mpfi,front,(97.25;100.1],(177.55;187.65],(64.3; Inf],(51.8;56.15],(2216.5; Inf],(103; Inf],(3.255; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;25.5],[-Inf;29.5],(8497; Inf],2
(96.5; Inf],saab,gas,turbo,two,hatchback,fwd,dohc,four,mpfi,front,(97.25;100.1],(177.55;187.65],(64.3; Inf],(51.8;56.15],(2216.5; Inf],(103; Inf],(3.255; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;25.5],[-Inf;29.5],(8497; Inf],3
(96.5; Inf],saab,gas,turbo,four,sedan,fwd,dohc,four,mpfi,front,(97.25;100.1],(177.55;187.65],(64.3; Inf],(51.8;56.15],(2216.5; Inf],(103; Inf],(3.255; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;25.5],[-Inf;29.5],(8497; Inf],2
[-Inf;96.5],subaru,gas,std,two,hatchback,fwd,ohcf,four,2bbl,front,(92.15;94],[-Inf;168.75],[-Inf;64.3],(51.8;56.15],[-Inf;2216.5],(85;103],(3.255; Inf],[-Inf; Inf],[-Inf; Inf],[-Inf;87],[-Inf; Inf],(25.5; Inf],(29.5; Inf],[-Inf;8497],2
[-Inf;96.5],subaru,gas,std,two,hatchback,fwd,ohcf,four,2bbl,front,(92.15;94],[-Inf;168.75],[-Inf;64.3],(51.8;56.15],[-Inf;2216.5],(103; Inf],(3.255; Inf],[-Inf; Inf],[-Inf; Inf],[-Inf;87],[-Inf; Inf],(25.5; Inf],(29.5; Inf],[-Inf;8497],2
[-Inf;96.5],subaru,gas,std,two,hatchback,4wd,ohcf,four,2bbl,front,(92.15;94],[-Inf;168.75],[-Inf;64.3],(51.8;56.15],(2216.5; Inf],(103; Inf],(3.255; Inf],[-Inf; Inf],[-Inf; Inf],[-Inf;87],[-Inf; Inf],(25.5; Inf],(29.5; Inf],[-Inf;8497],2
(96.5; Inf],subaru,gas,std,four,sedan,fwd,ohcf,four,2bbl,front,(95.5;97.25],(169.05;172.8],(64.3; Inf],(51.8;56.15],[-Inf;2216.5],(103; Inf],(3.255; Inf],[-Inf; Inf],[-Inf; Inf],[-Inf;87],[-Inf; Inf],(25.5; Inf],(29.5; Inf],[-Inf;8497],0
(96.5; Inf],subaru,gas,std,four,sedan,fwd,ohcf,four,mpfi,front,(95.5;97.25],(169.05;172.8],(64.3; Inf],(51.8;56.15],(2216.5; Inf],(103; Inf],(3.255; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],(25.5; Inf],(29.5; Inf],(8497; Inf],0
(96.5; Inf],subaru,gas,std,four,sedan,4wd,ohcf,four,2bbl,front,(95.5;97.25],(169.05;172.8],(64.3; Inf],(51.8;56.15],(2216.5; Inf],(103; Inf],(3.255; Inf],[-Inf; Inf],[-Inf; Inf],[-Inf;87],[-Inf; Inf],[-Inf;25.5],[-Inf;29.5],(8497; Inf],0
(96.5; Inf],subaru,gas,turbo,four,sedan,4wd,ohcf,four,mpfi,front,(95.5;97.25],(169.05;172.8],(64.3; Inf],(51.8;56.15],(2216.5; Inf],(103; Inf],(3.255; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;25.5],[-Inf;29.5],(8497; Inf],0
[-Inf;96.5],subaru,gas,std,four,wagon,fwd,ohcf,four,2bbl,front,(95.5;97.25],(173.3;175.5],(64.3; Inf],(51.8;56.15],(2216.5; Inf],(103; Inf],(3.255; Inf],[-Inf; Inf],[-Inf; Inf],[-Inf;87],[-Inf; Inf],(25.5; Inf],(29.5; Inf],[-Inf;8497],0
[-Inf;96.5],subaru,gas,std,four,wagon,4wd,ohcf,four,2bbl,front,(95.5;97.25],(173.3;175.5],(64.3; Inf],(51.8;56.15],(2216.5; Inf],(103; Inf],(3.255; Inf],[-Inf; Inf],[-Inf; Inf],[-Inf;87],[-Inf; Inf],[-Inf;25.5],[-Inf;29.5],[-Inf;8497],0
[-Inf;96.5],subaru,gas,turbo,four,wagon,4wd,ohcf,four,mpfi,front,(95.5;97.25],(173.3;175.5],(64.3; Inf],(51.8;56.15],(2216.5; Inf],(103; Inf],(3.255; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;25.5],[-Inf;29.5],(8497; Inf],0
[-Inf;96.5],toyota,gas,std,two,hatchback,fwd,ohc,four,2bbl,front,(95.5;97.25],[-Inf;168.75],[-Inf;64.3],(51.8;56.15],[-Inf;2216.5],(85;103],[-Inf;3.255],[-Inf; Inf],[-Inf; Inf],[-Inf;87],[-Inf; Inf],(25.5; Inf],(29.5; Inf],[-Inf;8497],1
[-Inf;96.5],toyota,gas,std,two,hatchback,fwd,ohc,four,2bbl,front,(95.5;97.25],[-Inf;168.75],[-Inf;64.3],(51.8;56.15],[-Inf;2216.5],(85;103],[-Inf;3.255],[-Inf; Inf],[-Inf; Inf],[-Inf;87],[-Inf; Inf],(25.5; Inf],(29.5; Inf],[-Inf;8497],1
[-Inf;96.5],toyota,gas,std,four,hatchback,fwd,ohc,four,2bbl,front,(95.5;97.25],[-Inf;168.75],[-Inf;64.3],(51.8;56.15],[-Inf;2216.5],(85;103],[-Inf;3.255],[-Inf; Inf],[-Inf; Inf],[-Inf;87],[-Inf; Inf],(25.5; Inf],(29.5; Inf],[-Inf;8497],1
[-Inf;96.5],toyota,gas,std,four,wagon,fwd,ohc,four,2bbl,front,(95.5;97.25],(169.05;172.8],[-Inf;64.3],(56.25; Inf],(2216.5; Inf],(85;103],[-Inf;3.255],[-Inf; Inf],[-Inf; Inf],[-Inf;87],[-Inf; Inf],(25.5; Inf],(29.5; Inf],[-Inf;8497],0
[-Inf;96.5],toyota,gas,std,four,wagon,4wd,ohc,four,2bbl,front,(95.5;97.25],(169.05;172.8],[-Inf;64.3],(56.25; Inf],(2216.5; Inf],(85;103],[-Inf;3.255],[-Inf; Inf],[-Inf; Inf],[-Inf;87],[-Inf; Inf],(25.5; Inf],(29.5; Inf],[-Inf;8497],0
[-Inf;96.5],toyota,gas,std,four,wagon,4wd,ohc,four,2bbl,front,(95.5;97.25],(169.05;172.8],[-Inf;64.3],(56.25; Inf],(2216.5; Inf],(85;103],[-Inf;3.255],[-Inf; Inf],[-Inf; Inf],[-Inf;87],[-Inf; Inf],(25.5; Inf],(29.5; Inf],(8497; Inf],0
[-Inf;96.5],toyota,gas,std,four,sedan,fwd,ohc,four,2bbl,front,(95.5;97.25],[-Inf;168.75],(64.3; Inf],(51.8;56.15],[-Inf;2216.5],(85;103],[-Inf;3.255],[-Inf; Inf],[-Inf; Inf],[-Inf;87],[-Inf; Inf],(25.5; Inf],(29.5; Inf],[-Inf;8497],0
[-Inf;96.5],toyota,gas,std,four,hatchback,fwd,ohc,four,2bbl,front,(95.5;97.25],[-Inf;168.75],(64.3; Inf],(51.8;56.15],[-Inf;2216.5],(85;103],[-Inf;3.255],[-Inf; Inf],[-Inf; Inf],[-Inf;87],[-Inf; Inf],(25.5; Inf],(29.5; Inf],[-Inf;8497],0
[-Inf;96.5],toyota,diesel,std,four,sedan,fwd,ohc,four,idi,front,(95.5;97.25],[-Inf;168.75],(64.3; Inf],(51.8;56.15],(2216.5; Inf],(103; Inf],(3.255; Inf],[-Inf; Inf],[-Inf; Inf],[-Inf;87],[-Inf; Inf],(25.5; Inf],(29.5; Inf],[-Inf;8497],0
[-Inf;96.5],toyota,diesel,std,four,hatchback,fwd,ohc,four,idi,front,(95.5;97.25],[-Inf;168.75],(64.3; Inf],(51.8;56.15],(2216.5; Inf],(103; Inf],(3.255; Inf],[-Inf; Inf],[-Inf; Inf],[-Inf;87],[-Inf; Inf],(25.5; Inf],(29.5; Inf],[-Inf;8497],0
[-Inf;96.5],toyota,gas,std,four,sedan,fwd,ohc,four,2bbl,front,(95.5;97.25],[-Inf;168.75],(64.3; Inf],(51.8;56.15],[-Inf;2216.5],(85;103],[-Inf;3.255],[-Inf; Inf],[-Inf; Inf],[-Inf;87],[-Inf; Inf],(25.5; Inf],(29.5; Inf],[-Inf;8497],0
[-Inf;96.5],toyota,gas,std,four,hatchback,fwd,ohc,four,2bbl,front,(95.5;97.25],[-Inf;168.75],(64.3; Inf],(51.8;56.15],[-Inf;2216.5],(85;103],[-Inf;3.255],[-Inf; Inf],[-Inf; Inf],[-Inf;87],[-Inf; Inf],(25.5; Inf],(29.5; Inf],[-Inf;8497],0
(96.5; Inf],toyota,gas,std,two,sedan,rwd,ohc,four,2bbl,front,(94;94.8],[-Inf;168.75],[-Inf;64.3],(51.8;56.15],[-Inf;2216.5],(85;103],[-Inf;3.255],[-Inf; Inf],[-Inf; Inf],[-Inf;87],[-Inf; Inf],(25.5; Inf],(29.5; Inf],[-Inf;8497],1
(96.5; Inf],toyota,gas,std,two,hatchback,rwd,ohc,four,2bbl,front,(94;94.8],[-Inf;168.75],[-Inf;64.3],(51.8;56.15],[-Inf;2216.5],(85;103],[-Inf;3.255],[-Inf; Inf],[-Inf; Inf],[-Inf;87],[-Inf; Inf],(25.5; Inf],(29.5; Inf],[-Inf;8497],1
(96.5; Inf],toyota,gas,std,two,sedan,rwd,dohc,four,mpfi,front,(94;94.8],[-Inf;168.75],[-Inf;64.3],(51.8;56.15],(2216.5; Inf],(85;103],[-Inf;3.255],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],(25.5; Inf],[-Inf;29.5],(8497; Inf],1
(96.5; Inf],toyota,gas,std,two,hatchback,rwd,dohc,four,mpfi,front,(94;94.8],[-Inf;168.75],[-Inf;64.3],(51.8;56.15],(2216.5; Inf],(85;103],[-Inf;3.255],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],(25.5; Inf],[-Inf;29.5],(8497; Inf],1
(96.5; Inf],toyota,gas,std,two,hardtop,rwd,ohc,four,mpfi,front,(97.25;100.1],(175.65;177.55],(64.3; Inf],(51.8;56.15],(2216.5; Inf],(103; Inf],(3.255; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;25.5],(29.5; Inf],[-Inf;8497],2
(96.5; Inf],toyota,gas,std,two,hardtop,rwd,ohc,four,mpfi,front,(97.25;100.1],(175.65;177.55],(64.3; Inf],(51.8;56.15],(2216.5; Inf],(103; Inf],(3.255; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;25.5],(29.5; Inf],(8497; Inf],2
(96.5; Inf],toyota,gas,std,two,hardtop,rwd,ohc,four,mpfi,front,(97.25;100.1],(175.65;177.55],(64.3; Inf],(51.8;56.15],(2216.5; Inf],(103; Inf],(3.255; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;25.5],(29.5; Inf],(8497; Inf],2
(96.5; Inf],toyota,gas,std,two,hatchback,rwd,ohc,four,mpfi,front,(97.25;100.1],(175.65;177.55],(64.3; Inf],(51.8;56.15],(2216.5; Inf],(103; Inf],(3.255; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;25.5],(29.5; Inf],(8497; Inf],2
(96.5; Inf],toyota,gas,std,two,convertible,rwd,ohc,four,mpfi,front,(97.25;100.1],(175.65;177.55],(64.3; Inf],(51.8;56.15],(2216.5; Inf],(103; Inf],(3.255; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;25.5],(29.5; Inf],(8497; Inf],2
[-Inf;96.5],toyota,gas,std,four,sedan,fwd,ohc,four,mpfi,front,(100.1; Inf],(175.5;175.65],(64.3; Inf],(51.8;56.15],(2216.5; Inf],(103; Inf],(3.255; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],(25.5; Inf],(29.5; Inf],(8497; Inf],-1
