Speaker.Number,Sex,Feature.0,Feature.1,Feature.2,Feature.3,Feature.4,Feature.5,Feature.6,Feature.7,Feature.8,Feature.9,Class
Andrew,Male,(-3.7685;-3.321],(-0.1345;0.4245],[-Inf;0.4735],(0.829; Inf],(-0.7345;0.169],(1.451; Inf],(-0.6605;0.4795],(0.1185; Inf],[-Inf;-0.4105],[-Inf; Inf],hid
Bill,Male,[-Inf;-4.672],(3.1765; Inf],[-Inf;0.4735],(-0.6535;0.149],(-0.7345;0.169],[-Inf;1.451],(-0.6605;0.4795],(0.1185; Inf],[-Inf;-0.4105],[-Inf; Inf],hud
Bill,Male,(-3.321;-2.9435],(1.387;2.1395],[-Inf;0.4735],(-0.6535;0.149],(-0.7345;0.169],[-Inf;1.451],(-0.6605;0.4795],(0.1185; Inf],(0.122; Inf],[-Inf; Inf],hed
David,Male,(-1.557; Inf],(0.4245;0.711],[-Inf;0.4735],(0.149;0.829],(-0.7345;0.169],(1.451; Inf],(-0.6605;0.4795],(0.1185; Inf],[-Inf;-0.4105],[-Inf; Inf],hId
David,Male,(-2.3195;-1.557],(0.711;1.387],[-Inf;0.4735],(0.829; Inf],(-0.7345;0.169],(1.451; Inf],(-0.6605;0.4795],(0.1185; Inf],[-Inf;-0.4105],[-Inf; Inf],hEd
David,Male,(-2.3195;-1.557],(1.387;2.1395],[-Inf;0.4735],(0.829; Inf],(-1.104;-0.7345],[-Inf;1.451],(-0.6605;0.4795],(0.1185; Inf],[-Inf;-0.4105],[-Inf; Inf],hAd
David,Male,(-2.9435;-2.3195],(1.387;2.1395],[-Inf;0.4735],(0.829; Inf],[-Inf;-1.104],[-Inf;1.451],(-0.6605;0.4795],(0.1185; Inf],(-0.4105;0.122],[-Inf; Inf],hYd
David,Male,(-4.2625;-3.7685],(3.1765; Inf],[-Inf;0.4735],(0.829; Inf],[-Inf;-1.104],[-Inf;1.451],(-0.6605;0.4795],(0.1185; Inf],(0.122; Inf],[-Inf; Inf],hod
David,Male,(-3.321;-2.9435],(1.387;2.1395],[-Inf;0.4735],(0.829; Inf],[-Inf;-1.104],[-Inf;1.451],(-0.6605;0.4795],(0.1185; Inf],(0.122; Inf],[-Inf; Inf],hUd
David,Male,(-4.2625;-3.7685],(2.1395;3.1765],[-Inf;0.4735],(0.829; Inf],(-1.104;-0.7345],[-Inf;1.451],(0.4795; Inf],(0.1185; Inf],(0.122; Inf],[-Inf; Inf],hud
David,Male,(-1.557; Inf],[-Inf;-0.1345],[-Inf;0.4735],(0.829; Inf],(-0.7345;0.169],(1.451; Inf],(-0.6605;0.4795],(0.1185; Inf],[-Inf;-0.4105],[-Inf; Inf],hid
David,Male,(-1.557; Inf],(0.711;1.387],[-Inf;0.4735],(0.829; Inf],(-0.7345;0.169],(1.451; Inf],(-0.6605;0.4795],(0.1185; Inf],[-Inf;-0.4105],[-Inf; Inf],hEd
David,Male,(-2.3195;-1.557],(1.387;2.1395],[-Inf;0.4735],(0.829; Inf],(-1.104;-0.7345],[-Inf;1.451],(-0.6605;0.4795],(0.1185; Inf],(-0.4105;0.122],[-Inf; Inf],hAd
David,Male,(-2.3195;-1.557],(1.387;2.1395],[-Inf;0.4735],(0.829; Inf],[-Inf;-1.104],[-Inf;1.451],(-0.6605;0.4795],(0.1185; Inf],(-0.4105;0.122],[-Inf; Inf],hYd
David,Male,(-2.3195;-1.557],(1.387;2.1395],[-Inf;0.4735],(0.829; Inf],(-1.104;-0.7345],[-Inf;1.451],(-0.6605;0.4795],(0.1185; Inf],(-0.4105;0.122],[-Inf; Inf],had
David,Male,(-2.9435;-2.3195],(2.1395;3.1765],[-Inf;0.4735],(0.829; Inf],[-Inf;-1.104],[-Inf;1.451],(-0.6605;0.4795],(0.1185; Inf],(0.122; Inf],[-Inf; Inf],hOd
David,Male,(-4.2625;-3.7685],(3.1765; Inf],[-Inf;0.4735],(0.829; Inf],[-Inf;-1.104],[-Inf;1.451],(-0.6605;0.4795],(0.1185; Inf],(0.122; Inf],[-Inf; Inf],hod
David,Male,(-3.7685;-3.321],(1.387;2.1395],[-Inf;0.4735],(0.829; Inf],(-1.104;-0.7345],[-Inf;1.451],(-0.6605;0.4795],(0.1185; Inf],(0.122; Inf],[-Inf; Inf],hUd
David,Male,(-4.2625;-3.7685],(2.1395;3.1765],[-Inf;0.4735],(0.829; Inf],(-1.104;-0.7345],[-Inf;1.451],(0.4795; Inf],(0.1185; Inf],(0.122; Inf],[-Inf; Inf],hud
David,Male,(-2.9435;-2.3195],(1.387;2.1395],[-Inf;0.4735],(0.829; Inf],(-1.104;-0.7345],[-Inf;1.451],(-0.6605;0.4795],(0.1185; Inf],(0.122; Inf],[-Inf; Inf],hed
David,Male,(-1.557; Inf],[-Inf;-0.1345],[-Inf;0.4735],(0.829; Inf],(-0.7345;0.169],(1.451; Inf],(-0.6605;0.4795],(0.1185; Inf],[-Inf;-0.4105],[-Inf; Inf],hid
David,Male,(-1.557; Inf],(0.4245;0.711],[-Inf;0.4735],(0.149;0.829],(-0.7345;0.169],(1.451; Inf],(-0.6605;0.4795],(0.1185; Inf],[-Inf;-0.4105],[-Inf; Inf],hId
David,Male,(-1.557; Inf],(0.711;1.387],[-Inf;0.4735],(0.829; Inf],(-0.7345;0.169],(1.451; Inf],(-0.6605;0.4795],(0.1185; Inf],[-Inf;-0.4105],[-Inf; Inf],hEd
David,Male,(-2.3195;-1.557],(1.387;2.1395],[-Inf;0.4735],(0.829; Inf],(-1.104;-0.7345],[-Inf;1.451],(-0.6605;0.4795],(0.1185; Inf],(-0.4105;0.122],[-Inf; Inf],hAd
David,Male,(-2.3195;-1.557],(1.387;2.1395],[-Inf;0.4735],(0.829; Inf],[-Inf;-1.104],[-Inf;1.451],(-0.6605;0.4795],(0.1185; Inf],(-0.4105;0.122],[-Inf; Inf],hYd
David,Male,(-2.3195;-1.557],(1.387;2.1395],[-Inf;0.4735],(0.829; Inf],(-1.104;-0.7345],[-Inf;1.451],(-0.6605;0.4795],(0.1185; Inf],(-0.4105;0.122],[-Inf; Inf],had
David,Male,(-2.9435;-2.3195],(1.387;2.1395],[-Inf;0.4735],(0.829; Inf],(-1.104;-0.7345],[-Inf;1.451],[-Inf;-0.6605],(0.1185; Inf],(0.122; Inf],[-Inf; Inf],hOd
David,Male,(-4.2625;-3.7685],(3.1765; Inf],[-Inf;0.4735],(0.829; Inf],[-Inf;-1.104],[-Inf;1.451],(-0.6605;0.4795],(0.1185; Inf],(0.122; Inf],[-Inf; Inf],hod
David,Male,(-3.7685;-3.321],(1.387;2.1395],[-Inf;0.4735],(0.829; Inf],(-1.104;-0.7345],[-Inf;1.451],(-0.6605;0.4795],(0.1185; Inf],(0.122; Inf],[-Inf; Inf],hUd
David,Male,(-4.672;-4.2625],(2.1395;3.1765],[-Inf;0.4735],(0.829; Inf],(-1.104;-0.7345],[-Inf;1.451],(0.4795; Inf],(-0.597;0.1185],(0.122; Inf],[-Inf; Inf],hud
David,Male,(-2.9435;-2.3195],(0.711;1.387],[-Inf;0.4735],(0.829; Inf],(-1.104;-0.7345],[-Inf;1.451],(-0.6605;0.4795],(0.1185; Inf],(0.122; Inf],[-Inf; Inf],hed
David,Male,(-1.557; Inf],(0.4245;0.711],[-Inf;0.4735],(0.149;0.829],(-0.7345;0.169],(1.451; Inf],(-0.6605;0.4795],(0.1185; Inf],[-Inf;-0.4105],[-Inf; Inf],hId
David,Male,(-1.557; Inf],(0.711;1.387],[-Inf;0.4735],(0.829; Inf],(-0.7345;0.169],(1.451; Inf],(-0.6605;0.4795],(0.1185; Inf],[-Inf;-0.4105],[-Inf; Inf],hEd
David,Male,(-1.557; Inf],(1.387;2.1395],[-Inf;0.4735],(0.829; Inf],(-1.104;-0.7345],[-Inf;1.451],(-0.6605;0.4795],(0.1185; Inf],(-0.4105;0.122],[-Inf; Inf],hAd
David,Male,(-2.3195;-1.557],(1.387;2.1395],[-Inf;0.4735],(0.829; Inf],[-Inf;-1.104],[-Inf;1.451],(-0.6605;0.4795],(0.1185; Inf],(-0.4105;0.122],[-Inf; Inf],hYd
David,Male,(-2.3195;-1.557],(1.387;2.1395],[-Inf;0.4735],(0.829; Inf],(-1.104;-0.7345],[-Inf;1.451],(-0.6605;0.4795],(0.1185; Inf],(-0.4105;0.122],[-Inf; Inf],had
David,Male,(-2.9435;-2.3195],(1.387;2.1395],[-Inf;0.4735],(0.829; Inf],(-1.104;-0.7345],[-Inf;1.451],[-Inf;-0.6605],(0.1185; Inf],(0.122; Inf],[-Inf; Inf],hOd
David,Male,(-3.7685;-3.321],(3.1765; Inf],[-Inf;0.4735],(0.829; Inf],[-Inf;-1.104],[-Inf;1.451],(-0.6605;0.4795],(0.1185; Inf],(0.122; Inf],[-Inf; Inf],hod
David,Male,(-3.7685;-3.321],(1.387;2.1395],[-Inf;0.4735],(0.829; Inf],[-Inf;-1.104],[-Inf;1.451],(-0.6605;0.4795],(0.1185; Inf],(0.122; Inf],[-Inf; Inf],hUd
David,Male,(-4.672;-4.2625],(2.1395;3.1765],[-Inf;0.4735],(0.829; Inf],(-0.7345;0.169],[-Inf;1.451],(0.4795; Inf],(-0.597;0.1185],(0.122; Inf],[-Inf; Inf],hud
David,Male,(-2.9435;-2.3195],(0.711;1.387],[-Inf;0.4735],(0.829; Inf],(-1.104;-0.7345],[-Inf;1.451],(-0.6605;0.4795],(0.1185; Inf],(0.122; Inf],[-Inf; Inf],hed
David,Male,(-1.557; Inf],[-Inf;-0.1345],[-Inf;0.4735],(0.829; Inf],(-0.7345;0.169],(1.451; Inf],(-0.6605;0.4795],(0.1185; Inf],[-Inf;-0.4105],[-Inf; Inf],hid
David,Male,(-1.557; Inf],(-0.1345;0.4245],[-Inf;0.4735],(0.149;0.829],(-0.7345;0.169],(1.451; Inf],(-0.6605;0.4795],(0.1185; Inf],[-Inf;-0.4105],[-Inf; Inf],hId
David,Male,(-1.557; Inf],(0.711;1.387],[-Inf;0.4735],(0.829; Inf],(-0.7345;0.169],(1.451; Inf],(-0.6605;0.4795],(0.1185; Inf],(-0.4105;0.122],[-Inf; Inf],hEd
David,Male,(-1.557; Inf],(1.387;2.1395],[-Inf;0.4735],(0.829; Inf],(-1.104;-0.7345],[-Inf;1.451],(-0.6605;0.4795],(0.1185; Inf],(-0.4105;0.122],[-Inf; Inf],hAd
David,Male,(-2.3195;-1.557],(1.387;2.1395],[-Inf;0.4735],(0.829; Inf],(-1.104;-0.7345],[-Inf;1.451],(-0.6605;0.4795],(0.1185; Inf],(0.122; Inf],[-Inf; Inf],hYd
David,Male,(-2.3195;-1.557],(1.387;2.1395],[-Inf;0.4735],(0.829; Inf],(-1.104;-0.7345],[-Inf;1.451],(-0.6605;0.4795],(0.1185; Inf],(-0.4105;0.122],[-Inf; Inf],had
David,Male,(-2.9435;-2.3195],(1.387;2.1395],[-Inf;0.4735],(0.829; Inf],[-Inf;-1.104],[-Inf;1.451],(-0.6605;0.4795],(0.1185; Inf],(-0.4105;0.122],[-Inf; Inf],hOd
David,Male,(-3.7685;-3.321],(1.387;2.1395],[-Inf;0.4735],(0.829; Inf],[-Inf;-1.104],[-Inf;1.451],(-0.6605;0.4795],(0.1185; Inf],(0.122; Inf],[-Inf; Inf],hUd
David,Male,(-4.672;-4.2625],(2.1395;3.1765],[-Inf;0.4735],(0.829; Inf],(-0.7345;0.169],[-Inf;1.451],(0.4795; Inf],(-0.597;0.1185],(0.122; Inf],[-Inf; Inf],hud
David,Male,(-2.9435;-2.3195],(1.387;2.1395],[-Inf;0.4735],(0.829; Inf],[-Inf;-1.104],[-Inf;1.451],(-0.6605;0.4795],(0.1185; Inf],(0.122; Inf],[-Inf; Inf],hed
David,Male,(-1.557; Inf],[-Inf;-0.1345],[-Inf;0.4735],(0.829; Inf],(-0.7345;0.169],(1.451; Inf],(0.4795; Inf],(0.1185; Inf],[-Inf;-0.4105],[-Inf; Inf],hid
David,Male,(-1.557; Inf],(-0.1345;0.4245],[-Inf;0.4735],(0.829; Inf],(-0.7345;0.169],(1.451; Inf],(-0.6605;0.4795],(0.1185; Inf],[-Inf;-0.4105],[-Inf; Inf],hId
David,Male,(-1.557; Inf],(0.4245;0.711],[-Inf;0.4735],(0.829; Inf],(-0.7345;0.169],(1.451; Inf],(-0.6605;0.4795],(0.1185; Inf],(-0.4105;0.122],[-Inf; Inf],hEd
David,Male,(-1.557; Inf],(1.387;2.1395],[-Inf;0.4735],(0.829; Inf],(-1.104;-0.7345],[-Inf;1.451],(-0.6605;0.4795],(0.1185; Inf],(-0.4105;0.122],[-Inf; Inf],hAd
David,Male,(-2.3195;-1.557],(1.387;2.1395],[-Inf;0.4735],(0.829; Inf],(-1.104;-0.7345],[-Inf;1.451],(-0.6605;0.4795],(0.1185; Inf],(-0.4105;0.122],[-Inf; Inf],hYd
David,Male,(-2.3195;-1.557],(1.387;2.1395],[-Inf;0.4735],(0.829; Inf],(-1.104;-0.7345],[-Inf;1.451],(-0.6605;0.4795],(0.1185; Inf],(-0.4105;0.122],[-Inf; Inf],had
David,Male,(-2.9435;-2.3195],(1.387;2.1395],[-Inf;0.4735],(0.829; Inf],[-Inf;-1.104],[-Inf;1.451],(-0.6605;0.4795],(0.1185; Inf],(-0.4105;0.122],[-Inf; Inf],hOd
David,Male,(-3.7685;-3.321],(2.1395;3.1765],[-Inf;0.4735],(0.829; Inf],[-Inf;-1.104],[-Inf;1.451],(-0.6605;0.4795],(0.1185; Inf],(0.122; Inf],[-Inf; Inf],hod
David,Male,(-3.7685;-3.321],(1.387;2.1395],[-Inf;0.4735],(0.829; Inf],(-1.104;-0.7345],[-Inf;1.451],(-0.6605;0.4795],(0.1185; Inf],(0.122; Inf],[-Inf; Inf],hUd
David,Male,(-4.672;-4.2625],(2.1395;3.1765],[-Inf;0.4735],(0.829; Inf],(-0.7345;0.169],[-Inf;1.451],(0.4795; Inf],(-0.597;0.1185],(0.122; Inf],[-Inf; Inf],hud
David,Male,(-2.9435;-2.3195],(1.387;2.1395],[-Inf;0.4735],(0.829; Inf],(-1.104;-0.7345],[-Inf;1.451],(-0.6605;0.4795],(0.1185; Inf],(-0.4105;0.122],[-Inf; Inf],hed
Mark,Male,(-1.557; Inf],[-Inf;-0.1345],[-Inf;0.4735],(0.149;0.829],(-0.7345;0.169],(1.451; Inf],(0.4795; Inf],(0.1185; Inf],(0.122; Inf],[-Inf; Inf],hid
Mark,Male,(-2.3195;-1.557],(0.711;1.387],[-Inf;0.4735],(-0.6535;0.149],(0.169; Inf],[-Inf;1.451],(-0.6605;0.4795],(0.1185; Inf],(-0.4105;0.122],[-Inf; Inf],hEd
Mark,Male,(-2.3195;-1.557],(1.387;2.1395],[-Inf;0.4735],(-0.6535;0.149],(0.169; Inf],[-Inf;1.451],(-0.6605;0.4795],(-0.597;0.1185],(-0.4105;0.122],[-Inf; Inf],hAd
Mark,Male,(-2.9435;-2.3195],(2.1395;3.1765],[-Inf;0.4735],(-0.6535;0.149],(-1.104;-0.7345],[-Inf;1.451],(-0.6605;0.4795],(0.1185; Inf],(-0.4105;0.122],[-Inf; Inf],hYd
Mark,Male,(-2.9435;-2.3195],(1.387;2.1395],[-Inf;0.4735],(-0.6535;0.149],(-0.7345;0.169],[-Inf;1.451],(-0.6605;0.4795],(0.1185; Inf],(0.122; Inf],[-Inf; Inf],had
Mark,Male,(-3.321;-2.9435],(1.387;2.1395],(0.4735;1.086],(0.149;0.829],[-Inf;-1.104],[-Inf;1.451],[-Inf;-0.6605],(0.1185; Inf],(0.122; Inf],[-Inf; Inf],hOd
Mark,Male,(-3.7685;-3.321],(1.387;2.1395],(0.4735;1.086],(0.829; Inf],[-Inf;-1.104],[-Inf;1.451],[-Inf;-0.6605],(0.1185; Inf],(0.122; Inf],[-Inf; Inf],hod
Mark,Male,(-3.7685;-3.321],(0.711;1.387],[-Inf;0.4735],(0.149;0.829],(-0.7345;0.169],[-Inf;1.451],(-0.6605;0.4795],(0.1185; Inf],(0.122; Inf],[-Inf; Inf],hud
Mark,Male,(-2.9435;-2.3195],(0.711;1.387],[-Inf;0.4735],(0.149;0.829],(-0.7345;0.169],[-Inf;1.451],(-0.6605;0.4795],(0.1185; Inf],(0.122; Inf],[-Inf; Inf],hed
Mark,Male,(-1.557; Inf],[-Inf;-0.1345],[-Inf;0.4735],(0.149;0.829],(-0.7345;0.169],(1.451; Inf],(0.4795; Inf],(0.1185; Inf],(-0.4105;0.122],[-Inf; Inf],hid
Mark,Male,(-1.557; Inf],(-0.1345;0.4245],[-Inf;0.4735],(-0.6535;0.149],(-0.7345;0.169],[-Inf;1.451],(-0.6605;0.4795],(0.1185; Inf],(0.122; Inf],[-Inf; Inf],hId
Mark,Male,(-2.3195;-1.557],(0.711;1.387],[-Inf;0.4735],(-0.6535;0.149],(0.169; Inf],[-Inf;1.451],(-0.6605;0.4795],(0.1185; Inf],(-0.4105;0.122],[-Inf; Inf],hEd
Mark,Male,(-2.3195;-1.557],(1.387;2.1395],[-Inf;0.4735],(-0.6535;0.149],(-0.7345;0.169],[-Inf;1.451],(-0.6605;0.4795],(-0.597;0.1185],(-0.4105;0.122],[-Inf; Inf],hAd
Mark,Male,(-2.9435;-2.3195],(2.1395;3.1765],[-Inf;0.4735],(-0.6535;0.149],(-1.104;-0.7345],[-Inf;1.451],(-0.6605;0.4795],(0.1185; Inf],(-0.4105;0.122],[-Inf; Inf],hYd
Mark,Male,(-2.9435;-2.3195],(1.387;2.1395],[-Inf;0.4735],(-0.6535;0.149],(-0.7345;0.169],[-Inf;1.451],(-0.6605;0.4795],(0.1185; Inf],(0.122; Inf],[-Inf; Inf],had
Mark,Male,(-3.321;-2.9435],(1.387;2.1395],(0.4735;1.086],(0.829; Inf],[-Inf;-1.104],[-Inf;1.451],[-Inf;-0.6605],(0.1185; Inf],(0.122; Inf],[-Inf; Inf],hOd
Mark,Male,(-3.7685;-3.321],(0.711;1.387],(0.4735;1.086],(0.829; Inf],[-Inf;-1.104],[-Inf;1.451],[-Inf;-0.6605],(0.1185; Inf],(0.122; Inf],[-Inf; Inf],hod
Mark,Male,(-3.321;-2.9435],(0.711;1.387],[-Inf;0.4735],(0.149;0.829],[-Inf;-1.104],[-Inf;1.451],(-0.6605;0.4795],(0.1185; Inf],(0.122; Inf],[-Inf; Inf],hUd
Mark,Male,(-4.2625;-3.7685],(0.711;1.387],[-Inf;0.4735],(0.149;0.829],(-0.7345;0.169],[-Inf;1.451],(-0.6605;0.4795],(0.1185; Inf],(0.122; Inf],[-Inf; Inf],hud
Mark,Male,(-2.9435;-2.3195],(0.711;1.387],[-Inf;0.4735],(0.149;0.829],(-1.104;-0.7345],[-Inf;1.451],(-0.6605;0.4795],(0.1185; Inf],(0.122; Inf],[-Inf; Inf],hed
Mark,Male,(-2.3195;-1.557],[-Inf;-0.1345],[-Inf;0.4735],(0.149;0.829],(-0.7345;0.169],(1.451; Inf],(0.4795; Inf],(0.1185; Inf],(-0.4105;0.122],[-Inf; Inf],hid
Mark,Male,(-1.557; Inf],(-0.1345;0.4245],[-Inf;0.4735],(-0.6535;0.149],(-0.7345;0.169],[-Inf;1.451],(-0.6605;0.4795],(0.1185; Inf],(0.122; Inf],[-Inf; Inf],hId
Mark,Male,(-2.3195;-1.557],(0.711;1.387],[-Inf;0.4735],(0.149;0.829],(0.169; Inf],[-Inf;1.451],(-0.6605;0.4795],(0.1185; Inf],(-0.4105;0.122],[-Inf; Inf],hEd
Mark,Male,(-2.3195;-1.557],(1.387;2.1395],[-Inf;0.4735],(-0.6535;0.149],(0.169; Inf],[-Inf;1.451],(-0.6605;0.4795],(-0.597;0.1185],(-0.4105;0.122],[-Inf; Inf],hAd
Mark,Male,(-2.9435;-2.3195],(1.387;2.1395],(0.4735;1.086],(0.149;0.829],[-Inf;-1.104],[-Inf;1.451],(-0.6605;0.4795],(0.1185; Inf],(0.122; Inf],[-Inf; Inf],hYd
Mark,Male,(-2.9435;-2.3195],(1.387;2.1395],[-Inf;0.4735],(0.149;0.829],(-1.104;-0.7345],[-Inf;1.451],(-0.6605;0.4795],(0.1185; Inf],(0.122; Inf],[-Inf; Inf],had
Mark,Male,(-3.321;-2.9435],(0.711;1.387],(0.4735;1.086],(0.829; Inf],(-1.104;-0.7345],[-Inf;1.451],[-Inf;-0.6605],(0.1185; Inf],(0.122; Inf],[-Inf; Inf],hOd
Mark,Male,(-3.7685;-3.321],(0.711;1.387],(0.4735;1.086],(0.829; Inf],[-Inf;-1.104],[-Inf;1.451],[-Inf;-0.6605],(0.1185; Inf],(0.122; Inf],[-Inf; Inf],hod
Mark,Male,(-3.321;-2.9435],(0.711;1.387],(0.4735;1.086],(0.149;0.829],[-Inf;-1.104],[-Inf;1.451],(-0.6605;0.4795],(0.1185; Inf],(0.122; Inf],[-Inf; Inf],hUd
Mark,Male,(-4.2625;-3.7685],(0.711;1.387],[-Inf;0.4735],(0.149;0.829],(-0.7345;0.169],[-Inf;1.451],(-0.6605;0.4795],(0.1185; Inf],(0.122; Inf],[-Inf; Inf],hud
Mark,Male,(-2.9435;-2.3195],(0.711;1.387],[-Inf;0.4735],(0.149;0.829],(-1.104;-0.7345],[-Inf;1.451],(-0.6605;0.4795],(0.1185; Inf],(0.122; Inf],[-Inf; Inf],hed
Mark,Male,(-2.3195;-1.557],[-Inf;-0.1345],[-Inf;0.4735],(0.149;0.829],(-0.7345;0.169],(1.451; Inf],(0.4795; Inf],(0.1185; Inf],(-0.4105;0.122],[-Inf; Inf],hid
Mark,Male,(-1.557; Inf],(-0.1345;0.4245],[-Inf;0.4735],(-0.6535;0.149],(-0.7345;0.169],[-Inf;1.451],(-0.6605;0.4795],(0.1185; Inf],(0.122; Inf],[-Inf; Inf],hId
Mark,Male,(-2.3195;-1.557],(0.711;1.387],[-Inf;0.4735],(0.149;0.829],(0.169; Inf],[-Inf;1.451],(-0.6605;0.4795],(0.1185; Inf],(-0.4105;0.122],[-Inf; Inf],hEd
Mark,Male,(-2.9435;-2.3195],(1.387;2.1395],(0.4735;1.086],(0.149;0.829],[-Inf;-1.104],[-Inf;1.451],(-0.6605;0.4795],(0.1185; Inf],(0.122; Inf],[-Inf; Inf],hYd
Mark,Male,(-2.3195;-1.557],(1.387;2.1395],[-Inf;0.4735],(0.149;0.829],(-1.104;-0.7345],[-Inf;1.451],(-0.6605;0.4795],(0.1185; Inf],(0.122; Inf],[-Inf; Inf],had
Mark,Male,(-3.321;-2.9435],(0.711;1.387],(0.4735;1.086],(0.829; Inf],(-0.7345;0.169],[-Inf;1.451],[-Inf;-0.6605],(-0.597;0.1185],(0.122; Inf],[-Inf; Inf],hOd
Mark,Male,(-3.7685;-3.321],(0.711;1.387],(0.4735;1.086],(0.829; Inf],[-Inf;-1.104],[-Inf;1.451],[-Inf;-0.6605],(0.1185; Inf],(0.122; Inf],[-Inf; Inf],hod
Mark,Male,(-3.321;-2.9435],(0.711;1.387],[-Inf;0.4735],(0.149;0.829],[-Inf;-1.104],[-Inf;1.451],(-0.6605;0.4795],(0.1185; Inf],(0.122; Inf],[-Inf; Inf],hUd
Mark,Male,(-4.672;-4.2625],(0.711;1.387],[-Inf;0.4735],(0.149;0.829],(-0.7345;0.169],[-Inf;1.451],(-0.6605;0.4795],(0.1185; Inf],(0.122; Inf],[-Inf; Inf],hud
Mark,Male,(-2.9435;-2.3195],(0.711;1.387],[-Inf;0.4735],(0.149;0.829],(-1.104;-0.7345],[-Inf;1.451],(-0.6605;0.4795],(0.1185; Inf],(0.122; Inf],[-Inf; Inf],hed
Mark,Male,(-2.3195;-1.557],[-Inf;-0.1345],[-Inf;0.4735],(0.149;0.829],(-0.7345;0.169],(1.451; Inf],(0.4795; Inf],(0.1185; Inf],(-0.4105;0.122],[-Inf; Inf],hid
Mark,Male,(-1.557; Inf],(-0.1345;0.4245],[-Inf;0.4735],(-0.6535;0.149],(-0.7345;0.169],[-Inf;1.451],(-0.6605;0.4795],(0.1185; Inf],(0.122; Inf],[-Inf; Inf],hId
Mark,Male,(-2.3195;-1.557],(0.711;1.387],[-Inf;0.4735],(0.149;0.829],(0.169; Inf],[-Inf;1.451],(-0.6605;0.4795],(0.1185; Inf],[-Inf;-0.4105],[-Inf; Inf],hEd
Mark,Male,(-2.3195;-1.557],(1.387;2.1395],[-Inf;0.4735],(-0.6535;0.149],(-0.7345;0.169],[-Inf;1.451],(-0.6605;0.4795],(-0.597;0.1185],(0.122; Inf],[-Inf; Inf],hAd
Mark,Male,(-2.9435;-2.3195],(1.387;2.1395],(0.4735;1.086],(0.149;0.829],[-Inf;-1.104],[-Inf;1.451],(-0.6605;0.4795],(0.1185; Inf],(-0.4105;0.122],[-Inf; Inf],hYd
Mark,Male,(-2.3195;-1.557],(0.711;1.387],[-Inf;0.4735],(0.149;0.829],(-0.7345;0.169],[-Inf;1.451],(-0.6605;0.4795],(0.1185; Inf],(0.122; Inf],[-Inf; Inf],had
Mark,Male,(-2.9435;-2.3195],(0.711;1.387],(0.4735;1.086],(0.829; Inf],(-0.7345;0.169],[-Inf;1.451],[-Inf;-0.6605],(-0.597;0.1185],(0.122; Inf],[-Inf; Inf],hOd
Mark,Male,(-3.7685;-3.321],(0.711;1.387],(0.4735;1.086],(0.829; Inf],[-Inf;-1.104],[-Inf;1.451],[-Inf;-0.6605],(0.1185; Inf],(0.122; Inf],[-Inf; Inf],hod
Mark,Male,(-3.321;-2.9435],(0.711;1.387],[-Inf;0.4735],(0.149;0.829],[-Inf;-1.104],[-Inf;1.451],(-0.6605;0.4795],(0.1185; Inf],(0.122; Inf],[-Inf; Inf],hUd
Mark,Male,(-4.672;-4.2625],(0.711;1.387],[-Inf;0.4735],(0.149;0.829],(-0.7345;0.169],[-Inf;1.451],(-0.6605;0.4795],(0.1185; Inf],(0.122; Inf],[-Inf; Inf],hud
Mark,Male,(-2.9435;-2.3195],(0.711;1.387],[-Inf;0.4735],(0.149;0.829],(-1.104;-0.7345],[-Inf;1.451],(-0.6605;0.4795],(0.1185; Inf],(0.122; Inf],[-Inf; Inf],hed
Mark,Male,(-1.557; Inf],(-0.1345;0.4245],[-Inf;0.4735],(-0.6535;0.149],(-0.7345;0.169],[-Inf;1.451],(-0.6605;0.4795],(0.1185; Inf],(0.122; Inf],[-Inf; Inf],hId
Mark,Male,(-2.3195;-1.557],(0.711;1.387],[-Inf;0.4735],(0.149;0.829],(0.169; Inf],[-Inf;1.451],(-0.6605;0.4795],(0.1185; Inf],[-Inf;-0.4105],[-Inf; Inf],hEd
Mark,Male,(-2.3195;-1.557],(1.387;2.1395],[-Inf;0.4735],(0.149;0.829],(-0.7345;0.169],[-Inf;1.451],(-0.6605;0.4795],(0.1185; Inf],(-0.4105;0.122],[-Inf; Inf],hAd
Mark,Male,(-2.9435;-2.3195],(1.387;2.1395],(0.4735;1.086],(0.149;0.829],[-Inf;-1.104],[-Inf;1.451],(-0.6605;0.4795],(0.1185; Inf],(-0.4105;0.122],[-Inf; Inf],hYd
Mark,Male,(-2.9435;-2.3195],(0.711;1.387],[-Inf;0.4735],(0.149;0.829],(-0.7345;0.169],[-Inf;1.451],(-0.6605;0.4795],(0.1185; Inf],(0.122; Inf],[-Inf; Inf],had
Mark,Male,(-2.9435;-2.3195],(0.4245;0.711],(0.4735;1.086],(0.829; Inf],(-0.7345;0.169],[-Inf;1.451],[-Inf;-0.6605],(0.1185; Inf],(0.122; Inf],[-Inf; Inf],hOd
Mark,Male,(-3.7685;-3.321],(0.711;1.387],(0.4735;1.086],(0.829; Inf],[-Inf;-1.104],[-Inf;1.451],[-Inf;-0.6605],(0.1185; Inf],(0.122; Inf],[-Inf; Inf],hod
