Speaker.Number,Sex,Feature.0,Feature.1,Feature.2,Feature.3,Feature.4,Feature.5,Feature.6,Feature.7,Feature.8,Feature.9,Class
Andrew,Male,(-3.355;-3.0185],(-0.1235;0.519],[-Inf;0.4725],(0.829; Inf],(-0.396;0.5035],(1.451; Inf],(-0.6575;0.4795],(0.0765; Inf],[-Inf;0.122],(-0.976; Inf],hId
Bill,Male,(-4.2625;-3.7375],(3.687; Inf],[-Inf;0.4725],[-Inf;0.0525],(-1.104;-0.396],[-Inf;1.2425],(-0.6575;0.4795],(0.0765; Inf],[-Inf;0.122],(-0.976; Inf],hod
Bill,Male,(-4.2625;-3.7375],(3.0665;3.687],[-Inf;0.4725],[-Inf;0.0525],(-1.104;-0.396],[-Inf;1.2425],(0.4795; Inf],(0.0765; Inf],(0.122; Inf],(-0.976; Inf],hUd
Bill,Male,[-Inf;-4.6685],(3.0665;3.687],[-Inf;0.4725],(0.0525;0.829],(-1.104;-0.396],[-Inf;1.2425],(-0.6575;0.4795],(0.0765; Inf],[-Inf;0.122],(-0.976; Inf],hud
Bill,Male,(-3.355;-3.0185],(1.1855;2.1435],[-Inf;0.4725],[-Inf;0.0525],(-0.396;0.5035],[-Inf;1.2425],(-0.6575;0.4795],(0.0765; Inf],(0.122; Inf],(-0.976; Inf],hed
David,Male,(-1.557; Inf],[-Inf;-0.1235],[-Inf;0.4725],(0.0525;0.829],(-0.396;0.5035],(1.451; Inf],(-0.6575;0.4795],(0.0765; Inf],[-Inf;0.122],(-0.976; Inf],hid
David,Male,(-1.557; Inf],(-0.1235;0.519],[-Inf;0.4725],(0.0525;0.829],(-1.104;-0.396],(1.451; Inf],(-0.6575;0.4795],(0.0765; Inf],[-Inf;0.122],(-0.976; Inf],hId
David,Male,(-2.3195;-1.557],(0.519;1.1855],[-Inf;0.4725],(0.829; Inf],(-0.396;0.5035],(1.451; Inf],(-0.6575;0.4795],(0.0765; Inf],[-Inf;0.122],(-0.976; Inf],hEd
David,Male,(-2.3195;-1.557],(1.1855;2.1435],[-Inf;0.4725],(0.829; Inf],(-1.104;-0.396],[-Inf;1.2425],(-0.6575;0.4795],(0.0765; Inf],[-Inf;0.122],(-0.976; Inf],hAd
David,Male,(-3.0185;-2.3195],(1.1855;2.1435],[-Inf;0.4725],(0.829; Inf],[-Inf;-1.104],[-Inf;1.2425],(-0.6575;0.4795],(0.0765; Inf],[-Inf;0.122],(-0.976; Inf],hYd
David,Male,(-2.3195;-1.557],(1.1855;2.1435],[-Inf;0.4725],(0.829; Inf],(-1.104;-0.396],[-Inf;1.2425],(-0.6575;0.4795],(0.0765; Inf],[-Inf;0.122],(-0.976; Inf],had
David,Male,(-3.0185;-2.3195],(2.1435;3.0665],[-Inf;0.4725],(0.829; Inf],[-Inf;-1.104],[-Inf;1.2425],(-0.6575;0.4795],(0.0765; Inf],[-Inf;0.122],(-0.976; Inf],hOd
David,Male,(-4.2625;-3.7375],(3.687; Inf],[-Inf;0.4725],(0.829; Inf],[-Inf;-1.104],[-Inf;1.2425],(-0.6575;0.4795],(0.0765; Inf],(0.122; Inf],(-0.976; Inf],hod
David,Male,(-3.355;-3.0185],(1.1855;2.1435],[-Inf;0.4725],(0.829; Inf],[-Inf;-1.104],[-Inf;1.2425],(-0.6575;0.4795],(0.0765; Inf],(0.122; Inf],(-0.976; Inf],hUd
David,Male,(-4.2625;-3.7375],(2.1435;3.0665],[-Inf;0.4725],(0.829; Inf],(-1.104;-0.396],[-Inf;1.2425],(0.4795; Inf],(0.0765; Inf],(0.122; Inf],(-0.976; Inf],hud
David,Male,(-3.0185;-2.3195],(1.1855;2.1435],[-Inf;0.4725],(0.829; Inf],(-1.104;-0.396],(1.2425;1.451],(-0.6575;0.4795],(0.0765; Inf],[-Inf;0.122],(-0.976; Inf],hed
David,Male,(-1.557; Inf],[-Inf;-0.1235],[-Inf;0.4725],(0.829; Inf],(-0.396;0.5035],(1.451; Inf],(-0.6575;0.4795],(0.0765; Inf],[-Inf;0.122],(-0.976; Inf],hid
David,Male,(-1.557; Inf],(-0.1235;0.519],[-Inf;0.4725],(0.0525;0.829],(-1.104;-0.396],(1.451; Inf],(-0.6575;0.4795],(0.0765; Inf],[-Inf;0.122],(-0.976; Inf],hId
David,Male,(-2.3195;-1.557],(1.1855;2.1435],[-Inf;0.4725],(0.829; Inf],(-1.104;-0.396],[-Inf;1.2425],(-0.6575;0.4795],(0.0765; Inf],[-Inf;0.122],(-0.976; Inf],hAd
David,Male,(-2.3195;-1.557],(1.1855;2.1435],[-Inf;0.4725],(0.829; Inf],[-Inf;-1.104],[-Inf;1.2425],(-0.6575;0.4795],(0.0765; Inf],[-Inf;0.122],(-0.976; Inf],hYd
David,Male,(-2.3195;-1.557],(1.1855;2.1435],[-Inf;0.4725],(0.829; Inf],(-1.104;-0.396],[-Inf;1.2425],(-0.6575;0.4795],(0.0765; Inf],[-Inf;0.122],(-0.976; Inf],had
David,Male,(-3.0185;-2.3195],(2.1435;3.0665],[-Inf;0.4725],(0.829; Inf],[-Inf;-1.104],[-Inf;1.2425],(-0.6575;0.4795],(0.0765; Inf],(0.122; Inf],(-0.976; Inf],hOd
David,Male,(-4.2625;-3.7375],(3.687; Inf],[-Inf;0.4725],(0.829; Inf],[-Inf;-1.104],[-Inf;1.2425],(-0.6575;0.4795],(0.0765; Inf],(0.122; Inf],(-0.976; Inf],hod
David,Male,(-3.355;-3.0185],(1.1855;2.1435],[-Inf;0.4725],(0.829; Inf],(-1.104;-0.396],[-Inf;1.2425],(-0.6575;0.4795],(0.0765; Inf],(0.122; Inf],(-0.976; Inf],hUd
David,Male,(-4.2625;-3.7375],(2.1435;3.0665],[-Inf;0.4725],(0.829; Inf],(-1.104;-0.396],[-Inf;1.2425],(0.4795; Inf],(0.0765; Inf],(0.122; Inf],(-0.976; Inf],hud
David,Male,(-3.0185;-2.3195],(1.1855;2.1435],[-Inf;0.4725],(0.829; Inf],(-1.104;-0.396],[-Inf;1.2425],(-0.6575;0.4795],(0.0765; Inf],(0.122; Inf],(-0.976; Inf],hed
David,Male,(-1.557; Inf],[-Inf;-0.1235],[-Inf;0.4725],(0.829; Inf],(-0.396;0.5035],(1.451; Inf],(-0.6575;0.4795],(0.0765; Inf],[-Inf;0.122],(-0.976; Inf],hid
David,Male,(-1.557; Inf],(0.519;1.1855],[-Inf;0.4725],(0.0525;0.829],(-1.104;-0.396],(1.451; Inf],(-0.6575;0.4795],(0.0765; Inf],[-Inf;0.122],(-0.976; Inf],hId
David,Male,(-1.557; Inf],(0.519;1.1855],[-Inf;0.4725],(0.829; Inf],(-1.104;-0.396],(1.451; Inf],(-0.6575;0.4795],(0.0765; Inf],[-Inf;0.122],(-0.976; Inf],hEd
David,Male,(-2.3195;-1.557],(1.1855;2.1435],[-Inf;0.4725],(0.829; Inf],(-1.104;-0.396],[-Inf;1.2425],(-0.6575;0.4795],(0.0765; Inf],[-Inf;0.122],(-0.976; Inf],hAd
David,Male,(-2.3195;-1.557],(1.1855;2.1435],[-Inf;0.4725],(0.829; Inf],[-Inf;-1.104],[-Inf;1.2425],(-0.6575;0.4795],(0.0765; Inf],[-Inf;0.122],(-0.976; Inf],hYd
David,Male,(-2.3195;-1.557],(1.1855;2.1435],[-Inf;0.4725],(0.829; Inf],(-1.104;-0.396],[-Inf;1.2425],(-0.6575;0.4795],(0.0765; Inf],[-Inf;0.122],(-0.976; Inf],had
David,Male,(-4.2625;-3.7375],(3.687; Inf],[-Inf;0.4725],(0.829; Inf],[-Inf;-1.104],[-Inf;1.2425],(-0.6575;0.4795],(0.0765; Inf],(0.122; Inf],(-0.976; Inf],hod
David,Male,(-3.7375;-3.355],(1.1855;2.1435],[-Inf;0.4725],(0.829; Inf],(-1.104;-0.396],[-Inf;1.2425],(-0.6575;0.4795],(0.0765; Inf],(0.122; Inf],(-0.976; Inf],hUd
David,Male,(-4.6685;-4.2625],(2.1435;3.0665],[-Inf;0.4725],(0.829; Inf],(-1.104;-0.396],[-Inf;1.2425],(0.4795; Inf],(-0.69;0.0765],(0.122; Inf],(-0.976; Inf],hud
David,Male,(-3.0185;-2.3195],(1.1855;2.1435],[-Inf;0.4725],(0.829; Inf],(-1.104;-0.396],[-Inf;1.2425],(-0.6575;0.4795],(0.0765; Inf],(0.122; Inf],(-0.976; Inf],hed
David,Male,(-1.557; Inf],[-Inf;-0.1235],[-Inf;0.4725],(0.829; Inf],(-0.396;0.5035],(1.451; Inf],(-0.6575;0.4795],(0.0765; Inf],[-Inf;0.122],(-0.976; Inf],hid
David,Male,(-1.557; Inf],(-0.1235;0.519],[-Inf;0.4725],(0.0525;0.829],(-1.104;-0.396],(1.451; Inf],(-0.6575;0.4795],(0.0765; Inf],[-Inf;0.122],(-0.976; Inf],hId
David,Male,(-1.557; Inf],(0.519;1.1855],[-Inf;0.4725],(0.829; Inf],(-1.104;-0.396],(1.451; Inf],(-0.6575;0.4795],(0.0765; Inf],[-Inf;0.122],(-0.976; Inf],hEd
David,Male,(-2.3195;-1.557],(1.1855;2.1435],[-Inf;0.4725],(0.829; Inf],(-1.104;-0.396],[-Inf;1.2425],(-0.6575;0.4795],(0.0765; Inf],[-Inf;0.122],(-0.976; Inf],had
David,Male,(-3.0185;-2.3195],(1.1855;2.1435],[-Inf;0.4725],(0.829; Inf],(-1.104;-0.396],[-Inf;1.2425],(-1.013;-0.6575],(0.0765; Inf],(0.122; Inf],(-0.976; Inf],hOd
David,Male,(-4.2625;-3.7375],(3.0665;3.687],[-Inf;0.4725],(0.829; Inf],[-Inf;-1.104],[-Inf;1.2425],(-0.6575;0.4795],(0.0765; Inf],(0.122; Inf],(-0.976; Inf],hod
David,Male,(-3.7375;-3.355],(1.1855;2.1435],[-Inf;0.4725],(0.829; Inf],[-Inf;-1.104],[-Inf;1.2425],(-0.6575;0.4795],(0.0765; Inf],(0.122; Inf],(-0.976; Inf],hUd
David,Male,(-4.6685;-4.2625],(2.1435;3.0665],[-Inf;0.4725],(0.829; Inf],(-1.104;-0.396],[-Inf;1.2425],(0.4795; Inf],(-0.69;0.0765],(0.122; Inf],(-0.976; Inf],hud
David,Male,(-3.0185;-2.3195],(1.1855;2.1435],[-Inf;0.4725],(0.829; Inf],(-1.104;-0.396],[-Inf;1.2425],(-0.6575;0.4795],(0.0765; Inf],(0.122; Inf],(-0.976; Inf],hed
David,Male,(-1.557; Inf],(-0.1235;0.519],[-Inf;0.4725],(0.0525;0.829],(-1.104;-0.396],(1.451; Inf],(-0.6575;0.4795],(0.0765; Inf],[-Inf;0.122],(-0.976; Inf],hId
David,Male,(-1.557; Inf],(0.519;1.1855],[-Inf;0.4725],(0.829; Inf],(-1.104;-0.396],(1.451; Inf],(-0.6575;0.4795],(0.0765; Inf],[-Inf;0.122],(-0.976; Inf],hEd
David,Male,(-1.557; Inf],(1.1855;2.1435],[-Inf;0.4725],(0.829; Inf],(-1.104;-0.396],[-Inf;1.2425],(-0.6575;0.4795],(0.0765; Inf],[-Inf;0.122],(-0.976; Inf],hAd
David,Male,(-2.3195;-1.557],(1.1855;2.1435],[-Inf;0.4725],(0.829; Inf],(-1.104;-0.396],[-Inf;1.2425],(-0.6575;0.4795],(0.0765; Inf],(0.122; Inf],(-0.976; Inf],hYd
David,Male,(-3.0185;-2.3195],(1.1855;2.1435],[-Inf;0.4725],(0.829; Inf],[-Inf;-1.104],[-Inf;1.2425],(-0.6575;0.4795],(0.0765; Inf],[-Inf;0.122],(-0.976; Inf],hOd
David,Male,(-3.7375;-3.355],(3.0665;3.687],[-Inf;0.4725],(0.829; Inf],[-Inf;-1.104],[-Inf;1.2425],(-0.6575;0.4795],(0.0765; Inf],(0.122; Inf],(-0.976; Inf],hod
David,Male,(-3.7375;-3.355],(1.1855;2.1435],[-Inf;0.4725],(0.829; Inf],[-Inf;-1.104],[-Inf;1.2425],(-0.6575;0.4795],(0.0765; Inf],(0.122; Inf],(-0.976; Inf],hUd
David,Male,(-3.0185;-2.3195],(1.1855;2.1435],[-Inf;0.4725],(0.829; Inf],[-Inf;-1.104],(1.2425;1.451],(-0.6575;0.4795],(0.0765; Inf],(0.122; Inf],(-0.976; Inf],hed
David,Male,(-1.557; Inf],[-Inf;-0.1235],[-Inf;0.4725],(0.829; Inf],(-0.396;0.5035],(1.451; Inf],(0.4795; Inf],(0.0765; Inf],[-Inf;0.122],(-0.976; Inf],hid
David,Male,(-1.557; Inf],(-0.1235;0.519],[-Inf;0.4725],(0.829; Inf],(-0.396;0.5035],(1.451; Inf],(-0.6575;0.4795],(0.0765; Inf],[-Inf;0.122],(-0.976; Inf],hId
David,Male,(-1.557; Inf],(0.519;1.1855],[-Inf;0.4725],(0.829; Inf],(-0.396;0.5035],(1.451; Inf],(-0.6575;0.4795],(0.0765; Inf],[-Inf;0.122],(-0.976; Inf],hEd
David,Male,(-2.3195;-1.557],(1.1855;2.1435],[-Inf;0.4725],(0.829; Inf],(-1.104;-0.396],[-Inf;1.2425],(-0.6575;0.4795],(0.0765; Inf],[-Inf;0.122],(-0.976; Inf],had
David,Male,(-3.0185;-2.3195],(1.1855;2.1435],[-Inf;0.4725],(0.829; Inf],[-Inf;-1.104],[-Inf;1.2425],(-0.6575;0.4795],(0.0765; Inf],[-Inf;0.122],(-0.976; Inf],hOd
David,Male,(-3.7375;-3.355],(3.0665;3.687],[-Inf;0.4725],(0.829; Inf],[-Inf;-1.104],[-Inf;1.2425],(-0.6575;0.4795],(0.0765; Inf],(0.122; Inf],(-0.976; Inf],hod
David,Male,(-4.6685;-4.2625],(2.1435;3.0665],[-Inf;0.4725],(0.829; Inf],(-1.104;-0.396],[-Inf;1.2425],(0.4795; Inf],(-0.69;0.0765],(0.122; Inf],(-0.976; Inf],hud
David,Male,(-3.0185;-2.3195],(1.1855;2.1435],[-Inf;0.4725],(0.829; Inf],(-1.104;-0.396],[-Inf;1.2425],(-0.6575;0.4795],(0.0765; Inf],[-Inf;0.122],(-0.976; Inf],hed
Mark,Male,(-1.557; Inf],[-Inf;-0.1235],[-Inf;0.4725],(0.0525;0.829],(-0.396;0.5035],(1.451; Inf],(0.4795; Inf],(0.0765; Inf],(0.122; Inf],(-0.976; Inf],hid
Mark,Male,(-2.3195;-1.557],(-0.1235;0.519],[-Inf;0.4725],[-Inf;0.0525],(-0.396;0.5035],(1.2425;1.451],(-0.6575;0.4795],(0.0765; Inf],(0.122; Inf],(-0.976; Inf],hId
Mark,Male,(-2.3195;-1.557],(0.519;1.1855],[-Inf;0.4725],(0.0525;0.829],(0.5035; Inf],[-Inf;1.2425],(-0.6575;0.4795],(0.0765; Inf],[-Inf;0.122],(-0.976; Inf],hEd
Mark,Male,(-2.3195;-1.557],(1.1855;2.1435],[-Inf;0.4725],[-Inf;0.0525],(-0.396;0.5035],[-Inf;1.2425],(-0.6575;0.4795],(-0.69;0.0765],[-Inf;0.122],(-0.976; Inf],hAd
Mark,Male,(-3.0185;-2.3195],(2.1435;3.0665],[-Inf;0.4725],[-Inf;0.0525],(-1.104;-0.396],[-Inf;1.2425],(-0.6575;0.4795],(0.0765; Inf],[-Inf;0.122],(-0.976; Inf],hYd
Mark,Male,(-3.0185;-2.3195],(1.1855;2.1435],[-Inf;0.4725],(0.0525;0.829],(-1.104;-0.396],[-Inf;1.2425],(-0.6575;0.4795],(0.0765; Inf],(0.122; Inf],(-0.976; Inf],had
Mark,Male,(-3.355;-3.0185],(1.1855;2.1435],(0.4725;1.086],(0.0525;0.829],[-Inf;-1.104],[-Inf;1.2425],(-1.013;-0.6575],(0.0765; Inf],(0.122; Inf],(-0.976; Inf],hOd
Mark,Male,(-3.7375;-3.355],(1.1855;2.1435],(0.4725;1.086],(0.829; Inf],[-Inf;-1.104],[-Inf;1.2425],[-Inf;-1.173],(0.0765; Inf],(0.122; Inf],(-0.976; Inf],hod
Mark,Male,(-3.355;-3.0185],(1.1855;2.1435],[-Inf;0.4725],(0.0525;0.829],[-Inf;-1.104],[-Inf;1.2425],(-0.6575;0.4795],(0.0765; Inf],(0.122; Inf],(-0.976; Inf],hUd
Mark,Male,(-3.7375;-3.355],(0.519;1.1855],[-Inf;0.4725],(0.0525;0.829],(-1.104;-0.396],(1.2425;1.451],(-0.6575;0.4795],(0.0765; Inf],(0.122; Inf],(-0.976; Inf],hud
Mark,Male,(-3.0185;-2.3195],(0.519;1.1855],[-Inf;0.4725],(0.0525;0.829],(-1.104;-0.396],[-Inf;1.2425],(-0.6575;0.4795],(0.0765; Inf],(0.122; Inf],(-0.976; Inf],hed
Mark,Male,(-1.557; Inf],[-Inf;-0.1235],[-Inf;0.4725],(0.0525;0.829],(-0.396;0.5035],(1.451; Inf],(0.4795; Inf],(0.0765; Inf],[-Inf;0.122],(-0.976; Inf],hid
Mark,Male,(-1.557; Inf],(-0.1235;0.519],[-Inf;0.4725],[-Inf;0.0525],(-0.396;0.5035],(1.2425;1.451],(-0.6575;0.4795],(0.0765; Inf],(0.122; Inf],(-0.976; Inf],hId
Mark,Male,(-2.3195;-1.557],(0.519;1.1855],[-Inf;0.4725],(0.0525;0.829],(-0.396;0.5035],[-Inf;1.2425],(-0.6575;0.4795],(0.0765; Inf],[-Inf;0.122],(-0.976; Inf],hEd
Mark,Male,(-2.3195;-1.557],(1.1855;2.1435],[-Inf;0.4725],[-Inf;0.0525],(-0.396;0.5035],[-Inf;1.2425],(-0.6575;0.4795],(-0.69;0.0765],[-Inf;0.122],(-0.976; Inf],hAd
Mark,Male,(-3.0185;-2.3195],(2.1435;3.0665],[-Inf;0.4725],[-Inf;0.0525],(-1.104;-0.396],[-Inf;1.2425],(-0.6575;0.4795],(0.0765; Inf],[-Inf;0.122],(-0.976; Inf],hYd
Mark,Male,(-3.0185;-2.3195],(1.1855;2.1435],[-Inf;0.4725],(0.0525;0.829],(-1.104;-0.396],[-Inf;1.2425],(-0.6575;0.4795],(0.0765; Inf],(0.122; Inf],(-0.976; Inf],had
Mark,Male,(-3.355;-3.0185],(1.1855;2.1435],(0.4725;1.086],(0.829; Inf],[-Inf;-1.104],[-Inf;1.2425],(-1.173;-1.013],(0.0765; Inf],(0.122; Inf],(-0.976; Inf],hOd
Mark,Male,(-3.7375;-3.355],(1.1855;2.1435],(0.4725;1.086],(0.829; Inf],[-Inf;-1.104],[-Inf;1.2425],[-Inf;-1.173],(0.0765; Inf],(0.122; Inf],(-0.976; Inf],hod
Mark,Male,(-4.2625;-3.7375],(0.519;1.1855],[-Inf;0.4725],(0.0525;0.829],(-1.104;-0.396],(1.2425;1.451],(-0.6575;0.4795],(0.0765; Inf],(0.122; Inf],(-0.976; Inf],hud
Mark,Male,(-3.0185;-2.3195],(0.519;1.1855],[-Inf;0.4725],(0.0525;0.829],(-1.104;-0.396],[-Inf;1.2425],(-0.6575;0.4795],(0.0765; Inf],(0.122; Inf],(-0.976; Inf],hed
Mark,Male,(-2.3195;-1.557],[-Inf;-0.1235],[-Inf;0.4725],(0.0525;0.829],(-0.396;0.5035],(1.451; Inf],(0.4795; Inf],(0.0765; Inf],[-Inf;0.122],(-0.976; Inf],hid
Mark,Male,(-1.557; Inf],(-0.1235;0.519],[-Inf;0.4725],[-Inf;0.0525],(-0.396;0.5035],(1.2425;1.451],(-0.6575;0.4795],(0.0765; Inf],(0.122; Inf],(-0.976; Inf],hId
Mark,Male,(-2.3195;-1.557],(0.519;1.1855],[-Inf;0.4725],(0.0525;0.829],(-0.396;0.5035],[-Inf;1.2425],(-0.6575;0.4795],(0.0765; Inf],[-Inf;0.122],(-0.976; Inf],hEd
Mark,Male,(-2.3195;-1.557],(1.1855;2.1435],[-Inf;0.4725],[-Inf;0.0525],(-0.396;0.5035],[-Inf;1.2425],(-0.6575;0.4795],(-0.69;0.0765],[-Inf;0.122],(-0.976; Inf],hAd
Mark,Male,(-3.0185;-2.3195],(1.1855;2.1435],[-Inf;0.4725],(0.0525;0.829],(-1.104;-0.396],[-Inf;1.2425],(-0.6575;0.4795],(0.0765; Inf],(0.122; Inf],(-0.976; Inf],had
Mark,Male,(-3.7375;-3.355],(1.1855;2.1435],(0.4725;1.086],(0.829; Inf],[-Inf;-1.104],[-Inf;1.2425],[-Inf;-1.173],(0.0765; Inf],(0.122; Inf],(-0.976; Inf],hod
Mark,Male,(-3.355;-3.0185],(0.519;1.1855],(0.4725;1.086],(0.0525;0.829],[-Inf;-1.104],[-Inf;1.2425],(-0.6575;0.4795],(0.0765; Inf],(0.122; Inf],(-0.976; Inf],hUd
Mark,Male,(-4.2625;-3.7375],(0.519;1.1855],[-Inf;0.4725],(0.0525;0.829],(-0.396;0.5035],(1.2425;1.451],(-0.6575;0.4795],(0.0765; Inf],(0.122; Inf],(-0.976; Inf],hud
Mark,Male,(-3.0185;-2.3195],(0.519;1.1855],[-Inf;0.4725],(0.0525;0.829],(-1.104;-0.396],[-Inf;1.2425],(-0.6575;0.4795],(0.0765; Inf],(0.122; Inf],(-0.976; Inf],hed
Mark,Male,(-2.3195;-1.557],[-Inf;-0.1235],[-Inf;0.4725],(0.0525;0.829],(-0.396;0.5035],(1.451; Inf],(0.4795; Inf],(0.0765; Inf],[-Inf;0.122],(-0.976; Inf],hid
Mark,Male,(-1.557; Inf],(-0.1235;0.519],[-Inf;0.4725],[-Inf;0.0525],(-0.396;0.5035],(1.2425;1.451],(-0.6575;0.4795],(0.0765; Inf],(0.122; Inf],(-0.976; Inf],hId
Mark,Male,(-2.3195;-1.557],(0.519;1.1855],[-Inf;0.4725],(0.0525;0.829],(-0.396;0.5035],[-Inf;1.2425],(-0.6575;0.4795],(0.0765; Inf],[-Inf;0.122],(-0.976; Inf],hEd
Mark,Male,(-2.3195;-1.557],(1.1855;2.1435],[-Inf;0.4725],[-Inf;0.0525],(-0.396;0.5035],[-Inf;1.2425],(-0.6575;0.4795],(-0.69;0.0765],[-Inf;0.122],(-0.976; Inf],hAd
Mark,Male,(-3.0185;-2.3195],(1.1855;2.1435],(0.4725;1.086],(0.0525;0.829],[-Inf;-1.104],[-Inf;1.2425],(-0.6575;0.4795],(0.0765; Inf],(0.122; Inf],(-0.976; Inf],hYd
Mark,Male,(-2.3195;-1.557],(1.1855;2.1435],[-Inf;0.4725],(0.0525;0.829],(-1.104;-0.396],[-Inf;1.2425],(-0.6575;0.4795],(0.0765; Inf],(0.122; Inf],(-0.976; Inf],had
Mark,Male,(-3.355;-3.0185],(0.519;1.1855],(0.4725;1.086],(0.829; Inf],(-1.104;-0.396],[-Inf;1.2425],[-Inf;-1.173],(0.0765; Inf],(0.122; Inf],(-0.976; Inf],hOd
Mark,Male,(-3.7375;-3.355],(1.1855;2.1435],(0.4725;1.086],(0.829; Inf],[-Inf;-1.104],[-Inf;1.2425],[-Inf;-1.173],(0.0765; Inf],(0.122; Inf],(-0.976; Inf],hod
Mark,Male,(-3.355;-3.0185],(0.519;1.1855],[-Inf;0.4725],(0.0525;0.829],[-Inf;-1.104],[-Inf;1.2425],(-0.6575;0.4795],(0.0765; Inf],(0.122; Inf],(-0.976; Inf],hUd
Mark,Male,(-4.6685;-4.2625],(0.519;1.1855],[-Inf;0.4725],(0.0525;0.829],(-0.396;0.5035],(1.2425;1.451],(-0.6575;0.4795],(0.0765; Inf],(0.122; Inf],(-0.976; Inf],hud
Mark,Male,(-3.0185;-2.3195],(0.519;1.1855],[-Inf;0.4725],(0.0525;0.829],(-1.104;-0.396],[-Inf;1.2425],(-0.6575;0.4795],(0.0765; Inf],(0.122; Inf],(-0.976; Inf],hed
Mark,Male,(-2.3195;-1.557],[-Inf;-0.1235],[-Inf;0.4725],(0.0525;0.829],(-0.396;0.5035],(1.451; Inf],(0.4795; Inf],(0.0765; Inf],[-Inf;0.122],(-0.976; Inf],hid
Mark,Male,(-1.557; Inf],(-0.1235;0.519],[-Inf;0.4725],[-Inf;0.0525],(-0.396;0.5035],(1.2425;1.451],(-0.6575;0.4795],(0.0765; Inf],(0.122; Inf],(-0.976; Inf],hId
Mark,Male,(-2.3195;-1.557],(0.519;1.1855],[-Inf;0.4725],(0.0525;0.829],(-0.396;0.5035],[-Inf;1.2425],(-0.6575;0.4795],(0.0765; Inf],[-Inf;0.122],(-0.976; Inf],hEd
Mark,Male,(-2.3195;-1.557],(1.1855;2.1435],[-Inf;0.4725],[-Inf;0.0525],(-0.396;0.5035],[-Inf;1.2425],(-0.6575;0.4795],(-0.69;0.0765],(0.122; Inf],(-0.976; Inf],hAd
Mark,Male,(-3.0185;-2.3195],(1.1855;2.1435],(0.4725;1.086],(0.0525;0.829],[-Inf;-1.104],[-Inf;1.2425],(-0.6575;0.4795],(0.0765; Inf],[-Inf;0.122],(-0.976; Inf],hYd
Mark,Male,(-3.0185;-2.3195],(0.519;1.1855],(0.4725;1.086],(0.829; Inf],(-1.104;-0.396],[-Inf;1.2425],(-1.173;-1.013],(-0.69;0.0765],(0.122; Inf],(-0.976; Inf],hOd
Mark,Male,(-3.7375;-3.355],(1.1855;2.1435],(0.4725;1.086],(0.829; Inf],[-Inf;-1.104],[-Inf;1.2425],[-Inf;-1.173],(0.0765; Inf],(0.122; Inf],(-0.976; Inf],hod
Mark,Male,(-3.355;-3.0185],(0.519;1.1855],[-Inf;0.4725],(0.0525;0.829],[-Inf;-1.104],[-Inf;1.2425],(-0.6575;0.4795],(0.0765; Inf],(0.122; Inf],(-0.976; Inf],hUd
Mark,Male,(-4.6685;-4.2625],(0.519;1.1855],[-Inf;0.4725],(0.0525;0.829],(-1.104;-0.396],(1.2425;1.451],(-0.6575;0.4795],(0.0765; Inf],(0.122; Inf],(-0.976; Inf],hud
Mark,Male,(-3.0185;-2.3195],(0.519;1.1855],[-Inf;0.4725],(0.0525;0.829],(-1.104;-0.396],[-Inf;1.2425],(-0.6575;0.4795],(0.0765; Inf],(0.122; Inf],(-0.976; Inf],hed
Mark,Male,(-2.3195;-1.557],[-Inf;-0.1235],[-Inf;0.4725],(0.0525;0.829],(-0.396;0.5035],(1.451; Inf],(0.4795; Inf],(0.0765; Inf],[-Inf;0.122],(-0.976; Inf],hid
Mark,Male,(-1.557; Inf],(-0.1235;0.519],[-Inf;0.4725],[-Inf;0.0525],(-0.396;0.5035],(1.2425;1.451],(-0.6575;0.4795],(0.0765; Inf],(0.122; Inf],(-0.976; Inf],hId
Mark,Male,(-2.3195;-1.557],(0.519;1.1855],[-Inf;0.4725],(0.0525;0.829],(-0.396;0.5035],[-Inf;1.2425],(-0.6575;0.4795],(0.0765; Inf],[-Inf;0.122],(-0.976; Inf],hEd
Mark,Male,(-2.3195;-1.557],(1.1855;2.1435],[-Inf;0.4725],(0.0525;0.829],(-0.396;0.5035],[-Inf;1.2425],(-0.6575;0.4795],(0.0765; Inf],[-Inf;0.122],(-0.976; Inf],hAd
Mark,Male,(-3.0185;-2.3195],(1.1855;2.1435],(0.4725;1.086],(0.0525;0.829],[-Inf;-1.104],[-Inf;1.2425],(-0.6575;0.4795],(0.0765; Inf],[-Inf;0.122],(-0.976; Inf],hYd
Mark,Male,(-3.0185;-2.3195],(0.519;1.1855],[-Inf;0.4725],(0.0525;0.829],(-1.104;-0.396],[-Inf;1.2425],(-0.6575;0.4795],(0.0765; Inf],(0.122; Inf],(-0.976; Inf],had
Mark,Male,(-3.0185;-2.3195],(0.519;1.1855],(0.4725;1.086],(0.829; Inf],(-1.104;-0.396],[-Inf;1.2425],(-1.013;-0.6575],(0.0765; Inf],(0.122; Inf],(-0.976; Inf],hOd
Mark,Male,(-3.7375;-3.355],(0.519;1.1855],(0.4725;1.086],(0.829; Inf],[-Inf;-1.104],[-Inf;1.2425],[-Inf;-1.173],(0.0765; Inf],(0.122; Inf],(-0.976; Inf],hod
