normalizedLosses,make,fuelType,aspiration,numOfDoors,bodyStyle,driveWheels,engineType,numOfCylinders,fuelSystem,engineLocation,wheelBase,length,width,height,curbWeight,engineSize,bore,stroke,compressionRatio,horsepower,peakRpm,cityMpg,highwayMpg,price,XClass
(98; Inf],alfa-romero,gas,std,two,convertible,rwd,dohc,four,mpfi,front,(88.5;92.15],(168.75;169.05],[-Inf;64.3],[-Inf;50.35],(2206.5; Inf],(105.5; Inf],(3.16; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;25.5],[-Inf;28.5],(8497; Inf],3
(98; Inf],mitsubishi,gas,turbo,two,hatchback,fwd,ohc,four,spdi,front,(95.5;101.8],(169.05;186.65],(65.65;66.45],[-Inf;50.35],(2206.5; Inf],(105.5; Inf],(3.16; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;25.5],[-Inf;28.5],(8497; Inf],3
(98; Inf],mitsubishi,gas,std,four,sedan,fwd,ohc,four,2bbl,front,(95.5;101.8],(169.05;186.65],(64.3;65.45],(50.35;51.8],(2206.5; Inf],(105.5; Inf],(3.16; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;25.5],(28.5; Inf],[-Inf;8497],1
(98; Inf],mitsubishi,gas,std,four,sedan,fwd,ohc,four,2bbl,front,(95.5;101.8],(169.05;186.65],(64.3;65.45],(50.35;51.8],(2206.5; Inf],(105.5; Inf],(3.16; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;25.5],(28.5; Inf],[-Inf;8497],1
(98; Inf],mitsubishi,gas,std,four,sedan,fwd,ohc,four,spdi,front,(95.5;101.8],(169.05;186.65],(64.3;65.45],(50.35;51.8],(2206.5; Inf],(105.5; Inf],(3.16; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;25.5],(28.5; Inf],(8497; Inf],-1
(98; Inf],nissan,gas,std,two,sedan,fwd,ohc,four,2bbl,front,(94;95.5],(158.75;168.75],[-Inf;64.3],(51.8;56.15],[-Inf;2206.5],(85;105.5],(3.02;3.16],[-Inf; Inf],[-Inf; Inf],(66;69.5],[-Inf; Inf],(25.5; Inf],(28.5; Inf],[-Inf;8497],1
(98; Inf],nissan,diesel,std,two,sedan,fwd,ohc,four,idi,front,(94;95.5],(158.75;168.75],[-Inf;64.3],(51.8;56.15],[-Inf;2206.5],(85;105.5],[-Inf;3.02],[-Inf; Inf],[-Inf; Inf],[-Inf;66],[-Inf; Inf],(25.5; Inf],(28.5; Inf],[-Inf;8497],1
(98; Inf],nissan,gas,std,two,sedan,fwd,ohc,four,2bbl,front,(94;95.5],(158.75;168.75],[-Inf;64.3],(51.8;56.15],[-Inf;2206.5],(85;105.5],(3.02;3.16],[-Inf; Inf],[-Inf; Inf],(66;69.5],[-Inf; Inf],(25.5; Inf],(28.5; Inf],[-Inf;8497],1
(98; Inf],nissan,gas,std,four,sedan,fwd,ohc,four,2bbl,front,(94;95.5],(158.75;168.75],[-Inf;64.3],(51.8;56.15],[-Inf;2206.5],(85;105.5],(3.02;3.16],[-Inf; Inf],[-Inf; Inf],(66;69.5],[-Inf; Inf],(25.5; Inf],(28.5; Inf],[-Inf;8497],1
(98; Inf],nissan,gas,std,four,wagon,fwd,ohc,four,2bbl,front,(94;95.5],(169.05;186.65],[-Inf;64.3],(51.8;56.15],[-Inf;2206.5],(85;105.5],(3.02;3.16],[-Inf; Inf],[-Inf; Inf],(66;69.5],[-Inf; Inf],(25.5; Inf],(28.5; Inf],[-Inf;8497],1
(98; Inf],nissan,gas,std,two,hatchback,fwd,ohc,four,2bbl,front,(94;95.5],(158.75;168.75],[-Inf;64.3],(51.8;56.15],[-Inf;2206.5],(85;105.5],(3.02;3.16],[-Inf; Inf],[-Inf; Inf],(66;69.5],[-Inf; Inf],(25.5; Inf],(28.5; Inf],[-Inf;8497],1
(98; Inf],nissan,gas,std,four,sedan,fwd,ohc,four,2bbl,front,(94;95.5],(158.75;168.75],[-Inf;64.3],(51.8;56.15],[-Inf;2206.5],(85;105.5],(3.02;3.16],[-Inf; Inf],[-Inf; Inf],(66;69.5],[-Inf; Inf],(25.5; Inf],(28.5; Inf],[-Inf;8497],1
(98; Inf],nissan,gas,std,four,wagon,fwd,ohc,four,2bbl,front,(94;95.5],(169.05;186.65],[-Inf;64.3],(51.8;56.15],[-Inf;2206.5],(85;105.5],(3.02;3.16],[-Inf; Inf],[-Inf; Inf],(66;69.5],[-Inf; Inf],(25.5; Inf],(28.5; Inf],[-Inf;8497],1
(98; Inf],nissan,gas,std,four,hatchback,fwd,ohc,four,2bbl,front,(95.5;101.8],(169.05;186.65],(64.3;65.45],(51.8;56.15],(2206.5; Inf],(105.5; Inf],(3.16; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],(25.5; Inf],(28.5; Inf],(8497; Inf],0
(98; Inf],nissan,gas,std,four,sedan,fwd,ohcv,six,mpfi,front,(95.5;101.8],(169.05;186.65],(66.45; Inf],(51.8;56.15],(2206.5; Inf],(105.5; Inf],(3.16; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;25.5],[-Inf;28.5],(8497; Inf],0
(98; Inf],nissan,gas,std,four,wagon,fwd,ohcv,six,mpfi,front,(95.5;101.8],(169.05;186.65],(66.45; Inf],(51.8;56.15],(2206.5; Inf],(105.5; Inf],(3.16; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;25.5],[-Inf;28.5],(8497; Inf],0
(98; Inf],nissan,gas,std,two,hatchback,rwd,ohcv,six,mpfi,front,(88.5;92.15],(169.05;186.65],(66.45; Inf],[-Inf;50.35],(2206.5; Inf],(105.5; Inf],(3.16; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;25.5],[-Inf;28.5],(8497; Inf],3
(98; Inf],nissan,gas,turbo,two,hatchback,rwd,ohcv,six,mpfi,front,(88.5;92.15],(169.05;186.65],(66.45; Inf],[-Inf;50.35],(2206.5; Inf],(105.5; Inf],(3.16; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;25.5],[-Inf;28.5],(8497; Inf],3
(98; Inf],nissan,gas,std,two,hatchback,rwd,ohcv,six,mpfi,front,(95.5;101.8],(169.05;186.65],(66.45; Inf],[-Inf;50.35],(2206.5; Inf],(105.5; Inf],(3.16; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;25.5],[-Inf;28.5],(8497; Inf],1
(98; Inf],peugot,gas,std,four,sedan,rwd,l,four,mpfi,front,(101.8; Inf],(186.65; Inf],(66.45; Inf],(56.25; Inf],(2206.5; Inf],(105.5; Inf],(3.16; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;25.5],[-Inf;28.5],(8497; Inf],0
(98; Inf],peugot,diesel,turbo,four,sedan,rwd,l,four,idi,front,(101.8; Inf],(186.65; Inf],(66.45; Inf],(56.25; Inf],(2206.5; Inf],(105.5; Inf],(3.16; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],(25.5; Inf],(28.5; Inf],(8497; Inf],0
(98; Inf],peugot,gas,std,four,wagon,rwd,l,four,mpfi,front,(101.8; Inf],(186.65; Inf],(66.45; Inf],(56.25; Inf],(2206.5; Inf],(105.5; Inf],(3.16; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;25.5],[-Inf;28.5],(8497; Inf],0
(98; Inf],peugot,diesel,turbo,four,wagon,rwd,l,four,idi,front,(101.8; Inf],(186.65; Inf],(66.45; Inf],(56.25; Inf],(2206.5; Inf],(105.5; Inf],(3.16; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;25.5],[-Inf;28.5],(8497; Inf],0
(98; Inf],peugot,gas,std,four,sedan,rwd,l,four,mpfi,front,(101.8; Inf],(186.65; Inf],(66.45; Inf],(56.25; Inf],(2206.5; Inf],(105.5; Inf],(3.16; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;25.5],[-Inf;28.5],(8497; Inf],0
(98; Inf],peugot,diesel,turbo,four,sedan,rwd,l,four,idi,front,(101.8; Inf],(186.65; Inf],(66.45; Inf],(56.25; Inf],(2206.5; Inf],(105.5; Inf],(3.16; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],(25.5; Inf],(28.5; Inf],(8497; Inf],0
(98; Inf],peugot,diesel,turbo,four,wagon,rwd,l,four,idi,front,(101.8; Inf],(186.65; Inf],(66.45; Inf],(56.25; Inf],(2206.5; Inf],(105.5; Inf],(3.16; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;25.5],[-Inf;28.5],(8497; Inf],0
(98; Inf],peugot,gas,std,four,sedan,rwd,l,four,mpfi,front,(101.8; Inf],(186.65; Inf],(66.45; Inf],(56.25; Inf],(2206.5; Inf],(105.5; Inf],(3.16; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;25.5],[-Inf;28.5],(8497; Inf],0
(98; Inf],peugot,diesel,turbo,four,sedan,rwd,l,four,idi,front,(101.8; Inf],(186.65; Inf],(66.45; Inf],(56.25; Inf],(2206.5; Inf],(105.5; Inf],(3.16; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],(25.5; Inf],(28.5; Inf],(8497; Inf],0
(98; Inf],peugot,gas,turbo,four,sedan,rwd,l,four,mpfi,front,(101.8; Inf],(186.65; Inf],(66.45; Inf],(51.8;56.15],(2206.5; Inf],(105.5; Inf],(3.16; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;25.5],[-Inf;28.5],(8497; Inf],0
(98; Inf],plymouth,gas,std,two,hatchback,fwd,ohc,four,2bbl,front,(92.15;94],[-Inf;158.75],[-Inf;64.3],(50.35;51.8],[-Inf;2206.5],(85;105.5],[-Inf;3.02],[-Inf; Inf],[-Inf; Inf],(66;69.5],[-Inf; Inf],(25.5; Inf],(28.5; Inf],[-Inf;8497],1
(98; Inf],plymouth,gas,turbo,two,hatchback,fwd,ohc,four,spdi,front,(92.15;94],[-Inf;158.75],[-Inf;64.3],(50.35;51.8],[-Inf;2206.5],(85;105.5],(3.02;3.16],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;25.5],(28.5; Inf],[-Inf;8497],1
(98; Inf],plymouth,gas,std,four,hatchback,fwd,ohc,four,2bbl,front,(92.15;94],[-Inf;158.75],[-Inf;64.3],(50.35;51.8],[-Inf;2206.5],(85;105.5],[-Inf;3.02],[-Inf; Inf],[-Inf; Inf],(66;69.5],[-Inf; Inf],(25.5; Inf],(28.5; Inf],[-Inf;8497],1
(98; Inf],plymouth,gas,std,four,sedan,fwd,ohc,four,2bbl,front,(92.15;94],(158.75;168.75],[-Inf;64.3],(50.35;51.8],[-Inf;2206.5],(85;105.5],[-Inf;3.02],[-Inf; Inf],[-Inf; Inf],(66;69.5],[-Inf; Inf],(25.5; Inf],(28.5; Inf],[-Inf;8497],1
(98; Inf],plymouth,gas,std,four,sedan,fwd,ohc,four,2bbl,front,(92.15;94],(158.75;168.75],[-Inf;64.3],(50.35;51.8],[-Inf;2206.5],(85;105.5],[-Inf;3.02],[-Inf; Inf],[-Inf; Inf],(66;69.5],[-Inf; Inf],(25.5; Inf],(28.5; Inf],[-Inf;8497],1
(98; Inf],plymouth,gas,turbo,two,hatchback,rwd,ohc,four,spdi,front,(95.5;101.8],(169.05;186.65],(65.65;66.45],[-Inf;50.35],(2206.5; Inf],(105.5; Inf],(3.16; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;25.5],[-Inf;28.5],(8497; Inf],3
(98; Inf],porsche,gas,std,two,hatchback,rwd,ohc,four,mpfi,front,(94;95.5],(168.75;169.05],(66.45; Inf],[-Inf;50.35],(2206.5; Inf],(105.5; Inf],(3.16; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;25.5],[-Inf;28.5],(8497; Inf],3
(98; Inf],porsche,gas,std,two,hardtop,rwd,ohcf,six,mpfi,rear,(88.5;92.15],(168.75;169.05],(64.3;65.45],(50.35;51.8],(2206.5; Inf],(105.5; Inf],(3.16; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;25.5],[-Inf;28.5],(8497; Inf],3
(98; Inf],porsche,gas,std,two,hardtop,rwd,ohcf,six,mpfi,rear,(88.5;92.15],(168.75;169.05],(64.3;65.45],(50.35;51.8],(2206.5; Inf],(105.5; Inf],(3.16; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;25.5],[-Inf;28.5],(8497; Inf],3
(98; Inf],porsche,gas,std,two,hatchback,rwd,dohcv,eight,mpfi,front,(95.5;101.8],(169.05;186.65],(66.45; Inf],(50.35;51.8],(2206.5; Inf],(105.5; Inf],(3.16; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;25.5],[-Inf;28.5],(8497; Inf],1
(98; Inf],renault,gas,std,four,wagon,fwd,ohc,four,mpfi,front,(95.5;101.8],(169.05;186.65],(66.45; Inf],(51.8;56.15],(2206.5; Inf],(105.5; Inf],(3.16; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;25.5],(28.5; Inf],(8497; Inf],0
(98; Inf],renault,gas,std,two,hatchback,fwd,ohc,four,mpfi,front,(95.5;101.8],(169.05;186.65],(66.45; Inf],(50.35;51.8],(2206.5; Inf],(105.5; Inf],(3.16; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;25.5],(28.5; Inf],(8497; Inf],2
(98; Inf],saab,gas,std,two,hatchback,fwd,ohc,four,mpfi,front,(95.5;101.8],(169.05;186.65],(66.45; Inf],(51.8;56.15],(2206.5; Inf],(105.5; Inf],(3.16; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;25.5],[-Inf;28.5],(8497; Inf],3
(98; Inf],saab,gas,std,four,sedan,fwd,ohc,four,mpfi,front,(95.5;101.8],(169.05;186.65],(66.45; Inf],(51.8;56.15],(2206.5; Inf],(105.5; Inf],(3.16; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;25.5],[-Inf;28.5],(8497; Inf],2
(98; Inf],saab,gas,turbo,two,hatchback,fwd,dohc,four,mpfi,front,(95.5;101.8],(169.05;186.65],(66.45; Inf],(51.8;56.15],(2206.5; Inf],(105.5; Inf],(3.16; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;25.5],[-Inf;28.5],(8497; Inf],3
(98; Inf],saab,gas,turbo,four,sedan,fwd,dohc,four,mpfi,front,(95.5;101.8],(169.05;186.65],(66.45; Inf],(51.8;56.15],(2206.5; Inf],(105.5; Inf],(3.16; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;25.5],[-Inf;28.5],(8497; Inf],2
(75.5;93.5],subaru,gas,std,two,hatchback,fwd,ohcf,four,2bbl,front,(92.15;94],[-Inf;158.75],[-Inf;64.3],(51.8;56.15],[-Inf;2206.5],(105.5; Inf],(3.16; Inf],[-Inf; Inf],[-Inf; Inf],(69.5;87],[-Inf; Inf],(25.5; Inf],(28.5; Inf],[-Inf;8497],2
(75.5;93.5],subaru,gas,std,two,hatchback,4wd,ohcf,four,2bbl,front,(92.15;94],[-Inf;158.75],[-Inf;64.3],(51.8;56.15],(2206.5; Inf],(105.5; Inf],(3.16; Inf],[-Inf; Inf],[-Inf; Inf],(69.5;87],[-Inf; Inf],(25.5; Inf],(28.5; Inf],[-Inf;8497],2
(98; Inf],subaru,gas,std,four,sedan,fwd,ohcf,four,2bbl,front,(95.5;101.8],(169.05;186.65],(64.3;65.45],(51.8;56.15],[-Inf;2206.5],(105.5; Inf],(3.16; Inf],[-Inf; Inf],[-Inf; Inf],(69.5;87],[-Inf; Inf],(25.5; Inf],(28.5; Inf],[-Inf;8497],0
(98; Inf],subaru,gas,std,four,sedan,fwd,ohcf,four,2bbl,front,(95.5;101.8],(169.05;186.65],(64.3;65.45],(51.8;56.15],[-Inf;2206.5],(105.5; Inf],(3.16; Inf],[-Inf; Inf],[-Inf; Inf],(69.5;87],[-Inf; Inf],(25.5; Inf],(28.5; Inf],[-Inf;8497],0
(98; Inf],subaru,gas,std,four,sedan,fwd,ohcf,four,mpfi,front,(95.5;101.8],(169.05;186.65],(64.3;65.45],(51.8;56.15],(2206.5; Inf],(105.5; Inf],(3.16; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],(25.5; Inf],(28.5; Inf],(8497; Inf],0
(98; Inf],subaru,gas,std,four,sedan,4wd,ohcf,four,2bbl,front,(95.5;101.8],(169.05;186.65],(64.3;65.45],(51.8;56.15],(2206.5; Inf],(105.5; Inf],(3.16; Inf],[-Inf; Inf],[-Inf; Inf],(69.5;87],[-Inf; Inf],[-Inf;25.5],[-Inf;28.5],(8497; Inf],0
(98; Inf],subaru,gas,turbo,four,sedan,4wd,ohcf,four,mpfi,front,(95.5;101.8],(169.05;186.65],(64.3;65.45],(51.8;56.15],(2206.5; Inf],(105.5; Inf],(3.16; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;25.5],(28.5; Inf],(8497; Inf],0
(75.5;93.5],subaru,gas,std,four,wagon,fwd,ohcf,four,2bbl,front,(95.5;101.8],(169.05;186.65],(64.3;65.45],(51.8;56.15],(2206.5; Inf],(105.5; Inf],(3.16; Inf],[-Inf; Inf],[-Inf; Inf],(69.5;87],[-Inf; Inf],(25.5; Inf],(28.5; Inf],[-Inf;8497],0
(75.5;93.5],subaru,gas,std,four,wagon,fwd,ohcf,four,mpfi,front,(95.5;101.8],(169.05;186.65],(64.3;65.45],(51.8;56.15],(2206.5; Inf],(105.5; Inf],(3.16; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;25.5],(28.5; Inf],(8497; Inf],0
(75.5;93.5],subaru,gas,std,four,wagon,4wd,ohcf,four,2bbl,front,(95.5;101.8],(169.05;186.65],(64.3;65.45],(51.8;56.15],(2206.5; Inf],(105.5; Inf],(3.16; Inf],[-Inf; Inf],[-Inf; Inf],(69.5;87],[-Inf; Inf],[-Inf;25.5],(28.5; Inf],[-Inf;8497],0
(75.5;93.5],subaru,gas,turbo,four,wagon,4wd,ohcf,four,mpfi,front,(95.5;101.8],(169.05;186.65],(64.3;65.45],(51.8;56.15],(2206.5; Inf],(105.5; Inf],(3.16; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;25.5],[-Inf;28.5],(8497; Inf],0
(75.5;93.5],toyota,gas,std,two,hatchback,fwd,ohc,four,2bbl,front,(95.5;101.8],[-Inf;158.75],[-Inf;64.3],(51.8;56.15],[-Inf;2206.5],(85;105.5],(3.02;3.16],[-Inf; Inf],[-Inf; Inf],[-Inf;66],[-Inf; Inf],(25.5; Inf],(28.5; Inf],[-Inf;8497],1
(75.5;93.5],toyota,gas,std,two,hatchback,fwd,ohc,four,2bbl,front,(95.5;101.8],[-Inf;158.75],[-Inf;64.3],(51.8;56.15],[-Inf;2206.5],(85;105.5],(3.02;3.16],[-Inf; Inf],[-Inf; Inf],[-Inf;66],[-Inf; Inf],(25.5; Inf],(28.5; Inf],[-Inf;8497],1
(75.5;93.5],toyota,gas,std,four,wagon,fwd,ohc,four,2bbl,front,(95.5;101.8],(169.05;186.65],[-Inf;64.3],(56.25; Inf],(2206.5; Inf],(85;105.5],(3.02;3.16],[-Inf; Inf],[-Inf; Inf],[-Inf;66],[-Inf; Inf],(25.5; Inf],(28.5; Inf],[-Inf;8497],0
(75.5;93.5],toyota,gas,std,four,wagon,4wd,ohc,four,2bbl,front,(95.5;101.8],(169.05;186.65],[-Inf;64.3],(56.25; Inf],(2206.5; Inf],(85;105.5],(3.02;3.16],[-Inf; Inf],[-Inf; Inf],[-Inf;66],[-Inf; Inf],(25.5; Inf],(28.5; Inf],[-Inf;8497],0
(75.5;93.5],toyota,gas,std,four,wagon,4wd,ohc,four,2bbl,front,(95.5;101.8],(169.05;186.65],[-Inf;64.3],(56.25; Inf],(2206.5; Inf],(85;105.5],(3.02;3.16],[-Inf; Inf],[-Inf; Inf],[-Inf;66],[-Inf; Inf],(25.5; Inf],(28.5; Inf],(8497; Inf],0
(75.5;93.5],toyota,gas,std,four,sedan,fwd,ohc,four,2bbl,front,(95.5;101.8],(158.75;168.75],(64.3;65.45],(51.8;56.15],[-Inf;2206.5],(85;105.5],(3.16; Inf],[-Inf; Inf],[-Inf; Inf],(69.5;87],[-Inf; Inf],(25.5; Inf],(28.5; Inf],[-Inf;8497],0
(75.5;93.5],toyota,gas,std,four,hatchback,fwd,ohc,four,2bbl,front,(95.5;101.8],(158.75;168.75],(64.3;65.45],(51.8;56.15],[-Inf;2206.5],(85;105.5],(3.16; Inf],[-Inf; Inf],[-Inf; Inf],(69.5;87],[-Inf; Inf],(25.5; Inf],(28.5; Inf],[-Inf;8497],0
(75.5;93.5],toyota,diesel,std,four,sedan,fwd,ohc,four,idi,front,(95.5;101.8],(158.75;168.75],(64.3;65.45],(51.8;56.15],(2206.5; Inf],(105.5; Inf],(3.16; Inf],[-Inf; Inf],[-Inf; Inf],[-Inf;66],[-Inf; Inf],(25.5; Inf],(28.5; Inf],[-Inf;8497],0
(75.5;93.5],toyota,diesel,std,four,hatchback,fwd,ohc,four,idi,front,(95.5;101.8],(158.75;168.75],(64.3;65.45],(51.8;56.15],(2206.5; Inf],(105.5; Inf],(3.16; Inf],[-Inf; Inf],[-Inf; Inf],[-Inf;66],[-Inf; Inf],(25.5; Inf],(28.5; Inf],[-Inf;8497],0
(75.5;93.5],toyota,gas,std,four,sedan,fwd,ohc,four,2bbl,front,(95.5;101.8],(158.75;168.75],(64.3;65.45],(51.8;56.15],[-Inf;2206.5],(85;105.5],(3.16; Inf],[-Inf; Inf],[-Inf; Inf],(69.5;87],[-Inf; Inf],(25.5; Inf],(28.5; Inf],[-Inf;8497],0
(75.5;93.5],toyota,gas,std,four,hatchback,fwd,ohc,four,2bbl,front,(95.5;101.8],(158.75;168.75],(64.3;65.45],(51.8;56.15],[-Inf;2206.5],(85;105.5],(3.16; Inf],[-Inf; Inf],[-Inf; Inf],(69.5;87],[-Inf; Inf],(25.5; Inf],(28.5; Inf],[-Inf;8497],0
(75.5;93.5],toyota,gas,std,four,sedan,fwd,ohc,four,2bbl,front,(95.5;101.8],(158.75;168.75],(64.3;65.45],(51.8;56.15],[-Inf;2206.5],(85;105.5],(3.16; Inf],[-Inf; Inf],[-Inf; Inf],(69.5;87],[-Inf; Inf],(25.5; Inf],(28.5; Inf],(8497; Inf],0
(98; Inf],toyota,gas,std,two,sedan,rwd,ohc,four,2bbl,front,(94;95.5],(158.75;168.75],[-Inf;64.3],(51.8;56.15],[-Inf;2206.5],(85;105.5],(3.16; Inf],[-Inf; Inf],[-Inf; Inf],(69.5;87],[-Inf; Inf],(25.5; Inf],(28.5; Inf],[-Inf;8497],1
(98; Inf],toyota,gas,std,two,hatchback,rwd,ohc,four,2bbl,front,(94;95.5],(158.75;168.75],[-Inf;64.3],(51.8;56.15],[-Inf;2206.5],(85;105.5],(3.16; Inf],[-Inf; Inf],[-Inf; Inf],(69.5;87],[-Inf; Inf],(25.5; Inf],(28.5; Inf],[-Inf;8497],1
(98; Inf],toyota,gas,std,two,sedan,rwd,dohc,four,mpfi,front,(94;95.5],(158.75;168.75],[-Inf;64.3],(51.8;56.15],(2206.5; Inf],(85;105.5],(3.16; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],(25.5; Inf],(28.5; Inf],(8497; Inf],1
(98; Inf],toyota,gas,std,two,hatchback,rwd,dohc,four,mpfi,front,(94;95.5],(158.75;168.75],[-Inf;64.3],(51.8;56.15],(2206.5; Inf],(85;105.5],(3.16; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],(25.5; Inf],(28.5; Inf],(8497; Inf],1
(98; Inf],toyota,gas,std,two,hardtop,rwd,ohc,four,mpfi,front,(95.5;101.8],(169.05;186.65],(65.45;65.65],(51.8;56.15],(2206.5; Inf],(105.5; Inf],(3.16; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;25.5],(28.5; Inf],[-Inf;8497],2
(98; Inf],toyota,gas,std,two,hardtop,rwd,ohc,four,mpfi,front,(95.5;101.8],(169.05;186.65],(65.45;65.65],(51.8;56.15],(2206.5; Inf],(105.5; Inf],(3.16; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;25.5],(28.5; Inf],(8497; Inf],2
(98; Inf],toyota,gas,std,two,hatchback,rwd,ohc,four,mpfi,front,(95.5;101.8],(169.05;186.65],(65.45;65.65],(51.8;56.15],(2206.5; Inf],(105.5; Inf],(3.16; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;25.5],(28.5; Inf],(8497; Inf],2
(98; Inf],toyota,gas,std,two,hardtop,rwd,ohc,four,mpfi,front,(95.5;101.8],(169.05;186.65],(65.45;65.65],(51.8;56.15],(2206.5; Inf],(105.5; Inf],(3.16; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;25.5],(28.5; Inf],(8497; Inf],2
(98; Inf],toyota,gas,std,two,hatchback,rwd,ohc,four,mpfi,front,(95.5;101.8],(169.05;186.65],(65.45;65.65],(51.8;56.15],(2206.5; Inf],(105.5; Inf],(3.16; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;25.5],(28.5; Inf],(8497; Inf],2
(98; Inf],toyota,gas,std,two,convertible,rwd,ohc,four,mpfi,front,(95.5;101.8],(169.05;186.65],(65.45;65.65],(51.8;56.15],(2206.5; Inf],(105.5; Inf],(3.16; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],[-Inf;25.5],(28.5; Inf],(8497; Inf],2
[-Inf;75.5],toyota,gas,std,four,sedan,fwd,ohc,four,mpfi,front,(101.8; Inf],(169.05;186.65],(66.45; Inf],(51.8;56.15],(2206.5; Inf],(105.5; Inf],(3.16; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],(25.5; Inf],(28.5; Inf],(8497; Inf],-1
[-Inf;75.5],toyota,diesel,turbo,four,sedan,fwd,ohc,four,idi,front,(101.8; Inf],(169.05;186.65],(66.45; Inf],(51.8;56.15],(2206.5; Inf],(105.5; Inf],(3.16; Inf],[-Inf; Inf],[-Inf; Inf],(69.5;87],[-Inf; Inf],(25.5; Inf],(28.5; Inf],(8497; Inf],-1
[-Inf;75.5],toyota,gas,std,four,hatchback,fwd,ohc,four,mpfi,front,(101.8; Inf],(169.05;186.65],(66.45; Inf],(51.8;56.15],(2206.5; Inf],(105.5; Inf],(3.16; Inf],[-Inf; Inf],[-Inf; Inf],(87; Inf],[-Inf; Inf],(25.5; Inf],(28.5; Inf],(8497; Inf],-1
