Speaker.Number,Sex,Feature.0,Feature.1,Feature.2,Feature.3,Feature.4,Feature.5,Feature.6,Feature.7,Feature.8,Feature.9,Class
Andrew,Male,(-4.5165;-3.525],(-0.1235;0.4245],[-Inf;0.4725],(0.829; Inf],(-0.7345;0.182],(1.451; Inf],(-0.6605;0.4795],(0.0765; Inf],(-0.888;0.069],(-0.9615; Inf],hid
David,Male,(-1.4625; Inf],[-Inf;-0.1235],[-Inf;0.4725],(0.149;0.829],(-0.7345;0.182],(1.451; Inf],(-0.6605;0.4795],(0.0765; Inf],[-Inf;-0.888],(-0.9615; Inf],hid
David,Male,(-1.4625; Inf],(0.4245;0.787],[-Inf;0.4725],(0.149;0.829],(-0.7345;0.182],(1.451; Inf],(-0.6605;0.4795],(0.0765; Inf],(-0.888;0.069],(-0.9615; Inf],hId
David,Male,(-2.1225;-1.4625],(0.4245;0.787],[-Inf;0.4725],(0.829; Inf],(-0.7345;0.182],(1.451; Inf],(-0.6605;0.4795],(0.0765; Inf],(-0.888;0.069],(-0.9615; Inf],hEd
David,Male,(-2.1225;-1.4625],(1.4125;2.2165],[-Inf;0.4725],(0.829; Inf],(-1.104;-0.7345],[-Inf;1.451],(-0.6605;0.4795],(0.0765; Inf],(-0.888;0.069],(-0.9615; Inf],hAd
David,Male,(-3.0055;-2.403],(1.4125;2.2165],[-Inf;0.4725],(0.829; Inf],[-Inf;-1.104],[-Inf;1.451],(-0.6605;0.4795],(0.0765; Inf],(-0.888;0.069],(-0.9615; Inf],hYd
David,Male,(-2.403;-2.1225],(1.4125;2.2165],[-Inf;0.4725],(0.829; Inf],(-1.104;-0.7345],[-Inf;1.451],(-0.6605;0.4795],(0.0765; Inf],(-0.888;0.069],(-0.9615; Inf],had
David,Male,(-3.0055;-2.403],(2.2165;2.794],[-Inf;0.4725],(0.829; Inf],[-Inf;-1.104],[-Inf;1.451],(-0.6605;0.4795],(0.0765; Inf],(-0.888;0.069],(-0.9615; Inf],hOd
David,Male,(-4.5165;-3.525],(3.1765; Inf],[-Inf;0.4725],(0.829; Inf],[-Inf;-1.104],[-Inf;1.451],(-0.6605;0.4795],(0.0765; Inf],(0.069; Inf],(-0.9615; Inf],hod
David,Male,(-3.525;-3.0055],(1.4125;2.2165],[-Inf;0.4725],(0.829; Inf],[-Inf;-1.104],[-Inf;1.451],(-0.6605;0.4795],(0.0765; Inf],(0.069; Inf],(-0.9615; Inf],hUd
David,Male,(-4.5165;-3.525],(2.2165;2.794],[-Inf;0.4725],(0.829; Inf],(-1.104;-0.7345],[-Inf;1.451],(0.4795; Inf],(0.0765; Inf],(0.069; Inf],(-0.9615; Inf],hud
David,Male,(-3.0055;-2.403],(1.4125;2.2165],[-Inf;0.4725],(0.829; Inf],(-1.104;-0.7345],[-Inf;1.451],(-0.6605;0.4795],(0.0765; Inf],(-0.888;0.069],(-0.9615; Inf],hed
David,Male,(-1.4625; Inf],(0.4245;0.787],[-Inf;0.4725],(0.149;0.829],(-0.7345;0.182],(1.451; Inf],(-0.6605;0.4795],(0.0765; Inf],(-0.888;0.069],(-0.9615; Inf],hId
David,Male,(-2.1225;-1.4625],(0.787;1.4125],[-Inf;0.4725],(0.829; Inf],(-0.7345;0.182],(1.451; Inf],(-0.6605;0.4795],(0.0765; Inf],(-0.888;0.069],(-0.9615; Inf],hEd
David,Male,(-2.1225;-1.4625],(1.4125;2.2165],[-Inf;0.4725],(0.829; Inf],(-1.104;-0.7345],[-Inf;1.451],(-0.6605;0.4795],(0.0765; Inf],(-0.888;0.069],(-0.9615; Inf],hAd
David,Male,(-2.403;-2.1225],(1.4125;2.2165],[-Inf;0.4725],(0.829; Inf],[-Inf;-1.104],[-Inf;1.451],(-0.6605;0.4795],(0.0765; Inf],(-0.888;0.069],(-0.9615; Inf],hYd
David,Male,(-2.403;-2.1225],(1.4125;2.2165],[-Inf;0.4725],(0.829; Inf],(-1.104;-0.7345],[-Inf;1.451],(-0.6605;0.4795],(0.0765; Inf],(-0.888;0.069],(-0.9615; Inf],had
David,Male,(-3.0055;-2.403],(1.4125;2.2165],[-Inf;0.4725],(0.829; Inf],[-Inf;-1.104],[-Inf;1.451],(-0.6605;0.4795],(0.0765; Inf],(0.069; Inf],(-0.9615; Inf],hOd
David,Male,(-4.5165;-3.525],(3.1765; Inf],[-Inf;0.4725],(0.829; Inf],[-Inf;-1.104],[-Inf;1.451],(-0.6605;0.4795],(0.0765; Inf],(0.069; Inf],(-0.9615; Inf],hod
David,Male,(-3.525;-3.0055],(1.4125;2.2165],[-Inf;0.4725],(0.829; Inf],(-1.104;-0.7345],[-Inf;1.451],(-0.6605;0.4795],(0.0765; Inf],(0.069; Inf],(-0.9615; Inf],hUd
David,Male,(-4.5165;-3.525],(2.2165;2.794],[-Inf;0.4725],(0.829; Inf],(-1.104;-0.7345],[-Inf;1.451],(0.4795; Inf],(0.0765; Inf],(0.069; Inf],(-0.9615; Inf],hud
David,Male,(-3.0055;-2.403],(0.787;1.4125],[-Inf;0.4725],(0.829; Inf],(-1.104;-0.7345],[-Inf;1.451],(-0.6605;0.4795],(0.0765; Inf],(0.069; Inf],(-0.9615; Inf],hed
David,Male,(-1.4625; Inf],[-Inf;-0.1235],[-Inf;0.4725],(0.829; Inf],(-0.7345;0.182],(1.451; Inf],(-0.6605;0.4795],(0.0765; Inf],[-Inf;-0.888],(-0.9615; Inf],hid
David,Male,(-1.4625; Inf],(0.4245;0.787],[-Inf;0.4725],(0.149;0.829],(-0.7345;0.182],(1.451; Inf],(-0.6605;0.4795],(0.0765; Inf],(-0.888;0.069],(-0.9615; Inf],hId
David,Male,(-1.4625; Inf],(0.787;1.4125],[-Inf;0.4725],(0.829; Inf],(-0.7345;0.182],(1.451; Inf],(-0.6605;0.4795],(0.0765; Inf],(-0.888;0.069],(-0.9615; Inf],hEd
David,Male,(-2.403;-2.1225],(1.4125;2.2165],[-Inf;0.4725],(0.829; Inf],[-Inf;-1.104],[-Inf;1.451],(-0.6605;0.4795],(0.0765; Inf],(-0.888;0.069],(-0.9615; Inf],hYd
David,Male,(-2.1225;-1.4625],(1.4125;2.2165],[-Inf;0.4725],(0.829; Inf],(-1.104;-0.7345],[-Inf;1.451],(-0.6605;0.4795],(0.0765; Inf],(-0.888;0.069],(-0.9615; Inf],had
David,Male,(-3.0055;-2.403],(1.4125;2.2165],[-Inf;0.4725],(0.829; Inf],(-1.104;-0.7345],[-Inf;1.451],(-1.127;-0.6605],(0.0765; Inf],(0.069; Inf],(-0.9615; Inf],hOd
David,Male,(-4.5165;-3.525],(3.1765; Inf],[-Inf;0.4725],(0.829; Inf],[-Inf;-1.104],[-Inf;1.451],(-0.6605;0.4795],(0.0765; Inf],(0.069; Inf],(-0.9615; Inf],hod
David,Male,(-3.525;-3.0055],(1.4125;2.2165],[-Inf;0.4725],(0.829; Inf],(-1.104;-0.7345],[-Inf;1.451],(-0.6605;0.4795],(0.0765; Inf],(0.069; Inf],(-0.9615; Inf],hUd
David,Male,(-4.5165;-3.525],(2.2165;2.794],[-Inf;0.4725],(0.829; Inf],(-1.104;-0.7345],[-Inf;1.451],(0.4795; Inf],(-0.597;0.0765],(0.069; Inf],(-0.9615; Inf],hud
David,Male,(-3.0055;-2.403],(0.787;1.4125],[-Inf;0.4725],(0.829; Inf],(-1.104;-0.7345],[-Inf;1.451],(-0.6605;0.4795],(0.0765; Inf],(0.069; Inf],(-0.9615; Inf],hed
David,Male,(-1.4625; Inf],[-Inf;-0.1235],[-Inf;0.4725],(0.829; Inf],(-0.7345;0.182],(1.451; Inf],(-0.6605;0.4795],(0.0765; Inf],[-Inf;-0.888],(-0.9615; Inf],hid
David,Male,(-1.4625; Inf],(0.4245;0.787],[-Inf;0.4725],(0.149;0.829],(-0.7345;0.182],(1.451; Inf],(-0.6605;0.4795],(0.0765; Inf],(-0.888;0.069],(-0.9615; Inf],hId
David,Male,(-1.4625; Inf],(0.787;1.4125],[-Inf;0.4725],(0.829; Inf],(-0.7345;0.182],(1.451; Inf],(-0.6605;0.4795],(0.0765; Inf],(-0.888;0.069],(-0.9615; Inf],hEd
David,Male,(-2.1225;-1.4625],(1.4125;2.2165],[-Inf;0.4725],(0.829; Inf],(-1.104;-0.7345],[-Inf;1.451],(-0.6605;0.4795],(0.0765; Inf],(-0.888;0.069],(-0.9615; Inf],hAd
David,Male,(-2.403;-2.1225],(1.4125;2.2165],[-Inf;0.4725],(0.829; Inf],[-Inf;-1.104],[-Inf;1.451],(-0.6605;0.4795],(0.0765; Inf],(-0.888;0.069],(-0.9615; Inf],hYd
David,Male,(-2.1225;-1.4625],(1.4125;2.2165],[-Inf;0.4725],(0.829; Inf],(-1.104;-0.7345],[-Inf;1.451],(-0.6605;0.4795],(0.0765; Inf],(-0.888;0.069],(-0.9615; Inf],had
David,Male,(-3.0055;-2.403],(1.4125;2.2165],[-Inf;0.4725],(0.829; Inf],(-1.104;-0.7345],[-Inf;1.451],(-1.127;-0.6605],(0.0765; Inf],(0.069; Inf],(-0.9615; Inf],hOd
David,Male,(-4.5165;-3.525],(3.1765; Inf],[-Inf;0.4725],(0.829; Inf],[-Inf;-1.104],[-Inf;1.451],(-0.6605;0.4795],(0.0765; Inf],(0.069; Inf],(-0.9615; Inf],hod
David,Male,(-4.5165;-3.525],(1.4125;2.2165],[-Inf;0.4725],(0.829; Inf],[-Inf;-1.104],[-Inf;1.451],(-0.6605;0.4795],(0.0765; Inf],(0.069; Inf],(-0.9615; Inf],hUd
David,Male,(-4.5165;-3.525],(2.2165;2.794],[-Inf;0.4725],(0.829; Inf],(-0.7345;0.182],[-Inf;1.451],(0.4795; Inf],(-0.597;0.0765],(0.069; Inf],(-0.9615; Inf],hud
David,Male,(-3.0055;-2.403],(0.787;1.4125],[-Inf;0.4725],(0.829; Inf],(-1.104;-0.7345],[-Inf;1.451],(-0.6605;0.4795],(0.0765; Inf],(0.069; Inf],(-0.9615; Inf],hed
David,Male,(-1.4625; Inf],[-Inf;-0.1235],[-Inf;0.4725],(0.829; Inf],(-0.7345;0.182],(1.451; Inf],(-0.6605;0.4795],(0.0765; Inf],[-Inf;-0.888],(-0.9615; Inf],hid
David,Male,(-1.4625; Inf],(-0.1235;0.4245],[-Inf;0.4725],(0.149;0.829],(-0.7345;0.182],(1.451; Inf],(-0.6605;0.4795],(0.0765; Inf],(-0.888;0.069],(-0.9615; Inf],hId
David,Male,(-1.4625; Inf],(0.787;1.4125],[-Inf;0.4725],(0.829; Inf],(-0.7345;0.182],(1.451; Inf],(-0.6605;0.4795],(0.0765; Inf],(-0.888;0.069],(-0.9615; Inf],hEd
David,Male,(-2.1225;-1.4625],(1.4125;2.2165],[-Inf;0.4725],(0.829; Inf],(-1.104;-0.7345],[-Inf;1.451],(-0.6605;0.4795],(0.0765; Inf],(-0.888;0.069],(-0.9615; Inf],hAd
David,Male,(-2.403;-2.1225],(1.4125;2.2165],[-Inf;0.4725],(0.829; Inf],(-1.104;-0.7345],[-Inf;1.451],(-0.6605;0.4795],(0.0765; Inf],(0.069; Inf],(-0.9615; Inf],hYd
David,Male,(-2.1225;-1.4625],(1.4125;2.2165],[-Inf;0.4725],(0.829; Inf],(-1.104;-0.7345],[-Inf;1.451],(-0.6605;0.4795],(0.0765; Inf],(-0.888;0.069],(-0.9615; Inf],had
David,Male,(-3.0055;-2.403],(1.4125;2.2165],[-Inf;0.4725],(0.829; Inf],[-Inf;-1.104],[-Inf;1.451],(-0.6605;0.4795],(0.0765; Inf],(0.069; Inf],(-0.9615; Inf],hOd
David,Male,(-4.5165;-3.525],(2.794;3.1765],[-Inf;0.4725],(0.829; Inf],[-Inf;-1.104],[-Inf;1.451],(-0.6605;0.4795],(0.0765; Inf],(0.069; Inf],(-0.9615; Inf],hod
David,Male,(-4.5165;-3.525],(1.4125;2.2165],[-Inf;0.4725],(0.829; Inf],[-Inf;-1.104],[-Inf;1.451],(-0.6605;0.4795],(0.0765; Inf],(0.069; Inf],(-0.9615; Inf],hUd
David,Male,(-4.5165;-3.525],(2.2165;2.794],[-Inf;0.4725],(0.829; Inf],(-0.7345;0.182],[-Inf;1.451],(0.4795; Inf],(-0.597;0.0765],(0.069; Inf],(-0.9615; Inf],hud
David,Male,(-1.4625; Inf],[-Inf;-0.1235],[-Inf;0.4725],(0.829; Inf],(-0.7345;0.182],(1.451; Inf],(0.4795; Inf],(0.0765; Inf],[-Inf;-0.888],(-0.9615; Inf],hid
David,Male,(-1.4625; Inf],(-0.1235;0.4245],[-Inf;0.4725],(0.829; Inf],(-0.7345;0.182],(1.451; Inf],(-0.6605;0.4795],(0.0765; Inf],(-0.888;0.069],(-0.9615; Inf],hId
David,Male,(-2.1225;-1.4625],(0.4245;0.787],[-Inf;0.4725],(0.829; Inf],(-0.7345;0.182],(1.451; Inf],(-0.6605;0.4795],(0.0765; Inf],(-0.888;0.069],(-0.9615; Inf],hEd
David,Male,(-2.1225;-1.4625],(1.4125;2.2165],[-Inf;0.4725],(0.829; Inf],(-1.104;-0.7345],[-Inf;1.451],(-0.6605;0.4795],(0.0765; Inf],(-0.888;0.069],(-0.9615; Inf],hAd
David,Male,(-2.403;-2.1225],(1.4125;2.2165],[-Inf;0.4725],(0.829; Inf],(-1.104;-0.7345],[-Inf;1.451],(-0.6605;0.4795],(0.0765; Inf],(0.069; Inf],(-0.9615; Inf],hYd
David,Male,(-2.1225;-1.4625],(1.4125;2.2165],[-Inf;0.4725],(0.829; Inf],(-1.104;-0.7345],[-Inf;1.451],(-0.6605;0.4795],(0.0765; Inf],(-0.888;0.069],(-0.9615; Inf],had
David,Male,(-3.0055;-2.403],(1.4125;2.2165],[-Inf;0.4725],(0.829; Inf],[-Inf;-1.104],[-Inf;1.451],(-0.6605;0.4795],(0.0765; Inf],(-0.888;0.069],(-0.9615; Inf],hOd
David,Male,(-3.525;-3.0055],(1.4125;2.2165],[-Inf;0.4725],(0.829; Inf],(-1.104;-0.7345],[-Inf;1.451],(-0.6605;0.4795],(0.0765; Inf],(0.069; Inf],(-0.9615; Inf],hUd
David,Male,(-3.0055;-2.403],(1.4125;2.2165],[-Inf;0.4725],(0.829; Inf],(-1.104;-0.7345],[-Inf;1.451],(-0.6605;0.4795],(0.0765; Inf],(0.069; Inf],(-0.9615; Inf],hed
Mark,Male,(-2.1225;-1.4625],(-0.1235;0.4245],[-Inf;0.4725],[-Inf;0.149],(-0.7345;0.182],[-Inf;1.451],(-0.6605;0.4795],(0.0765; Inf],(0.069; Inf],(-0.9615; Inf],hId
Mark,Male,(-2.1225;-1.4625],(0.787;1.4125],[-Inf;0.4725],[-Inf;0.149],(0.182; Inf],[-Inf;1.451],(-0.6605;0.4795],(0.0765; Inf],(-0.888;0.069],(-0.9615; Inf],hEd
Mark,Male,(-2.1225;-1.4625],(1.4125;2.2165],[-Inf;0.4725],[-Inf;0.149],(-0.7345;0.182],[-Inf;1.451],(-0.6605;0.4795],(-0.597;0.0765],(-0.888;0.069],(-0.9615; Inf],hAd
Mark,Male,(-3.0055;-2.403],(2.2165;2.794],[-Inf;0.4725],[-Inf;0.149],(-1.104;-0.7345],[-Inf;1.451],(-0.6605;0.4795],(0.0765; Inf],(-0.888;0.069],(-0.9615; Inf],hYd
Mark,Male,(-3.0055;-2.403],(1.4125;2.2165],[-Inf;0.4725],[-Inf;0.149],(-0.7345;0.182],[-Inf;1.451],(-0.6605;0.4795],(0.0765; Inf],(0.069; Inf],(-0.9615; Inf],had
Mark,Male,(-3.525;-3.0055],(1.4125;2.2165],(0.4725;1.077],(0.149;0.829],[-Inf;-1.104],[-Inf;1.451],(-1.127;-0.6605],(0.0765; Inf],(0.069; Inf],(-0.9615; Inf],hOd
Mark,Male,(-4.5165;-3.525],(1.4125;2.2165],(0.4725;1.077],(0.829; Inf],[-Inf;-1.104],[-Inf;1.451],[-Inf;-1.127],(0.0765; Inf],(0.069; Inf],(-0.9615; Inf],hod
Mark,Male,(-3.525;-3.0055],(1.4125;2.2165],[-Inf;0.4725],[-Inf;0.149],[-Inf;-1.104],[-Inf;1.451],(-0.6605;0.4795],(0.0765; Inf],(0.069; Inf],(-0.9615; Inf],hUd
Mark,Male,(-4.5165;-3.525],(0.4245;0.787],[-Inf;0.4725],(0.149;0.829],(-0.7345;0.182],[-Inf;1.451],(-0.6605;0.4795],(0.0765; Inf],(0.069; Inf],(-0.9615; Inf],hud
Mark,Male,(-3.0055;-2.403],(0.787;1.4125],[-Inf;0.4725],(0.149;0.829],(-0.7345;0.182],[-Inf;1.451],(-0.6605;0.4795],(0.0765; Inf],(0.069; Inf],(-0.9615; Inf],hed
Mark,Male,(-2.1225;-1.4625],[-Inf;-0.1235],[-Inf;0.4725],(0.149;0.829],(-0.7345;0.182],(1.451; Inf],(0.4795; Inf],(0.0765; Inf],(0.069; Inf],(-0.9615; Inf],hid
Mark,Male,(-2.1225;-1.4625],(0.787;1.4125],[-Inf;0.4725],[-Inf;0.149],(0.182; Inf],[-Inf;1.451],(-0.6605;0.4795],(0.0765; Inf],(-0.888;0.069],(-0.9615; Inf],hEd
Mark,Male,(-2.1225;-1.4625],(1.4125;2.2165],[-Inf;0.4725],[-Inf;0.149],(-0.7345;0.182],[-Inf;1.451],(-0.6605;0.4795],(-0.597;0.0765],(0.069; Inf],(-0.9615; Inf],hAd
Mark,Male,(-3.0055;-2.403],(2.2165;2.794],[-Inf;0.4725],[-Inf;0.149],(-1.104;-0.7345],[-Inf;1.451],(-0.6605;0.4795],(0.0765; Inf],(0.069; Inf],(-0.9615; Inf],hYd
Mark,Male,(-3.0055;-2.403],(1.4125;2.2165],[-Inf;0.4725],[-Inf;0.149],(-0.7345;0.182],[-Inf;1.451],(-0.6605;0.4795],(0.0765; Inf],(0.069; Inf],(-0.9615; Inf],had
Mark,Male,(-3.525;-3.0055],(1.4125;2.2165],(0.4725;1.077],(0.829; Inf],[-Inf;-1.104],[-Inf;1.451],(-1.127;-0.6605],(0.0765; Inf],(0.069; Inf],(-0.9615; Inf],hOd
Mark,Male,(-4.5165;-3.525],(0.787;1.4125],(0.4725;1.077],(0.829; Inf],[-Inf;-1.104],[-Inf;1.451],[-Inf;-1.127],(0.0765; Inf],(0.069; Inf],(-0.9615; Inf],hod
Mark,Male,(-3.525;-3.0055],(0.787;1.4125],[-Inf;0.4725],(0.149;0.829],[-Inf;-1.104],[-Inf;1.451],(-0.6605;0.4795],(0.0765; Inf],(0.069; Inf],(-0.9615; Inf],hUd
Mark,Male,(-4.5165;-3.525],(0.787;1.4125],[-Inf;0.4725],(0.149;0.829],(-0.7345;0.182],[-Inf;1.451],(-0.6605;0.4795],(0.0765; Inf],(0.069; Inf],(-0.9615; Inf],hud
Mark,Male,(-3.0055;-2.403],(0.787;1.4125],[-Inf;0.4725],(0.149;0.829],(-1.104;-0.7345],[-Inf;1.451],(-0.6605;0.4795],(0.0765; Inf],(0.069; Inf],(-0.9615; Inf],hed
Mark,Male,(-2.1225;-1.4625],[-Inf;-0.1235],[-Inf;0.4725],(0.149;0.829],(-0.7345;0.182],(1.451; Inf],(0.4795; Inf],(0.0765; Inf],(-0.888;0.069],(-0.9615; Inf],hid
Mark,Male,(-1.4625; Inf],(-0.1235;0.4245],[-Inf;0.4725],[-Inf;0.149],(-0.7345;0.182],[-Inf;1.451],(-0.6605;0.4795],(0.0765; Inf],(0.069; Inf],(-0.9615; Inf],hId
Mark,Male,(-2.1225;-1.4625],(0.787;1.4125],[-Inf;0.4725],(0.149;0.829],(0.182; Inf],[-Inf;1.451],(-0.6605;0.4795],(0.0765; Inf],(-0.888;0.069],(-0.9615; Inf],hEd
Mark,Male,(-2.1225;-1.4625],(1.4125;2.2165],[-Inf;0.4725],[-Inf;0.149],(0.182; Inf],[-Inf;1.451],(-0.6605;0.4795],(-0.597;0.0765],(-0.888;0.069],(-0.9615; Inf],hAd
Mark,Male,(-3.0055;-2.403],(1.4125;2.2165],(0.4725;1.077],(0.149;0.829],[-Inf;-1.104],[-Inf;1.451],(-0.6605;0.4795],(0.0765; Inf],(0.069; Inf],(-0.9615; Inf],hYd
Mark,Male,(-2.403;-2.1225],(1.4125;2.2165],[-Inf;0.4725],(0.149;0.829],(-1.104;-0.7345],[-Inf;1.451],(-0.6605;0.4795],(0.0765; Inf],(0.069; Inf],(-0.9615; Inf],had
Mark,Male,(-3.525;-3.0055],(0.787;1.4125],(0.4725;1.077],(0.829; Inf],(-1.104;-0.7345],[-Inf;1.451],[-Inf;-1.127],(0.0765; Inf],(0.069; Inf],(-0.9615; Inf],hOd
Mark,Male,(-4.5165;-3.525],(0.787;1.4125],(0.4725;1.077],(0.829; Inf],[-Inf;-1.104],[-Inf;1.451],[-Inf;-1.127],(0.0765; Inf],(0.069; Inf],(-0.9615; Inf],hod
Mark,Male,(-3.525;-3.0055],(0.787;1.4125],(0.4725;1.077],(0.149;0.829],[-Inf;-1.104],[-Inf;1.451],(-0.6605;0.4795],(0.0765; Inf],(0.069; Inf],(-0.9615; Inf],hUd
Mark,Male,(-4.5165;-3.525],(0.787;1.4125],[-Inf;0.4725],(0.149;0.829],(-0.7345;0.182],[-Inf;1.451],(-0.6605;0.4795],(0.0765; Inf],(0.069; Inf],(-0.9615; Inf],hud
Mark,Male,(-2.1225;-1.4625],[-Inf;-0.1235],[-Inf;0.4725],(0.149;0.829],(-0.7345;0.182],(1.451; Inf],(0.4795; Inf],(0.0765; Inf],(-0.888;0.069],(-0.9615; Inf],hid
Mark,Male,(-1.4625; Inf],(-0.1235;0.4245],[-Inf;0.4725],[-Inf;0.149],(-0.7345;0.182],[-Inf;1.451],(-0.6605;0.4795],(0.0765; Inf],(0.069; Inf],(-0.9615; Inf],hId
Mark,Male,(-2.1225;-1.4625],(0.787;1.4125],[-Inf;0.4725],(0.149;0.829],(0.182; Inf],[-Inf;1.451],(-0.6605;0.4795],(0.0765; Inf],(-0.888;0.069],(-0.9615; Inf],hEd
Mark,Male,(-2.1225;-1.4625],(1.4125;2.2165],[-Inf;0.4725],[-Inf;0.149],(0.182; Inf],[-Inf;1.451],(-0.6605;0.4795],(-0.597;0.0765],(-0.888;0.069],(-0.9615; Inf],hAd
Mark,Male,(-3.0055;-2.403],(1.4125;2.2165],(0.4725;1.077],(0.149;0.829],[-Inf;-1.104],[-Inf;1.451],(-0.6605;0.4795],(0.0765; Inf],(0.069; Inf],(-0.9615; Inf],hYd
Mark,Male,(-2.403;-2.1225],(1.4125;2.2165],[-Inf;0.4725],(0.149;0.829],(-1.104;-0.7345],[-Inf;1.451],(-0.6605;0.4795],(0.0765; Inf],(0.069; Inf],(-0.9615; Inf],had
Mark,Male,(-3.525;-3.0055],(0.787;1.4125],(0.4725;1.077],(0.829; Inf],(-0.7345;0.182],[-Inf;1.451],[-Inf;-1.127],(0.0765; Inf],(0.069; Inf],(-0.9615; Inf],hOd
Mark,Male,(-4.5165;-3.525],(0.787;1.4125],(0.4725;1.077],(0.829; Inf],[-Inf;-1.104],[-Inf;1.451],[-Inf;-1.127],(0.0765; Inf],(0.069; Inf],(-0.9615; Inf],hod
Mark,Male,(-3.525;-3.0055],(0.787;1.4125],[-Inf;0.4725],(0.149;0.829],[-Inf;-1.104],[-Inf;1.451],(-0.6605;0.4795],(0.0765; Inf],(0.069; Inf],(-0.9615; Inf],hUd
Mark,Male,(-4.5165;-3.525],(0.787;1.4125],[-Inf;0.4725],(0.149;0.829],(-0.7345;0.182],[-Inf;1.451],(-0.6605;0.4795],(0.0765; Inf],(0.069; Inf],(-0.9615; Inf],hud
Mark,Male,(-3.0055;-2.403],(0.787;1.4125],[-Inf;0.4725],(0.149;0.829],(-1.104;-0.7345],[-Inf;1.451],(-0.6605;0.4795],(0.0765; Inf],(0.069; Inf],(-0.9615; Inf],hed
Mark,Male,(-2.1225;-1.4625],[-Inf;-0.1235],[-Inf;0.4725],(0.149;0.829],(-0.7345;0.182],(1.451; Inf],(0.4795; Inf],(0.0765; Inf],(-0.888;0.069],(-0.9615; Inf],hid
Mark,Male,(-2.1225;-1.4625],(-0.1235;0.4245],[-Inf;0.4725],[-Inf;0.149],(-0.7345;0.182],[-Inf;1.451],(-0.6605;0.4795],(0.0765; Inf],(0.069; Inf],(-0.9615; Inf],hId
Mark,Male,(-2.1225;-1.4625],(1.4125;2.2165],[-Inf;0.4725],[-Inf;0.149],(-0.7345;0.182],[-Inf;1.451],(-0.6605;0.4795],(-0.597;0.0765],(0.069; Inf],(-0.9615; Inf],hAd
Mark,Male,(-3.0055;-2.403],(1.4125;2.2165],(0.4725;1.077],(0.149;0.829],[-Inf;-1.104],[-Inf;1.451],(-0.6605;0.4795],(0.0765; Inf],(0.069; Inf],(-0.9615; Inf],hYd
Mark,Male,(-2.403;-2.1225],(0.787;1.4125],[-Inf;0.4725],(0.149;0.829],(-0.7345;0.182],[-Inf;1.451],(-0.6605;0.4795],(0.0765; Inf],(0.069; Inf],(-0.9615; Inf],had
Mark,Male,(-3.0055;-2.403],(0.4245;0.787],(0.4725;1.077],(0.829; Inf],(-0.7345;0.182],[-Inf;1.451],[-Inf;-1.127],(-0.597;0.0765],(0.069; Inf],(-0.9615; Inf],hOd
Mark,Male,(-4.5165;-3.525],(0.787;1.4125],(0.4725;1.077],(0.829; Inf],[-Inf;-1.104],[-Inf;1.451],[-Inf;-1.127],(0.0765; Inf],(0.069; Inf],(-0.9615; Inf],hod
Mark,Male,(-3.525;-3.0055],(0.787;1.4125],[-Inf;0.4725],(0.149;0.829],[-Inf;-1.104],[-Inf;1.451],(-0.6605;0.4795],(0.0765; Inf],(0.069; Inf],(-0.9615; Inf],hUd
Mark,Male,(-4.5165;-3.525],(0.787;1.4125],[-Inf;0.4725],(0.149;0.829],(-0.7345;0.182],[-Inf;1.451],(-0.6605;0.4795],(0.0765; Inf],(0.069; Inf],(-0.9615; Inf],hud
Mark,Male,(-3.0055;-2.403],(0.787;1.4125],[-Inf;0.4725],(0.149;0.829],(-1.104;-0.7345],[-Inf;1.451],(-0.6605;0.4795],(0.0765; Inf],(0.069; Inf],(-0.9615; Inf],hed
Mark,Male,(-2.1225;-1.4625],[-Inf;-0.1235],[-Inf;0.4725],(0.149;0.829],(-0.7345;0.182],(1.451; Inf],(0.4795; Inf],(0.0765; Inf],(-0.888;0.069],(-0.9615; Inf],hid
Mark,Male,(-2.1225;-1.4625],(-0.1235;0.4245],[-Inf;0.4725],[-Inf;0.149],(-0.7345;0.182],[-Inf;1.451],(-0.6605;0.4795],(0.0765; Inf],(0.069; Inf],(-0.9615; Inf],hId
Mark,Male,(-2.1225;-1.4625],(0.4245;0.787],[-Inf;0.4725],(0.149;0.829],(0.182; Inf],[-Inf;1.451],(-0.6605;0.4795],(0.0765; Inf],(-0.888;0.069],(-0.9615; Inf],hEd
Mark,Male,(-2.1225;-1.4625],(1.4125;2.2165],[-Inf;0.4725],(0.149;0.829],(-0.7345;0.182],[-Inf;1.451],(-0.6605;0.4795],(0.0765; Inf],(-0.888;0.069],(-0.9615; Inf],hAd
Mark,Male,(-2.403;-2.1225],(0.787;1.4125],[-Inf;0.4725],(0.149;0.829],(-0.7345;0.182],[-Inf;1.451],(-0.6605;0.4795],(0.0765; Inf],(0.069; Inf],(-0.9615; Inf],had
Mark,Male,(-3.0055;-2.403],(0.4245;0.787],(0.4725;1.077],(0.829; Inf],(-0.7345;0.182],[-Inf;1.451],(-1.127;-0.6605],(0.0765; Inf],(0.069; Inf],(-0.9615; Inf],hOd
Mark,Male,(-3.525;-3.0055],(0.787;1.4125],(0.4725;1.077],(0.829; Inf],[-Inf;-1.104],[-Inf;1.451],[-Inf;-1.127],(0.0765; Inf],(0.069; Inf],(-0.9615; Inf],hod
