"rules" "support" "confidence" "coverage" "lift" "count" "lhs_length" "orderedConf" "orderedSupp" "cumulativeConf"
"6282" "{CIRCULARITY=(40.5;49.5],RADIUS RATIO=[-Inf;170.5],MAX.LENGTH ASPECT RATIO=(8.5;16]} => {Class=van}" 0.0972404730617608 1 0.0972404730617608 4.25139664804469 74 3 1 74 1
"6154" "{RADIUS RATIO=[-Inf;170.5],MAX.LENGTH ASPECT RATIO=(8.5;16],SCALED VARIANCE_MAJOR=(165.5;180.5]} => {Class=van}" 0.0827858081471748 1 0.0827858081471748 4.25139664804469 63 3 1 4 1
"19647" "{COMPACTNESS=(87.5;98.5],PR.AXIS ASPECT RATIO=(52.5;68.5],MAX.LENGTH ASPECT RATIO=(7.5;8.5],ELONGATEDNESS=(41.5;44.5]} => {Class=saab}" 0.0105124835742444 0.8 0.0131406044678055 3.12205128205128 8 4 1 6 0.900709219858156
"21748" "{COMPACTNESS=(87.5;98.5],MAX.LENGTH ASPECT RATIO=(8.5;16],PR.AXIS RECTANGULARITY=(19.5;20.5],KURTOSIS ABOUT_MINOR=(191.5; Inf]} => {Class=saab}" 0.0105124835742444 0.8 0.0131406044678055 3.12205128205128 8 4 1 1 0.900884955752212
"24188" "{SCATTER RATIO=[-Inf;140.5],SKEWNESS ABOUT_MAJOR=(74.5; Inf],KURTOSIS ABOUT_MAJOR=[-Inf;17.5],KURTOSIS ABOUT_MINOR=(181.5;185.5]} => {Class=van}" 0.0105124835742444 0.8 0.0131406044678055 3.40111731843575 8 4 0.333333333333333 1 0.897887323943662
"39920" "{COMPACTNESS=(98.5; Inf],CIRCULARITY=(40.5;49.5],MAX.LENGTH ASPECT RATIO=(8.5;16],SCALED RADIUS OF GYRATION=(192.5;241.5]} => {Class=saab}" 0.0105124835742444 0.8 0.0131406044678055 3.12205128205128 8 4 0.714285714285714 5 0.895652173913044
"26197" "{COMPACTNESS=(98.5; Inf],RADIUS RATIO=(170.5;234.5],SCALED VARIANCE_MINOR=(381.5;721.5],SKEWNESS ABOUT_MINOR=(11.5; Inf]} => {Class=saab}" 0.0433639947437582 0.785714285714286 0.0551905387647832 3.06630036630037 33 4 0.666666666666667 2 0.894463667820069
"17122" "{RADIUS RATIO=(170.5;234.5],MAX.LENGTH ASPECT RATIO=(8.5;16],SCALED RADIUS OF GYRATION=[-Inf;170.5],SKEWNESS ABOUT_MAJOR=[-Inf;64.5]} => {Class=saab}" 0.0183968462549277 0.777777777777778 0.0236530880420499 3.03532763532764 14 4 0.5 1 0.893103448275862
"17853" "{COMPACTNESS=(87.5;98.5],PR.AXIS ASPECT RATIO=(52.5;68.5],MAX.LENGTH RECTANGULARITY=[-Inf;134.5],SCALED VARIANCE_MINOR=(347.5;381.5]} => {Class=saab}" 0.0131406044678055 0.769230769230769 0.0170827858081472 3.00197238658777 10 4 1 3 0.893653516295026
"38508" "{COMPACTNESS=(87.5;98.5],DISTANCE CIRCULARITY=(92.5; Inf],SCALED RADIUS OF GYRATION=(192.5;241.5],KURTOSIS ABOUT_MAJOR=[-Inf;17.5]} => {Class=opel}" 0.0131406044678055 0.769230769230769 0.0170827858081472 3.06484091824406 10 4 0.625 5 0.890016920473773
"37678" "{COMPACTNESS=(87.5;98.5],CIRCULARITY=(49.5; Inf],DISTANCE CIRCULARITY=(92.5; Inf],PR.AXIS ASPECT RATIO=(52.5;68.5]} => {Class=opel}" 0.0170827858081472 0.764705882352941 0.0223390275952694 3.04681244225439 13 4 0.75 3 0.889075630252101
"26468" "{PR.AXIS RECTANGULARITY=(20.5;25.5],SCALED VARIANCE_MINOR=(381.5;721.5],SKEWNESS ABOUT_MAJOR=(64.5;74.5],SKEWNESS ABOUT_MINOR=(11.5; Inf]} => {Class=saab}" 0.0367936925098555 0.756756756756757 0.0486202365308804 2.95329175329175 28 4 0.5 1 0.887772194304858
"14913" "{PR.AXIS ASPECT RATIO=(68.5;86.5],MAX.LENGTH ASPECT RATIO=(8.5;16],SKEWNESS ABOUT_MINOR=[-Inf;11.5],KURTOSIS ABOUT_MAJOR=[-Inf;17.5]} => {Class=opel}" 0.011826544021025 0.75 0.0157687253613666 2.98821989528796 9 4 0.5 2 0.885191347753744
"20585" "{MAX.LENGTH ASPECT RATIO=(7.5;8.5],SCALED VARIANCE_MAJOR=(180.5;242],SKEWNESS ABOUT_MINOR=[-Inf;11.5],KURTOSIS ABOUT_MINOR=(191.5; Inf]} => {Class=opel}" 0.011826544021025 0.75 0.0157687253613666 2.98821989528796 9 4 0.4 2 0.881188118811881
"20842" "{CIRCULARITY=(40.5;49.5],RADIUS RATIO=(170.5;234.5],PR.AXIS ASPECT RATIO=(52.5;68.5],MAX.LENGTH ASPECT RATIO=(7.5;8.5]} => {Class=opel}" 0.011826544021025 0.75 0.0157687253613666 2.98821989528796 9 4 1 1 0.881383855024712
"40093" "{MAX.LENGTH ASPECT RATIO=(8.5;16],SCALED RADIUS OF GYRATION=(192.5;241.5],SKEWNESS ABOUT_MAJOR=(64.5;74.5],KURTOSIS ABOUT_MINOR=(191.5; Inf]} => {Class=saab}" 0.011826544021025 0.75 0.0157687253613666 2.92692307692308 9 4 0.833333333333333 5 0.880913539967374
"4940" "{SCATTER RATIO=[-Inf;140.5],SKEWNESS ABOUT_MINOR=[-Inf;11.5],KURTOSIS ABOUT_MAJOR=[-Inf;17.5]} => {Class=van}" 0.088042049934297 0.736263736263736 0.11957950065703 3.13014918042851 67 3 0.333333333333333 6 0.865293185419968
"38556" "{COMPACTNESS=(87.5;98.5],SCALED RADIUS OF GYRATION=(192.5;241.5],KURTOSIS ABOUT_MAJOR=[-Inf;17.5],KURTOSIS ABOUT_MINOR=(185.5;191.5]} => {Class=opel}" 0.0144546649145861 0.733333333333333 0.0197109067017083 2.921815008726 11 4 0.333333333333333 1 0.862776025236593
"38511" "{COMPACTNESS=(87.5;98.5],DISTANCE CIRCULARITY=(92.5; Inf],PR.AXIS ASPECT RATIO=(52.5;68.5],SCALED RADIUS OF GYRATION=(192.5;241.5]} => {Class=opel}" 0.0210249671484888 0.727272727272727 0.0289093298291721 2.89766777724893 16 4 0.5 1 0.861635220125786
"19396" "{DISTANCE CIRCULARITY=(76.5;92.5],MAX.LENGTH ASPECT RATIO=(7.5;8.5],PR.AXIS RECTANGULARITY=(19.5;20.5],SKEWNESS ABOUT_MINOR=[-Inf;11.5]} => {Class=opel}" 0.0105124835742444 0.727272727272727 0.0144546649145861 2.89766777724893 8 4 0.5 1 0.860501567398119
"25991" "{COMPACTNESS=(87.5;98.5],PR.AXIS ASPECT RATIO=(52.5;68.5],SCALED VARIANCE_MINOR=(381.5;721.5],SKEWNESS ABOUT_MINOR=(11.5; Inf]} => {Class=opel}" 0.0105124835742444 0.727272727272727 0.0144546649145861 2.89766777724893 8 4 1 2 0.8609375
"32155" "{RADIUS RATIO=(170.5;234.5],PR.AXIS ASPECT RATIO=(52.5;68.5],MAX.LENGTH RECTANGULARITY=[-Inf;134.5],KURTOSIS ABOUT_MINOR=(185.5;191.5]} => {Class=saab}" 0.0105124835742444 0.727272727272727 0.0144546649145861 2.83822843822844 8 4 0.4 2 0.857364341085271
"41026" "{CIRCULARITY=[-Inf;40.5],MAX.LENGTH ASPECT RATIO=[-Inf;7.5],KURTOSIS ABOUT_MAJOR=(17.5; Inf],KURTOSIS ABOUT_MINOR=(185.5;191.5]} => {Class=saab}" 0.0105124835742444 0.727272727272727 0.0144546649145861 2.83822843822844 8 4 0.75 3 0.856702619414484
"41644" "{COMPACTNESS=(87.5;98.5],CIRCULARITY=[-Inf;40.5],PR.AXIS RECTANGULARITY=(20.5;25.5],SKEWNESS ABOUT_MAJOR=(64.5;74.5]} => {Class=saab}" 0.0105124835742444 0.727272727272727 0.0144546649145861 2.83822843822844 8 4 1 2 0.857142857142857
"456" "{SCATTER RATIO=[-Inf;140.5],KURTOSIS ABOUT_MAJOR=[-Inf;17.5]} => {Class=van}" 0.103810775295664 0.718181818181818 0.144546649145861 3.05327577450482 79 2 0.166666666666667 1 0.850837138508371
"26003" "{COMPACTNESS=(87.5;98.5],PR.AXIS ASPECT RATIO=(52.5;68.5],SCALED VARIANCE_MAJOR=(180.5;242],SKEWNESS ABOUT_MINOR=(11.5; Inf]} => {Class=opel}" 0.0131406044678055 0.714285714285714 0.0183968462549277 2.84592370979806 10 4 1 2 0.851289833080425
"2250" "{PR.AXIS ASPECT RATIO=(68.5;86.5],MAX.LENGTH ASPECT RATIO=(8.5;16],SKEWNESS ABOUT_MINOR=[-Inf;11.5]} => {Class=opel}" 0.0157687253613666 0.705882352941177 0.0223390275952694 2.81244225438867 12 3 0.333333333333333 1 0.848942598187311
"4188" "{PR.AXIS ASPECT RATIO=(52.5;68.5],SCALED VARIANCE_MAJOR=(180.5;242],KURTOSIS ABOUT_MINOR=(181.5;185.5]} => {Class=opel}" 0.011826544021025 0.692307692307692 0.0170827858081472 2.75835682641965 9 3 0.333333333333333 1 0.846616541353383
"5671" "{MAX.LENGTH ASPECT RATIO=[-Inf;7.5],SCATTER RATIO=(140.5;154.5],SCALED VARIANCE_MAJOR=[-Inf;165.5]} => {Class=saab}" 0.011826544021025 0.692307692307692 0.0170827858081472 2.70177514792899 9 3 0.5 1 0.845577211394303
"21710" "{PR.AXIS ASPECT RATIO=(52.5;68.5],ELONGATEDNESS=(29.5;41.5],PR.AXIS RECTANGULARITY=(19.5;20.5],SCALED RADIUS OF GYRATION=(170.5;192.5]} => {Class=saab}" 0.011826544021025 0.692307692307692 0.0170827858081472 2.70177514792899 9 4 0.8 4 0.845238095238095
"38679" "{COMPACTNESS=(98.5; Inf],DISTANCE CIRCULARITY=(92.5; Inf],SCALED RADIUS OF GYRATION=(170.5;192.5],SKEWNESS ABOUT_MINOR=[-Inf;11.5]} => {Class=opel}" 0.011826544021025 0.692307692307692 0.0170827858081472 2.75835682641965 9 4 0.636363636363636 7 0.841874084919473
"39386" "{CIRCULARITY=(40.5;49.5],DISTANCE CIRCULARITY=(92.5; Inf],SCALED RADIUS OF GYRATION=[-Inf;170.5],SKEWNESS ABOUT_MAJOR=(64.5;74.5]} => {Class=opel}" 0.011826544021025 0.692307692307692 0.0170827858081472 2.75835682641965 9 4 0.636363636363636 7 0.838616714697406
"38808" "{MAX.LENGTH ASPECT RATIO=(8.5;16],SKEWNESS ABOUT_MAJOR=(64.5;74.5],KURTOSIS ABOUT_MAJOR=(17.5; Inf],KURTOSIS ABOUT_MINOR=(191.5; Inf]} => {Class=opel}" 0.0144546649145861 0.6875 0.0210249671484888 2.73920157068063 11 4 1 1 0.838848920863309
"40178" "{MAX.LENGTH ASPECT RATIO=(8.5;16],MAX.LENGTH RECTANGULARITY=(147.5;171.5],SCALED VARIANCE_MINOR=(381.5;721.5],SCALED RADIUS OF GYRATION=(192.5;241.5]} => {Class=saab}" 0.0814717477003942 0.666666666666667 0.122207621550591 2.6017094017094 62 4 0.611111111111111 22 0.827633378932969
"41459" "{COMPACTNESS=(87.5;98.5],CIRCULARITY=[-Inf;40.5],DISTANCE CIRCULARITY=(76.5;92.5],SCATTER RATIO=(163.5;230.5]} => {Class=saab}" 0.0157687253613666 0.666666666666667 0.0236530880420499 2.6017094017094 12 4 1 1 0.827868852459016
"6494" "{COMPACTNESS=[-Inf;87.5],DISTANCE CIRCULARITY=(76.5;92.5],SCALED RADIUS OF GYRATION=[-Inf;170.5]} => {Class=opel}" 0.0131406044678055 0.666666666666667 0.0197109067017083 2.65619546247818 10 3 0.75 3 0.827445652173913
"32035" "{COMPACTNESS=(87.5;98.5],DISTANCE CIRCULARITY=(76.5;92.5],MAX.LENGTH RECTANGULARITY=[-Inf;134.5],KURTOSIS ABOUT_MINOR=(185.5;191.5]} => {Class=saab}" 0.0131406044678055 0.666666666666667 0.0197109067017083 2.6017094017094 10 4 0.333333333333333 1 0.825439783491204
"19270" "{PR.AXIS ASPECT RATIO=(52.5;68.5],MAX.LENGTH ASPECT RATIO=[-Inf;7.5],SCATTER RATIO=(154.5;163.5],SKEWNESS ABOUT_MINOR=[-Inf;11.5]} => {Class=saab}" 0.0105124835742444 0.666666666666667 0.0157687253613666 2.6017094017094 8 4 0.666666666666667 2 0.824797843665768
"31915" "{RADIUS RATIO=[-Inf;170.5],SCATTER RATIO=(140.5;154.5],MAX.LENGTH RECTANGULARITY=[-Inf;134.5],KURTOSIS ABOUT_MAJOR=(17.5; Inf]} => {Class=saab}" 0.0105124835742444 0.666666666666667 0.0157687253613666 2.6017094017094 8 4 1 2 0.825268817204301
"33050" "{COMPACTNESS=[-Inf;87.5],DISTANCE CIRCULARITY=(63.5;76.5],SCALED VARIANCE_MAJOR=[-Inf;165.5],KURTOSIS ABOUT_MAJOR=(17.5; Inf]} => {Class=opel}" 0.0105124835742444 0.666666666666667 0.0157687253613666 2.65619546247818 8 4 1 1 0.825503355704698
"39042" "{DISTANCE CIRCULARITY=(76.5;92.5],RADIUS RATIO=[-Inf;170.5],MAX.LENGTH ASPECT RATIO=[-Inf;7.5],MAX.LENGTH RECTANGULARITY=(134.5;147.5]} => {Class=opel}" 0.0105124835742444 0.666666666666667 0.0157687253613666 2.65619546247818 8 4 0.333333333333333 1 0.823529411764706
"39550" "{COMPACTNESS=(87.5;98.5],MAX.LENGTH ASPECT RATIO=(8.5;16],PR.AXIS RECTANGULARITY=(20.5;25.5],KURTOSIS ABOUT_MAJOR=[-Inf;17.5]} => {Class=opel}" 0.0236530880420499 0.642857142857143 0.0367936925098555 2.56133133881825 18 4 0.5 1 0.822666666666667
"25973" "{RADIUS RATIO=[-Inf;170.5],MAX.LENGTH ASPECT RATIO=[-Inf;7.5],SCATTER RATIO=(140.5;154.5],SKEWNESS ABOUT_MINOR=(11.5; Inf]} => {Class=opel}" 0.011826544021025 0.642857142857143 0.0183968462549277 2.56133133881825 9 4 0.666666666666667 4 0.821428571428571
"41367" "{CIRCULARITY=(40.5;49.5],ELONGATEDNESS=(29.5;41.5],SCALED RADIUS OF GYRATION=(170.5;192.5],KURTOSIS ABOUT_MINOR=(185.5;191.5]} => {Class=saab}" 0.011826544021025 0.642857142857143 0.0183968462549277 2.50879120879121 9 4 1 1 0.821664464993395
"247" "{SCALED RADIUS OF GYRATION=(170.5;192.5],SKEWNESS ABOUT_MAJOR=[-Inf;64.5]} => {Class=saab}" 0.0105124835742444 0.615384615384615 0.0170827858081472 2.40157790927022 8 2 1 1 0.821899736147757
"37745" "{CIRCULARITY=(49.5; Inf],MAX.LENGTH ASPECT RATIO=(8.5;16],SKEWNESS ABOUT_MINOR=[-Inf;11.5],KURTOSIS ABOUT_MINOR=(185.5;191.5]} => {Class=opel}" 0.0696452036793692 0.588888888888889 0.11826544021025 2.34630599185573 53 4 1 1 0.822134387351779
"31908" "{DISTANCE CIRCULARITY=(76.5;92.5],RADIUS RATIO=[-Inf;170.5],MAX.LENGTH RECTANGULARITY=[-Inf;134.5],SKEWNESS ABOUT_MAJOR=(64.5;74.5]} => {Class=opel}" 0.0144546649145861 0.523809523809524 0.0275952693823916 2.08701072051857 11 4 1 1 0.822368421052632
"2580" "{COMPACTNESS=(87.5;98.5],MAX.LENGTH ASPECT RATIO=[-Inf;7.5],SKEWNESS ABOUT_MAJOR=[-Inf;64.5]} => {Class=opel}" 0.0105124835742444 0.5 0.0210249671484888 1.99214659685864 8 3 1 1 NA
"0" "{} => {Class=opel}" 0.250985545335085 0.250985545335085 1 1 191 0 NA NA 0.822601839684626
