a20,a21,a08,a09,a24,a25,a26,a27,a02,a03,a01,a06,a07,a04,a05,a23,a33,a34,a28,a29,a32,a15,a14,a17,a16,a11,a10,a13,a12,a19,a18,a31,a22,a30,class
-0.912755_to_0.975495,0.99888_to_inf,0.000985_to_0.994515,0.011975_to_inf,-inf_to_-0.987455,0.08722_to_0.999495,0.001335_to_0.80245,0.52812_to_0.999945,All,0.19028_to_0.998505,0.5_to_inf,0.00101_to_0.82439,0.999995_to_inf,-0.932245_to_-0.00017,0.04144_to_0.995175,0.18657_to_0.999665,0.99467_to_inf,0.95098_to_inf,-0.936175_to_0.86022,0.06779_to_0.995525,-0.969765_to_0.90311,0.244325_to_0.99691,-0.554585_to_0.97565,0.28436_to_0.99815,0.96841_to_inf,0.209775_to_0.9991,-0.57299_to_0.9891,0.24757_to_0.998725,-0.5589_to_-0.00027,All,-0.805795_to_0.99361,0.132415_to_0.99556,-0.96798_to_0.923655,-0.91428_to_0.930305,b
-0.912755_to_0.975495,0.07206_to_0.99888,0.000985_to_0.994515,0.011975_to_inf,-0.987455_to_0.89747,0.08722_to_0.999495,0.001335_to_0.80245,-inf_to_0.52812,All,0.19028_to_0.998505,0.5_to_inf,-0.000715_to_0.00101,0.029375_to_0.999995,-0.932245_to_-0.00017,0.04144_to_0.995175,0.18657_to_0.999665,0.0002_to_0.99467,0.0054_to_0.95098,-0.936175_to_0.86022,0.06779_to_0.995525,-0.969765_to_0.90311,0.244325_to_0.99691,-0.554585_to_0.97565,0.28436_to_0.99815,-0.90517_to_-0.00197,0.209775_to_0.9991,-0.57299_to_0.9891,0.24757_to_0.998725,0.001845_to_0.981525,All,-0.805795_to_0.99361,0.132415_to_0.99556,-0.96798_to_0.923655,-0.91428_to_0.930305,g
-0.912755_to_0.975495,-0.957365_to_-1.5e-05,0.000985_to_0.994515,-0.036395_to_0.011975,-0.987455_to_0.89747,-0.83992_to_-0.00017,-0.98148_to_-0.015995,-inf_to_0.52812,All,0.19028_to_0.998505,0.5_to_inf,0.00101_to_0.82439,0.029375_to_0.999995,0.000375_to_0.74685,0.04144_to_0.995175,-inf_to_0.18657,-0.959515_to_-4e-05,-0.974115_to_-3e-05,-0.936175_to_0.86022,-inf_to_0.06779,-0.969765_to_0.90311,-0.98825_to_-0.0283,-0.554585_to_0.97565,-0.05415_to_0.28436,0.00143_to_0.96841,0.00676_to_0.209775,-0.57299_to_0.9891,-0.96941_to_-0.076515,0.001845_to_0.981525,All,-0.805795_to_0.99361,-inf_to_0.132415,-0.96798_to_0.923655,-inf_to_-0.91428,b
-0.912755_to_0.975495,0.07206_to_0.99888,0.000985_to_0.994515,0.011975_to_inf,-0.987455_to_0.89747,0.08722_to_0.999495,0.001335_to_0.80245,0.52812_to_0.999945,All,0.19028_to_0.998505,0.5_to_inf,0.00101_to_0.82439,0.029375_to_0.999995,-0.932245_to_-0.00017,0.995175_to_inf,0.999665_to_inf,0.0002_to_0.99467,0.0054_to_0.95098,-0.936175_to_0.86022,0.06779_to_0.995525,-0.969765_to_0.90311,0.244325_to_0.99691,-0.554585_to_0.97565,0.28436_to_0.99815,0.00143_to_0.96841,0.209775_to_0.9991,-0.57299_to_0.9891,0.24757_to_0.998725,-0.5589_to_-0.00027,All,-0.805795_to_0.99361,0.132415_to_0.99556,-0.96798_to_0.923655,-0.91428_to_0.930305,g
-0.912755_to_0.975495,-0.957365_to_-1.5e-05,-0.983575_to_-0.00112,0.011975_to_inf,-0.987455_to_0.89747,0.08722_to_0.999495,-0.98148_to_-0.015995,0.52812_to_0.999945,All,0.19028_to_0.998505,0.5_to_inf,-inf_to_-0.79531,-inf_to_0.029375,-0.932245_to_-0.00017,-inf_to_0.04144,-inf_to_0.18657,-0.959515_to_-4e-05,-0.974115_to_-3e-05,-0.936175_to_0.86022,0.06779_to_0.995525,-0.969765_to_0.90311,-0.98825_to_-0.0283,-0.554585_to_0.97565,0.28436_to_0.99815,-0.90517_to_-0.00197,0.209775_to_0.9991,-0.57299_to_0.9891,-0.96941_to_-0.076515,-0.5589_to_-0.00027,All,-0.805795_to_0.99361,-inf_to_0.132415,-0.96798_to_0.923655,-0.91428_to_0.930305,b
-0.912755_to_0.975495,0.07206_to_0.99888,0.000985_to_0.994515,0.011975_to_inf,-0.987455_to_0.89747,0.08722_to_0.999495,-0.98148_to_-0.015995,-inf_to_0.52812,All,0.19028_to_0.998505,0.5_to_inf,0.00101_to_0.82439,0.029375_to_0.999995,-0.932245_to_-0.00017,0.04144_to_0.995175,0.18657_to_0.999665,0.0002_to_0.99467,0.0054_to_0.95098,-0.936175_to_0.86022,0.06779_to_0.995525,-0.969765_to_0.90311,0.244325_to_0.99691,-0.554585_to_0.97565,0.28436_to_0.99815,0.00143_to_0.96841,0.209775_to_0.9991,-0.57299_to_0.9891,0.24757_to_0.998725,0.001845_to_0.981525,All,-0.805795_to_0.99361,0.132415_to_0.99556,-0.96798_to_0.923655,-0.91428_to_0.930305,g
-0.912755_to_0.975495,0.07206_to_0.99888,-0.983575_to_-0.00112,0.011975_to_inf,-0.987455_to_0.89747,0.999495_to_inf,0.001335_to_0.80245,-inf_to_0.52812,All,-inf_to_0.19028,0.5_to_inf,0.00101_to_0.82439,0.029375_to_0.999995,0.000375_to_0.74685,-inf_to_0.04144,-inf_to_0.18657,0.0002_to_0.99467,-0.974115_to_-3e-05,-0.936175_to_0.86022,-inf_to_0.06779,-0.969765_to_0.90311,0.244325_to_0.99691,-0.554585_to_0.97565,-0.05415_to_0.28436,-0.90517_to_-0.00197,0.00676_to_0.209775,-0.57299_to_0.9891,0.24757_to_0.998725,-0.5589_to_-0.00027,All,-0.805795_to_0.99361,-inf_to_0.132415,-0.96798_to_0.923655,-0.91428_to_0.930305,b
-0.912755_to_0.975495,-0.957365_to_-1.5e-05,0.000985_to_0.994515,0.011975_to_inf,-0.987455_to_0.89747,-inf_to_-0.83992,0.80245_to_inf,-inf_to_0.52812,All,0.19028_to_0.998505,0.5_to_inf,-0.000715_to_0.00101,0.029375_to_0.999995,0.000375_to_0.74685,-inf_to_0.04144,-inf_to_0.18657,-4e-05_to_0.0002,-3e-05_to_0.0054,0.86022_to_inf,-inf_to_0.06779,-0.969765_to_0.90311,-0.0283_to_0.244325,-0.554585_to_0.97565,-0.05415_to_0.28436,0.00143_to_0.96841,0.209775_to_0.9991,0.9891_to_inf,-0.076515_to_0.24757,0.981525_to_inf,All,-0.805795_to_0.99361,-inf_to_0.132415,-0.96798_to_0.923655,-0.91428_to_0.930305,b
-0.912755_to_0.975495,0.07206_to_0.99888,-0.983575_to_-0.00112,0.011975_to_inf,-inf_to_-0.987455,0.999495_to_inf,-0.98148_to_-0.015995,-inf_to_0.52812,All,-inf_to_0.19028,0.5_to_inf,-0.000715_to_0.00101,0.029375_to_0.999995,-inf_to_-0.932245,-inf_to_0.04144,-inf_to_0.18657,-4e-05_to_0.0002,-3e-05_to_0.0054,-inf_to_-0.936175,-inf_to_0.06779,-inf_to_-0.969765,-0.0283_to_0.244325,-0.554585_to_0.97565,0.99815_to_inf,-0.00197_to_0.00143,-inf_to_-0.91576,-0.57299_to_0.9891,-0.076515_to_0.24757,-0.5589_to_-0.00027,All,-0.805795_to_0.99361,0.99556_to_inf,-inf_to_-0.96798,-inf_to_-0.91428,b
-0.912755_to_0.975495,0.07206_to_0.99888,0.000985_to_0.994515,0.011975_to_inf,-0.987455_to_0.89747,0.08722_to_0.999495,0.001335_to_0.80245,0.52812_to_0.999945,All,0.19028_to_0.998505,0.5_to_inf,0.00101_to_0.82439,0.029375_to_0.999995,0.000375_to_0.74685,0.04144_to_0.995175,0.18657_to_0.999665,0.0002_to_0.99467,0.0054_to_0.95098,-0.936175_to_0.86022,0.06779_to_0.995525,-0.969765_to_0.90311,0.244325_to_0.99691,-0.554585_to_0.97565,0.28436_to_0.99815,0.00143_to_0.96841,0.209775_to_0.9991,-0.57299_to_0.9891,0.24757_to_0.998725,0.001845_to_0.981525,All,-0.805795_to_0.99361,0.132415_to_0.99556,-0.96798_to_0.923655,-0.91428_to_0.930305,g
-0.912755_to_0.975495,-1.5e-05_to_0.07206,-inf_to_-0.983575,0.011975_to_inf,-inf_to_-0.987455,-inf_to_-0.83992,-inf_to_-0.98148,-inf_to_0.52812,All,0.998505_to_inf,0.5_to_inf,-0.000715_to_0.00101,0.029375_to_0.999995,-inf_to_-0.932245,-inf_to_0.04144,-inf_to_0.18657,-4e-05_to_0.0002,-3e-05_to_0.0054,-inf_to_-0.936175,0.995525_to_inf,-inf_to_-0.969765,-0.0283_to_0.244325,-0.554585_to_0.97565,0.28436_to_0.99815,-0.00197_to_0.00143,-0.91576_to_-0.01058,-0.57299_to_0.9891,-0.076515_to_0.24757,-inf_to_-0.5589,All,-0.805795_to_0.99361,0.99556_to_inf,-0.96798_to_0.923655,-inf_to_-0.91428,b
-0.912755_to_0.975495,0.99888_to_inf,-0.983575_to_-0.00112,0.011975_to_inf,-0.987455_to_0.89747,0.08722_to_0.999495,-0.98148_to_-0.015995,0.52812_to_0.999945,All,0.998505_to_inf,0.5_to_inf,-0.79531_to_-0.000715,0.999995_to_inf,0.000375_to_0.74685,0.04144_to_0.995175,0.999665_to_inf,0.0002_to_0.99467,-0.974115_to_-3e-05,-0.936175_to_0.86022,0.06779_to_0.995525,-0.969765_to_0.90311,0.99691_to_inf,-0.554585_to_0.97565,0.99815_to_inf,-0.90517_to_-0.00197,0.209775_to_0.9991,-0.57299_to_0.9891,0.24757_to_0.998725,-0.5589_to_-0.00027,All,-0.805795_to_0.99361,0.132415_to_0.99556,-0.96798_to_0.923655,-0.91428_to_0.930305,g
-0.912755_to_0.975495,-1.5e-05_to_0.07206,-0.00112_to_0.000985,-0.036395_to_0.011975,-0.987455_to_0.89747,-0.00017_to_0.08722,-0.0007_to_0.001335,0.999945_to_inf,All,-inf_to_0.19028,-inf_to_0.5,-0.000715_to_0.00101,-inf_to_0.029375,-0.00017_to_0.000375,-inf_to_0.04144,-inf_to_0.18657,-4e-05_to_0.0002,-3e-05_to_0.0054,-inf_to_-0.936175,-inf_to_0.06779,-0.969765_to_0.90311,-0.0283_to_0.244325,-0.554585_to_0.97565,-0.05415_to_0.28436,-0.00197_to_0.00143,-0.01058_to_0.00676,-0.57299_to_0.9891,-0.076515_to_0.24757,-0.00027_to_0.001845,All,-0.805795_to_0.99361,-inf_to_0.132415,-0.96798_to_0.923655,-0.91428_to_0.930305,b
-0.912755_to_0.975495,0.99888_to_inf,-0.983575_to_-0.00112,0.011975_to_inf,-0.987455_to_0.89747,0.999495_to_inf,-0.98148_to_-0.015995,0.52812_to_0.999945,All,0.19028_to_0.998505,0.5_to_inf,-0.79531_to_-0.000715,0.029375_to_0.999995,-0.932245_to_-0.00017,0.04144_to_0.995175,0.18657_to_0.999665,0.0002_to_0.99467,-0.974115_to_-3e-05,-0.936175_to_0.86022,0.06779_to_0.995525,-0.969765_to_0.90311,0.99691_to_inf,-0.554585_to_0.97565,0.28436_to_0.99815,-0.90517_to_-0.00197,0.209775_to_0.9991,-0.57299_to_0.9891,0.24757_to_0.998725,-0.5589_to_-0.00027,All,-0.805795_to_0.99361,0.132415_to_0.99556,-0.96798_to_0.923655,-0.91428_to_0.930305,g
-0.912755_to_0.975495,-1.5e-05_to_0.07206,-inf_to_-0.983575,0.011975_to_inf,-0.987455_to_0.89747,0.08722_to_0.999495,0.001335_to_0.80245,0.999945_to_inf,All,0.19028_to_0.998505,0.5_to_inf,-0.000715_to_0.00101,0.029375_to_0.999995,-0.932245_to_-0.00017,-inf_to_0.04144,-inf_to_0.18657,-4e-05_to_0.0002,-3e-05_to_0.0054,-0.936175_to_0.86022,-inf_to_0.06779,-0.969765_to_0.90311,-0.0283_to_0.244325,-inf_to_-0.554585,0.28436_to_0.99815,-0.00197_to_0.00143,0.209775_to_0.9991,-0.57299_to_0.9891,0.24757_to_0.998725,0.001845_to_0.981525,All,-0.805795_to_0.99361,0.132415_to_0.99556,-0.96798_to_0.923655,-0.91428_to_0.930305,b
-0.912755_to_0.975495,0.99888_to_inf,-0.983575_to_-0.00112,0.011975_to_inf,-0.987455_to_0.89747,0.999495_to_inf,-0.98148_to_-0.015995,0.999945_to_inf,All,0.19028_to_0.998505,0.5_to_inf,-0.79531_to_-0.000715,0.029375_to_0.999995,-0.932245_to_-0.00017,0.995175_to_inf,0.999665_to_inf,0.99467_to_inf,-0.974115_to_-3e-05,-0.936175_to_0.86022,0.995525_to_inf,-0.969765_to_0.90311,0.99691_to_inf,-0.554585_to_0.97565,0.99815_to_inf,-0.90517_to_-0.00197,0.9991_to_inf,-0.57299_to_0.9891,0.998725_to_inf,-0.5589_to_-0.00027,All,-0.805795_to_0.99361,0.99556_to_inf,-0.96798_to_0.923655,-0.91428_to_0.930305,g
-inf_to_-0.912755,-1.5e-05_to_0.07206,-0.00112_to_0.000985,-0.036395_to_0.011975,-0.987455_to_0.89747,-0.00017_to_0.08722,-0.0007_to_0.001335,0.999945_to_inf,All,-inf_to_0.19028,0.5_to_inf,-0.000715_to_0.00101,-inf_to_0.029375,-0.00017_to_0.000375,-inf_to_0.04144,-inf_to_0.18657,-4e-05_to_0.0002,-3e-05_to_0.0054,-0.936175_to_0.86022,-inf_to_0.06779,-0.969765_to_0.90311,-0.0283_to_0.244325,-0.554585_to_0.97565,0.28436_to_0.99815,-0.00197_to_0.00143,0.209775_to_0.9991,-0.57299_to_0.9891,-0.076515_to_0.24757,0.981525_to_inf,All,-0.805795_to_0.99361,-inf_to_0.132415,-0.96798_to_0.923655,-0.91428_to_0.930305,b
-0.912755_to_0.975495,0.07206_to_0.99888,-0.983575_to_-0.00112,0.011975_to_inf,-0.987455_to_0.89747,0.08722_to_0.999495,-0.98148_to_-0.015995,0.52812_to_0.999945,All,0.19028_to_0.998505,0.5_to_inf,-0.79531_to_-0.000715,0.029375_to_0.999995,0.000375_to_0.74685,0.04144_to_0.995175,0.18657_to_0.999665,0.0002_to_0.99467,-0.974115_to_-3e-05,-0.936175_to_0.86022,0.06779_to_0.995525,-0.969765_to_0.90311,0.244325_to_0.99691,-0.554585_to_0.97565,0.28436_to_0.99815,-0.90517_to_-0.00197,0.209775_to_0.9991,-0.57299_to_0.9891,0.24757_to_0.998725,-0.5589_to_-0.00027,All,-0.805795_to_0.99361,0.132415_to_0.99556,-0.96798_to_0.923655,-0.91428_to_0.930305,g
-inf_to_-0.912755,-1.5e-05_to_0.07206,-0.00112_to_0.000985,0.011975_to_inf,-0.987455_to_0.89747,-0.83992_to_-0.00017,-inf_to_-0.98148,0.999945_to_inf,All,-inf_to_0.19028,0.5_to_inf,-0.000715_to_0.00101,-inf_to_0.029375,0.000375_to_0.74685,-inf_to_0.04144,-inf_to_0.18657,-4e-05_to_0.0002,-3e-05_to_0.0054,-inf_to_-0.936175,0.06779_to_0.995525,-0.969765_to_0.90311,-0.0283_to_0.244325,-0.554585_to_0.97565,0.28436_to_0.99815,-0.00197_to_0.00143,0.209775_to_0.9991,-0.57299_to_0.9891,-0.076515_to_0.24757,0.981525_to_inf,All,-inf_to_-0.805795,-inf_to_0.132415,-0.96798_to_0.923655,-0.91428_to_0.930305,b
-0.912755_to_0.975495,0.07206_to_0.99888,-0.983575_to_-0.00112,0.011975_to_inf,-0.987455_to_0.89747,0.08722_to_0.999495,-0.98148_to_-0.015995,0.52812_to_0.999945,All,0.998505_to_inf,0.5_to_inf,-0.79531_to_-0.000715,0.029375_to_0.999995,-0.932245_to_-0.00017,0.04144_to_0.995175,0.18657_to_0.999665,0.0002_to_0.99467,-0.974115_to_-3e-05,-0.936175_to_0.86022,0.06779_to_0.995525,-inf_to_-0.969765,0.99691_to_inf,-inf_to_-0.554585,0.99815_to_inf,-0.90517_to_-0.00197,0.9991_to_inf,-0.57299_to_0.9891,0.24757_to_0.998725,-0.5589_to_-0.00027,All,-0.805795_to_0.99361,0.99556_to_inf,-inf_to_-0.96798,-inf_to_-0.91428,g
-inf_to_-0.912755,0.99888_to_inf,-0.00112_to_0.000985,0.011975_to_inf,-0.987455_to_0.89747,-0.00017_to_0.08722,-0.0007_to_0.001335,0.999945_to_inf,All,0.19028_to_0.998505,0.5_to_inf,-0.000715_to_0.00101,-inf_to_0.029375,-0.932245_to_-0.00017,-inf_to_0.04144,-inf_to_0.18657,-4e-05_to_0.0002,-3e-05_to_0.0054,-inf_to_-0.936175,-inf_to_0.06779,-0.969765_to_0.90311,-0.0283_to_0.244325,-0.554585_to_0.97565,0.28436_to_0.99815,-0.00197_to_0.00143,0.9991_to_inf,0.9891_to_inf,-0.076515_to_0.24757,-0.5589_to_-0.00027,All,-0.805795_to_0.99361,-inf_to_0.132415,-inf_to_-0.96798,-inf_to_-0.91428,b
-0.912755_to_0.975495,-0.957365_to_-1.5e-05,0.000985_to_0.994515,0.011975_to_inf,-0.987455_to_0.89747,-0.83992_to_-0.00017,0.001335_to_0.80245,-inf_to_0.52812,All,0.19028_to_0.998505,0.5_to_inf,0.00101_to_0.82439,0.029375_to_0.999995,0.000375_to_0.74685,0.04144_to_0.995175,-inf_to_0.18657,-0.959515_to_-4e-05,-0.974115_to_-3e-05,-0.936175_to_0.86022,-inf_to_0.06779,-0.969765_to_0.90311,-0.98825_to_-0.0283,-0.554585_to_0.97565,-0.96177_to_-0.05415,0.00143_to_0.96841,0.209775_to_0.9991,-0.57299_to_0.9891,-0.076515_to_0.24757,0.001845_to_0.981525,All,-0.805795_to_0.99361,-inf_to_0.132415,-0.96798_to_0.923655,-0.91428_to_0.930305,g
-inf_to_-0.912755,-1.5e-05_to_0.07206,-inf_to_-0.983575,0.011975_to_inf,-0.987455_to_0.89747,0.08722_to_0.999495,0.001335_to_0.80245,0.999945_to_inf,All,0.19028_to_0.998505,0.5_to_inf,-0.000715_to_0.00101,0.999995_to_inf,-0.932245_to_-0.00017,-inf_to_0.04144,-inf_to_0.18657,-4e-05_to_0.0002,-3e-05_to_0.0054,-0.936175_to_0.86022,-inf_to_0.06779,-0.969765_to_0.90311,-0.0283_to_0.244325,-0.554585_to_0.97565,0.28436_to_0.99815,-0.00197_to_0.00143,0.209775_to_0.9991,0.9891_to_inf,-0.076515_to_0.24757,0.001845_to_0.981525,All,-0.805795_to_0.99361,-inf_to_0.132415,-0.96798_to_0.923655,-0.91428_to_0.930305,b
-0.912755_to_0.975495,-1.5e-05_to_0.07206,0.000985_to_0.994515,0.011975_to_inf,-0.987455_to_0.89747,-0.00017_to_0.08722,-0.0007_to_0.001335,-inf_to_0.52812,All,0.19028_to_0.998505,0.5_to_inf,0.82439_to_inf,-inf_to_0.029375,0.74685_to_inf,-inf_to_0.04144,-inf_to_0.18657,-4e-05_to_0.0002,-3e-05_to_0.0054,-0.936175_to_0.86022,-inf_to_0.06779,-0.969765_to_0.90311,-0.0283_to_0.244325,-0.554585_to_0.97565,-0.05415_to_0.28436,-0.90517_to_-0.00197,-0.91576_to_-0.01058,-0.57299_to_0.9891,-0.076515_to_0.24757,-0.5589_to_-0.00027,All,-0.805795_to_0.99361,-inf_to_0.132415,-0.96798_to_0.923655,-0.91428_to_0.930305,b
-0.912755_to_0.975495,0.07206_to_0.99888,0.000985_to_0.994515,0.011975_to_inf,-0.987455_to_0.89747,0.08722_to_0.999495,-0.98148_to_-0.015995,-inf_to_0.52812,All,0.19028_to_0.998505,0.5_to_inf,0.00101_to_0.82439,0.029375_to_0.999995,-0.932245_to_-0.00017,0.04144_to_0.995175,0.18657_to_0.999665,0.0002_to_0.99467,-0.974115_to_-3e-05,-0.936175_to_0.86022,0.06779_to_0.995525,-0.969765_to_0.90311,0.244325_to_0.99691,-0.554585_to_0.97565,0.28436_to_0.99815,-0.90517_to_-0.00197,0.209775_to_0.9991,-0.57299_to_0.9891,0.24757_to_0.998725,0.001845_to_0.981525,All,-0.805795_to_0.99361,0.132415_to_0.99556,-0.96798_to_0.923655,-0.91428_to_0.930305,g
-0.912755_to_0.975495,0.07206_to_0.99888,-0.983575_to_-0.00112,0.011975_to_inf,-0.987455_to_0.89747,0.08722_to_0.999495,-0.98148_to_-0.015995,-inf_to_0.52812,All,0.998505_to_inf,0.5_to_inf,0.00101_to_0.82439,0.029375_to_0.999995,-0.932245_to_-0.00017,0.995175_to_inf,0.999665_to_inf,0.0002_to_0.99467,-0.974115_to_-3e-05,-0.936175_to_0.86022,0.06779_to_0.995525,-0.969765_to_0.90311,0.244325_to_0.99691,-0.554585_to_0.97565,-0.05415_to_0.28436,-0.90517_to_-0.00197,0.209775_to_0.9991,-0.57299_to_0.9891,0.24757_to_0.998725,-0.5589_to_-0.00027,All,-0.805795_to_0.99361,0.132415_to_0.99556,-0.96798_to_0.923655,-0.91428_to_0.930305,b
-0.912755_to_0.975495,0.07206_to_0.99888,0.000985_to_0.994515,0.011975_to_inf,-0.987455_to_0.89747,0.08722_to_0.999495,0.001335_to_0.80245,0.52812_to_0.999945,All,0.19028_to_0.998505,0.5_to_inf,0.00101_to_0.82439,0.029375_to_0.999995,-0.00017_to_0.000375,0.04144_to_0.995175,0.18657_to_0.999665,0.0002_to_0.99467,0.0054_to_0.95098,-0.936175_to_0.86022,0.06779_to_0.995525,-0.969765_to_0.90311,0.244325_to_0.99691,-0.554585_to_0.97565,0.28436_to_0.99815,0.00143_to_0.96841,0.209775_to_0.9991,-0.57299_to_0.9891,0.24757_to_0.998725,0.001845_to_0.981525,All,-0.805795_to_0.99361,0.132415_to_0.99556,-0.96798_to_0.923655,-0.91428_to_0.930305,g
-0.912755_to_0.975495,-0.957365_to_-1.5e-05,-0.983575_to_-0.00112,0.011975_to_inf,-0.987455_to_0.89747,0.08722_to_0.999495,0.001335_to_0.80245,-inf_to_0.52812,All,0.19028_to_0.998505,0.5_to_inf,0.00101_to_0.82439,-inf_to_0.029375,0.000375_to_0.74685,-inf_to_0.04144,-inf_to_0.18657,0.0002_to_0.99467,-0.974115_to_-3e-05,-0.936175_to_0.86022,0.06779_to_0.995525,-0.969765_to_0.90311,-0.98825_to_-0.0283,-0.554585_to_0.97565,0.28436_to_0.99815,-0.90517_to_-0.00197,0.209775_to_0.9991,-0.57299_to_0.9891,-0.96941_to_-0.076515,0.001845_to_0.981525,All,-0.805795_to_0.99361,-inf_to_0.132415,-0.96798_to_0.923655,-0.91428_to_0.930305,b
-0.912755_to_0.975495,0.99888_to_inf,-0.983575_to_-0.00112,0.011975_to_inf,-0.987455_to_0.89747,0.08722_to_0.999495,0.001335_to_0.80245,0.999945_to_inf,All,0.19028_to_0.998505,0.5_to_inf,-0.79531_to_-0.000715,0.999995_to_inf,-0.932245_to_-0.00017,0.995175_to_inf,0.999665_to_inf,0.99467_to_inf,-0.974115_to_-3e-05,-0.936175_to_0.86022,0.06779_to_0.995525,-0.969765_to_0.90311,0.99691_to_inf,-0.554585_to_0.97565,0.28436_to_0.99815,-0.90517_to_-0.00197,0.209775_to_0.9991,-0.57299_to_0.9891,0.998725_to_inf,-0.5589_to_-0.00027,All,-0.805795_to_0.99361,0.99556_to_inf,-0.96798_to_0.923655,-0.91428_to_0.930305,g
-0.912755_to_0.975495,0.07206_to_0.99888,-0.983575_to_-0.00112,0.011975_to_inf,-0.987455_to_0.89747,0.08722_to_0.999495,0.001335_to_0.80245,-inf_to_0.52812,All,0.19028_to_0.998505,0.5_to_inf,-0.79531_to_-0.000715,0.029375_to_0.999995,-0.932245_to_-0.00017,0.04144_to_0.995175,0.18657_to_0.999665,0.0002_to_0.99467,-0.974115_to_-3e-05,-0.936175_to_0.86022,0.06779_to_0.995525,-0.969765_to_0.90311,0.244325_to_0.99691,-0.554585_to_0.97565,-0.05415_to_0.28436,-0.90517_to_-0.00197,0.209775_to_0.9991,-0.57299_to_0.9891,0.24757_to_0.998725,-0.5589_to_-0.00027,All,-0.805795_to_0.99361,-inf_to_0.132415,-0.96798_to_0.923655,-0.91428_to_0.930305,b
-0.912755_to_0.975495,0.07206_to_0.99888,-0.983575_to_-0.00112,0.011975_to_inf,-0.987455_to_0.89747,0.999495_to_inf,0.001335_to_0.80245,0.52812_to_0.999945,All,0.998505_to_inf,0.5_to_inf,0.00101_to_0.82439,0.029375_to_0.999995,-0.932245_to_-0.00017,0.995175_to_inf,0.18657_to_0.999665,0.0002_to_0.99467,-0.974115_to_-3e-05,-0.936175_to_0.86022,0.06779_to_0.995525,-0.969765_to_0.90311,0.244325_to_0.99691,-0.554585_to_0.97565,0.28436_to_0.99815,-0.90517_to_-0.00197,0.9991_to_inf,-0.57299_to_0.9891,0.24757_to_0.998725,-0.5589_to_-0.00027,All,-0.805795_to_0.99361,0.99556_to_inf,-0.96798_to_0.923655,-inf_to_-0.91428,g
-0.912755_to_0.975495,0.07206_to_0.99888,-0.00112_to_0.000985,0.011975_to_inf,-0.987455_to_0.89747,0.08722_to_0.999495,-0.98148_to_-0.015995,-inf_to_0.52812,All,0.19028_to_0.998505,0.5_to_inf,-0.79531_to_-0.000715,0.029375_to_0.999995,0.000375_to_0.74685,0.04144_to_0.995175,0.18657_to_0.999665,0.0002_to_0.99467,-0.974115_to_-3e-05,-0.936175_to_0.86022,0.06779_to_0.995525,-0.969765_to_0.90311,0.244325_to_0.99691,-0.554585_to_0.97565,0.28436_to_0.99815,0.00143_to_0.96841,0.209775_to_0.9991,-0.57299_to_0.9891,0.24757_to_0.998725,-0.00027_to_0.001845,All,-0.805795_to_0.99361,0.132415_to_0.99556,-0.96798_to_0.923655,-0.91428_to_0.930305,g
-0.912755_to_0.975495,-1.5e-05_to_0.07206,-0.00112_to_0.000985,-0.036395_to_0.011975,-0.987455_to_0.89747,-inf_to_-0.83992,-inf_to_-0.98148,0.999945_to_inf,All,0.998505_to_inf,0.5_to_inf,-0.000715_to_0.00101,-inf_to_0.029375,0.74685_to_inf,-inf_to_0.04144,0.18657_to_0.999665,-4e-05_to_0.0002,-3e-05_to_0.0054,-inf_to_-0.936175,0.995525_to_inf,-0.969765_to_0.90311,-0.98825_to_-0.0283,-0.554585_to_0.97565,0.28436_to_0.99815,0.00143_to_0.96841,0.209775_to_0.9991,-0.57299_to_0.9891,-0.96941_to_-0.076515,-inf_to_-0.5589,All,0.99361_to_inf,-inf_to_0.132415,-0.96798_to_0.923655,0.930305_to_inf,b
-0.912755_to_0.975495,0.07206_to_0.99888,0.000985_to_0.994515,0.011975_to_inf,-0.987455_to_0.89747,0.08722_to_0.999495,0.001335_to_0.80245,-inf_to_0.52812,All,0.19028_to_0.998505,0.5_to_inf,0.00101_to_0.82439,0.029375_to_0.999995,0.000375_to_0.74685,0.04144_to_0.995175,0.18657_to_0.999665,0.0002_to_0.99467,0.0054_to_0.95098,-0.936175_to_0.86022,0.06779_to_0.995525,-0.969765_to_0.90311,0.244325_to_0.99691,-0.554585_to_0.97565,0.28436_to_0.99815,0.00143_to_0.96841,0.209775_to_0.9991,-0.57299_to_0.9891,0.24757_to_0.998725,0.001845_to_0.981525,All,-0.805795_to_0.99361,0.132415_to_0.99556,-0.96798_to_0.923655,0.930305_to_inf,g
-0.912755_to_0.975495,-1.5e-05_to_0.07206,-0.00112_to_0.000985,0.011975_to_inf,-inf_to_-0.987455,-0.00017_to_0.08722,-0.0007_to_0.001335,0.999945_to_inf,All,-inf_to_0.19028,0.5_to_inf,0.82439_to_inf,-inf_to_0.029375,-0.00017_to_0.000375,-inf_to_0.04144,-inf_to_0.18657,-4e-05_to_0.0002,-3e-05_to_0.0054,-inf_to_-0.936175,-inf_to_0.06779,-0.969765_to_0.90311,-0.98825_to_-0.0283,-inf_to_-0.554585,0.28436_to_0.99815,0.00143_to_0.96841,0.209775_to_0.9991,-inf_to_-0.57299,-0.96941_to_-0.076515,0.001845_to_0.981525,All,-0.805795_to_0.99361,-inf_to_0.132415,-0.96798_to_0.923655,-0.91428_to_0.930305,b
