surgery,Age,rectal_temperature,pulse,respiratory_rate,temp_extremities,peripheral_pulse,mucous_membranes,capillary_refill_time,pain,peristalsis,abdominal_distension,nasogastric_tube,nasogastric_reflux,nasogastric_reflux_PH,rectal_examination,abdomen,packed_cell_volume,total_protein,abdominocentesis_appearance,abdomcentesis_total_protein,outcome,surgical_lesion
yes,adult,All,58.0_to_inf,-inf_to_59.0,cool,normal,bright red,>=3,intermittent severe pain,hypomotile,moderate,slight,<1l,All,absent,distended small intestine,All,All,serosanguinous,All,died,yes
yes,adult,All,58.0_to_inf,-inf_to_59.0,cool,reduced,dark cyanotic,>=3,continuous severe pain,,severe,none,none,All,,,All,All,,All,died,yes
no,adult,All,-inf_to_58.0,-inf_to_59.0,normal,normal,bright pink,<3,depressed,hypermotile,none,slight,none,All,normal,,All,All,clear,All,lived,no
yes,adult,All,58.0_to_inf,59.0_to_inf,cold,reduced,dark cyanotic,>=3,,hypomotile,,,,All,,,All,All,,All,lived,yes
yes,adult,All,58.0_to_inf,59.0_to_inf,warm,reduced,normal pink,<3,,hypomotile,none,none,>1l,All,,,All,All,,All,lived,yes
yes,adult,All,58.0_to_inf,-inf_to_59.0,cold,reduced,normal pink,<3,intermittent mild pain,hypomotile,moderate,significant,<1l,All,absent,distended large intestine,All,All,serosanguinous,All,lived,yes
yes,adult,All,58.0_to_inf,-inf_to_59.0,normal,normal,,<3,,hypermotile,none,,,All,,,All,All,clear,All,lived,yes
yes,adult,All,-inf_to_58.0,-inf_to_59.0,,normal,pale cyanotic,<3,intermittent mild pain,hypomotile,none,none,none,All,decreased,firm feces in large intestine,All,All,serosanguinous,All,lived,yes
no,young,All,58.0_to_inf,-inf_to_59.0,warm,normal,normal pink,<3,intermittent severe pain,hypermotile,none,,,All,normal,,All,All,,All,lived,no
yes,adult,All,-inf_to_58.0,-inf_to_59.0,normal,normal,normal pink,<3,intermittent mild pain,hypomotile,moderate,none,>1l,All,absent,,All,All,clear,All,lived,yes
no,adult,All,58.0_to_inf,-inf_to_59.0,normal,normal,bright pink,<3,depressed,normal,none,,,All,absent,normal,All,All,,All,lived,no
no,adult,All,-inf_to_58.0,-inf_to_59.0,cool,normal,normal pink,,,hypermotile,slight,,,All,normal,,All,All,,All,lived,no
no,adult,All,58.0_to_inf,-inf_to_59.0,normal,normal,bright red,>=3,depressed,normal,none,slight,none,All,increased,firm feces in large intestine,All,All,cloudy,All,euthanized,no
no,adult,All,58.0_to_inf,-inf_to_59.0,cool,reduced,,>=3,depressed,absent,slight,none,>1l,All,absent,distended large intestine,All,All,,All,died,yes
no,adult,All,58.0_to_inf,-inf_to_59.0,normal,normal,normal pink,>=3,alert no pain,hypomotile,none,,,All,decreased,,All,All,,All,lived,no
no,adult,All,58.0_to_inf,-inf_to_59.0,cool,normal,bright pink,<3,depressed,hypermotile,slight,,,All,decreased,other,All,All,,All,lived,no
yes,adult,All,-inf_to_58.0,-inf_to_59.0,normal,,pale pink,<3,intermittent mild pain,hypermotile,moderate,slight,none,All,decreased,firm feces in large intestine,All,All,cloudy,All,lived,yes
yes,adult,All,58.0_to_inf,-inf_to_59.0,normal,normal,pale pink,<3,intermittent severe pain,absent,moderate,slight,none,All,decreased,distended large intestine,All,All,clear,All,died,yes
yes,adult,All,-inf_to_58.0,-inf_to_59.0,,,,,,,,none,none,All,,distended large intestine,All,All,serosanguinous,All,euthanized,yes
no,adult,All,-inf_to_58.0,-inf_to_59.0,normal,normal,normal pink,<3,depressed,hypomotile,none,slight,none,All,absent,normal,All,All,,All,lived,no
yes,adult,All,58.0_to_inf,-inf_to_59.0,cool,normal,pale pink,<3,intermittent severe pain,absent,slight,slight,,All,,,All,All,clear,All,lived,yes
no,adult,All,58.0_to_inf,-inf_to_59.0,cool,reduced,bright red,>=3,intermittent severe pain,hypomotile,severe,slight,none,All,absent,distended large intestine,All,All,,All,euthanized,no
yes,adult,All,58.0_to_inf,-inf_to_59.0,warm,reduced,pale cyanotic,>=3,intermittent severe pain,absent,moderate,slight,none,All,decreased,distended large intestine,All,All,,All,lived,yes
yes,adult,All,58.0_to_inf,59.0_to_inf,cool,reduced,bright red,>=3,,hypomotile,moderate,slight,<1l,All,absent,distended large intestine,All,All,,All,euthanized,yes
no,adult,All,-inf_to_58.0,-inf_to_59.0,cool,normal,normal pink,<3,intermittent mild pain,hypermotile,slight,slight,,All,decreased,firm feces in large intestine,All,All,clear,All,lived,no
yes,adult,All,58.0_to_inf,-inf_to_59.0,,normal,bright pink,<3,depressed,absent,slight,,,All,normal,distended large intestine,All,All,serosanguinous,All,died,yes
yes,adult,All,58.0_to_inf,-inf_to_59.0,cold,reduced,pale cyanotic,<3,depressed,absent,severe,none,none,All,absent,distended large intestine,All,All,clear,All,died,yes
yes,young,All,58.0_to_inf,-inf_to_59.0,normal,reduced,bright pink,>=3,intermittent mild pain,hypomotile,moderate,significant,none,All,,,All,All,clear,All,lived,no
yes,adult,All,-inf_to_58.0,-inf_to_59.0,cool,normal,pale pink,<3,,normal,slight,slight,none,All,normal,distended small intestine,All,All,cloudy,All,lived,yes
no,adult,All,-inf_to_58.0,-inf_to_59.0,warm,normal,normal pink,<3,alert no pain,hypermotile,none,slight,,All,increased,,All,All,cloudy,All,lived,no
no,adult,All,58.0_to_inf,-inf_to_59.0,,,,,,,,,,All,,,All,All,,All,lived,no
yes,adult,All,58.0_to_inf,-inf_to_59.0,,,,>=3,,,,,,All,,,All,All,,All,lived,yes
yes,adult,All,-inf_to_58.0,-inf_to_59.0,normal,increased,bright pink,<3,depressed,normal,,,,All,,,All,All,,All,euthanized,yes
yes,adult,All,-inf_to_58.0,-inf_to_59.0,cool,reduced,pale cyanotic,<3,intermittent mild pain,absent,moderate,slight,none,All,absent,distended small intestine,All,All,,All,lived,yes
yes,adult,All,58.0_to_inf,-inf_to_59.0,cold,absent,,>=3,continuous severe pain,absent,,,,All,,,All,All,cloudy,All,euthanized,no
yes,adult,All,58.0_to_inf,-inf_to_59.0,cold,reduced,,<3,depressed,absent,moderate,,,All,absent,,All,All,cloudy,All,lived,yes
yes,adult,All,58.0_to_inf,-inf_to_59.0,cold,absent,pale cyanotic,<3,depressed,hypomotile,none,slight,none,All,absent,distended small intestine,All,All,serosanguinous,All,lived,yes
yes,adult,All,58.0_to_inf,-inf_to_59.0,normal,normal,pale pink,<3,intermittent mild pain,hypomotile,slight,slight,,All,absent,distended small intestine,All,All,cloudy,All,lived,yes
no,adult,All,-inf_to_58.0,-inf_to_59.0,normal,normal,normal pink,<3,alert no pain,hypomotile,none,slight,none,All,decreased,other,All,All,clear,All,lived,no
yes,adult,All,58.0_to_inf,-inf_to_59.0,cool,,dark cyanotic,>=3,continuous severe pain,absent,moderate,slight,>1l,All,normal,distended large intestine,All,All,serosanguinous,All,euthanized,yes
yes,adult,All,58.0_to_inf,-inf_to_59.0,cool,reduced,,<3,intermittent severe pain,hypomotile,severe,,,All,,,All,All,,All,lived,yes
no,adult,All,58.0_to_inf,-inf_to_59.0,cool,reduced,dark cyanotic,<3,continuous severe pain,absent,none,,<1l,All,absent,,All,All,,All,died,no
yes,adult,All,-inf_to_58.0,-inf_to_59.0,,,,,,,,,,All,,,All,All,,All,lived,yes
yes,adult,All,58.0_to_inf,-inf_to_59.0,cold,reduced,pale pink,>=3,intermittent mild pain,hypomotile,moderate,slight,none,All,decreased,distended large intestine,All,All,cloudy,All,lived,yes
no,adult,All,-inf_to_58.0,-inf_to_59.0,cold,normal,pale pink,<3,,normal,none,none,none,All,normal,normal,All,All,,All,lived,no
yes,adult,All,-inf_to_58.0,-inf_to_59.0,normal,normal,bright red,<3,intermittent severe pain,hypomotile,none,slight,<1l,All,normal,,All,All,cloudy,All,died,yes
no,adult,All,-inf_to_58.0,-inf_to_59.0,normal,normal,normal pink,<3,intermittent mild pain,hypermotile,slight,,,All,normal,,All,All,,All,lived,no
no,adult,All,-inf_to_58.0,-inf_to_59.0,warm,normal,bright red,<3,intermittent mild pain,hypermotile,none,,none,All,,other,All,All,serosanguinous,All,lived,no
no,adult,All,58.0_to_inf,-inf_to_59.0,cool,reduced,pale pink,<3,intermittent mild pain,hypomotile,slight,slight,<1l,All,,distended small intestine,All,All,serosanguinous,All,euthanized,yes
yes,adult,All,58.0_to_inf,-inf_to_59.0,,normal,,<3,continuous severe pain,hypomotile,,,,All,,distended large intestine,All,All,,All,euthanized,yes
yes,adult,All,58.0_to_inf,-inf_to_59.0,cold,reduced,pale cyanotic,>=3,continuous severe pain,absent,severe,,,All,absent,distended large intestine,All,All,,All,died,yes
yes,adult,All,-inf_to_58.0,-inf_to_59.0,normal,normal,bright pink,<3,alert no pain,normal,none,none,none,All,normal,,All,All,,All,lived,no
yes,adult,All,-inf_to_58.0,-inf_to_59.0,normal,normal,pale cyanotic,<3,continuous severe pain,hypomotile,moderate,slight,<1l,All,,distended small intestine,All,All,,All,died,yes
yes,adult,All,58.0_to_inf,-inf_to_59.0,normal,,,>=3,,hypomotile,moderate,,,All,normal,,All,All,,All,lived,yes
yes,young,All,58.0_to_inf,59.0_to_inf,normal,reduced,bright pink,<3,depressed,hypomotile,severe,,,All,,,All,All,clear,All,lived,yes
no,adult,All,58.0_to_inf,-inf_to_59.0,cool,reduced,pale pink,>=3,continuous severe pain,absent,severe,,none,All,absent,distended large intestine,All,All,,All,died,yes
yes,adult,All,58.0_to_inf,-inf_to_59.0,cool,,pale pink,<3,intermittent severe pain,normal,severe,slight,>1l,All,normal,distended large intestine,All,All,clear,All,lived,yes
yes,adult,All,58.0_to_inf,-inf_to_59.0,cool,reduced,pale cyanotic,<3,continuous severe pain,absent,moderate,slight,none,All,decreased,distended small intestine,All,All,,All,died,yes
yes,adult,All,58.0_to_inf,59.0_to_inf,warm,reduced,pale cyanotic,<3,intermittent severe pain,hypomotile,moderate,slight,,All,decreased,distended small intestine,All,All,serosanguinous,All,lived,yes
no,adult,All,-inf_to_58.0,-inf_to_59.0,warm,,normal pink,>=3,intermittent mild pain,hypomotile,none,slight,none,All,,other,All,All,,All,lived,no
yes,adult,All,58.0_to_inf,-inf_to_59.0,cold,absent,dark cyanotic,<3,depressed,absent,none,none,<1l,All,,distended small intestine,All,All,serosanguinous,All,euthanized,yes
no,adult,All,-inf_to_58.0,-inf_to_59.0,cool,reduced,bright pink,<3,alert no pain,absent,none,none,none,All,,distended large intestine,All,All,,All,died,yes
yes,young,All,58.0_to_inf,-inf_to_59.0,cool,normal,bright pink,<3,depressed,hypomotile,severe,none,none,All,absent,distended small intestine,All,All,serosanguinous,All,died,yes
yes,young,All,58.0_to_inf,59.0_to_inf,normal,,normal pink,<3,intermittent severe pain,hypermotile,moderate,,,All,increased,,All,All,,All,died,yes
yes,adult,All,58.0_to_inf,-inf_to_59.0,warm,normal,normal pink,<3,depressed,hypermotile,none,none,none,All,normal,,All,All,cloudy,All,euthanized,yes
yes,adult,All,58.0_to_inf,-inf_to_59.0,cool,reduced,pale cyanotic,<3,,absent,,,<1l,All,,,All,All,,All,died,yes
no,adult,All,-inf_to_58.0,-inf_to_59.0,normal,normal,normal pink,<3,depressed,hypomotile,slight,slight,none,All,decreased,distended large intestine,All,All,clear,All,lived,no
no,adult,All,-inf_to_58.0,-inf_to_59.0,,normal,normal pink,<3,intermittent severe pain,hypomotile,slight,none,none,All,absent,,All,All,,All,lived,no
no,young,All,58.0_to_inf,-inf_to_59.0,,,,,,,,,,All,,,All,All,,All,lived,no
yes,adult,All,-inf_to_58.0,-inf_to_59.0,cool,normal,bright pink,<3,intermittent mild pain,hypomotile,moderate,slight,none,All,normal,distended large intestine,All,All,cloudy,All,lived,yes
no,adult,All,-inf_to_58.0,59.0_to_inf,cool,normal,normal pink,<3,intermittent mild pain,hypomotile,none,slight,none,All,normal,,All,All,,All,euthanized,yes
no,adult,All,58.0_to_inf,-inf_to_59.0,warm,normal,pale pink,<3,intermittent mild pain,hypomotile,slight,none,none,All,normal,distended large intestine,All,All,clear,All,lived,no
no,adult,All,-inf_to_58.0,-inf_to_59.0,cool,normal,bright pink,<3,depressed,hypomotile,slight,,<1l,All,,distended small intestine,All,All,serosanguinous,All,lived,no
yes,adult,All,-inf_to_58.0,-inf_to_59.0,,,normal pink,<3,,hypomotile,,,,All,decreased,,All,All,,All,lived,no
yes,adult,All,58.0_to_inf,59.0_to_inf,warm,reduced,normal pink,<3,,hypomotile,none,none,>1l,All,normal,distended large intestine,All,All,,All,lived,yes
yes,adult,All,58.0_to_inf,-inf_to_59.0,cool,reduced,normal pink,<3,intermittent mild pain,hypomotile,slight,slight,>1l,All,decreased,distended small intestine,All,All,,All,died,yes
yes,adult,All,58.0_to_inf,-inf_to_59.0,cool,reduced,dark cyanotic,<3,continuous severe pain,absent,none,slight,<1l,All,decreased,normal,All,All,serosanguinous,All,lived,yes
yes,adult,All,58.0_to_inf,-inf_to_59.0,cool,reduced,pale cyanotic,>=3,continuous severe pain,absent,severe,significant,<1l,All,absent,distended small intestine,All,All,,All,lived,yes
yes,adult,All,58.0_to_inf,-inf_to_59.0,cool,reduced,pale pink,<3,continuous severe pain,hypomotile,moderate,none,none,All,,,All,All,serosanguinous,All,died,yes
yes,adult,All,58.0_to_inf,-inf_to_59.0,,reduced,,,,absent,severe,,,All,,distended large intestine,All,All,,All,euthanized,yes
yes,young,All,58.0_to_inf,-inf_to_59.0,normal,reduced,dark cyanotic,>=3,continuous severe pain,hypomotile,slight,none,none,All,,,All,All,,All,died,yes
no,adult,All,-inf_to_58.0,-inf_to_59.0,warm,reduced,pale pink,<3,alert no pain,hypomotile,slight,significant,none,All,,,All,All,,All,lived,no
no,adult,All,-inf_to_58.0,-inf_to_59.0,normal,normal,normal pink,<3,alert no pain,hypermotile,none,,,All,normal,normal,All,All,,All,lived,no
no,adult,All,-inf_to_58.0,-inf_to_59.0,cold,reduced,normal pink,<3,depressed,absent,moderate,slight,>1l,All,,,All,All,clear,All,lived,no
yes,adult,All,-inf_to_58.0,-inf_to_59.0,,,normal pink,,alert no pain,hypermotile,,,,All,,,All,All,,All,lived,no
no,adult,All,58.0_to_inf,-inf_to_59.0,cool,reduced,bright red,<3,depressed,hypomotile,none,none,none,All,absent,normal,All,All,,All,died,yes
yes,adult,All,58.0_to_inf,-inf_to_59.0,cool,absent,bright red,>=3,depressed,hypomotile,slight,slight,none,All,absent,distended large intestine,All,All,,All,died,yes
yes,adult,All,58.0_to_inf,-inf_to_59.0,,,,,,,,,,All,,,All,All,,All,lived,yes
no,adult,All,-inf_to_58.0,-inf_to_59.0,normal,normal,normal pink,<3,intermittent mild pain,hypermotile,none,slight,none,All,normal,,All,All,cloudy,All,lived,no
yes,adult,All,58.0_to_inf,-inf_to_59.0,normal,normal,normal pink,<3,intermittent mild pain,hypomotile,none,slight,none,All,absent,distended large intestine,All,All,clear,All,lived,yes
no,adult,All,58.0_to_inf,-inf_to_59.0,cool,normal,normal pink,>=3,intermittent severe pain,,moderate,none,<1l,All,,,All,All,,All,euthanized,yes
no,young,All,58.0_to_inf,-inf_to_59.0,,,,<3,,,,,,All,,,All,All,,All,lived,no
yes,adult,All,58.0_to_inf,-inf_to_59.0,,,,,,,,,,All,,,All,All,,All,lived,yes
no,adult,All,-inf_to_58.0,-inf_to_59.0,warm,normal,bright pink,<3,alert no pain,hypermotile,,,,All,normal,normal,All,All,,All,lived,no
yes,adult,All,58.0_to_inf,-inf_to_59.0,cool,reduced,pale pink,<3,depressed,hypomotile,moderate,slight,>1l,All,decreased,normal,All,All,serosanguinous,All,died,yes
yes,adult,All,58.0_to_inf,-inf_to_59.0,normal,reduced,bright pink,<3,intermittent severe pain,hypomotile,moderate,none,,All,normal,distended large intestine,All,All,cloudy,All,died,yes
yes,adult,All,58.0_to_inf,-inf_to_59.0,cool,reduced,pale pink,<3,,hypomotile,,slight,none,All,,distended small intestine,All,All,,All,euthanized,no
no,adult,All,-inf_to_58.0,-inf_to_59.0,normal,normal,normal pink,<3,depressed,hypermotile,none,,,All,decreased,other,All,All,,All,lived,no
no,adult,All,58.0_to_inf,-inf_to_59.0,cool,increased,pale cyanotic,>=3,intermittent severe pain,hypomotile,moderate,significant,none,All,absent,distended small intestine,All,All,serosanguinous,All,euthanized,yes
yes,adult,All,58.0_to_inf,-inf_to_59.0,cold,reduced,pale cyanotic,<3,intermittent severe pain,absent,moderate,slight,none,All,decreased,distended large intestine,All,All,,All,died,yes
yes,adult,All,58.0_to_inf,-inf_to_59.0,cool,reduced,pale pink,<3,intermittent mild pain,hypomotile,moderate,significant,none,All,absent,distended small intestine,All,All,serosanguinous,All,lived,yes
yes,adult,All,-inf_to_58.0,-inf_to_59.0,,,,,,,,,,All,absent,normal,All,All,clear,All,euthanized,no
no,adult,All,-inf_to_58.0,-inf_to_59.0,,normal,bright pink,>=3,intermittent mild pain,absent,none,slight,>1l,All,,other,All,All,,All,lived,no
yes,adult,All,-inf_to_58.0,-inf_to_59.0,,absent,pale pink,>=3,continuous severe pain,absent,severe,none,none,All,decreased,distended large intestine,All,All,serosanguinous,All,lived,yes
yes,adult,All,-inf_to_58.0,-inf_to_59.0,cool,normal,pale cyanotic,>=3,intermittent severe pain,absent,moderate,none,none,All,,,All,All,serosanguinous,All,euthanized,no
no,adult,All,-inf_to_58.0,-inf_to_59.0,cool,,pale pink,<3,alert no pain,,none,,,All,,other,All,All,,All,lived,no
yes,adult,All,58.0_to_inf,-inf_to_59.0,cool,,normal pink,<3,,absent,,significant,>1l,All,,distended large intestine,All,All,,All,lived,yes
no,adult,All,58.0_to_inf,59.0_to_inf,cool,increased,bright pink,<3,intermittent mild pain,normal,none,slight,>1l,All,normal,normal,All,All,,All,lived,no
no,adult,All,-inf_to_58.0,-inf_to_59.0,warm,normal,bright pink,<3,intermittent mild pain,,none,slight,,All,increased,,All,All,clear,All,lived,no
,adult,All,58.0_to_inf,-inf_to_59.0,,normal,pale cyanotic,>=3,depressed,,,,,All,,distended large intestine,All,All,,All,,yes
no,adult,All,-inf_to_58.0,-inf_to_59.0,cool,reduced,pale pink,>=3,depressed,hypomotile,none,slight,none,All,decreased,,All,All,serosanguinous,All,lived,yes
no,adult,All,58.0_to_inf,-inf_to_59.0,cool,normal,bright red,<3,depressed,absent,slight,none,>1l,All,,distended small intestine,All,All,cloudy,All,died,yes
no,adult,All,58.0_to_inf,-inf_to_59.0,cool,normal,pale pink,>=3,intermittent mild pain,hypomotile,slight,significant,<1l,All,absent,distended small intestine,All,All,cloudy,All,lived,no
yes,adult,All,58.0_to_inf,59.0_to_inf,cool,reduced,pale pink,<3,continuous severe pain,absent,severe,slight,>1l,All,absent,distended large intestine,All,All,serosanguinous,All,died,yes
no,adult,All,58.0_to_inf,-inf_to_59.0,normal,normal,pale pink,<3,intermittent mild pain,,slight,slight,none,All,decreased,distended large intestine,All,All,cloudy,All,lived,no
yes,adult,All,58.0_to_inf,-inf_to_59.0,warm,reduced,normal pink,<3,depressed,absent,moderate,significant,>1l,All,absent,distended large intestine,All,All,,All,lived,yes
yes,adult,All,58.0_to_inf,-inf_to_59.0,warm,reduced,pale pink,<3,intermittent severe pain,hypomotile,moderate,,,All,,,All,All,clear,All,died,yes
no,young,All,58.0_to_inf,59.0_to_inf,cold,absent,pale cyanotic,>=3,continuous severe pain,absent,severe,,,All,,,All,All,,All,died,yes
yes,adult,All,58.0_to_inf,-inf_to_59.0,,,dark cyanotic,>=3,intermittent severe pain,absent,moderate,none,,All,absent,distended large intestine,All,All,,All,euthanized,yes
yes,adult,All,58.0_to_inf,-inf_to_59.0,cool,reduced,pale cyanotic,>=3,continuous severe pain,absent,moderate,slight,none,All,absent,distended small intestine,All,All,cloudy,All,lived,yes
no,adult,All,-inf_to_58.0,-inf_to_59.0,cool,normal,pale pink,<3,intermittent mild pain,normal,moderate,slight,none,All,,distended large intestine,All,All,clear,All,lived,yes
yes,adult,All,58.0_to_inf,-inf_to_59.0,cool,normal,bright red,>=3,intermittent severe pain,hypomotile,moderate,slight,<1l,All,absent,distended small intestine,All,All,serosanguinous,All,died,yes
yes,adult,All,58.0_to_inf,-inf_to_59.0,cold,,pale cyanotic,>=3,continuous severe pain,hypomotile,none,none,<1l,All,,distended small intestine,All,All,,All,died,yes
no,adult,All,-inf_to_58.0,-inf_to_59.0,normal,normal,normal pink,<3,alert no pain,hypomotile,none,,,All,normal,firm feces in large intestine,All,All,,All,lived,no
no,adult,All,-inf_to_58.0,-inf_to_59.0,warm,normal,pale pink,<3,intermittent mild pain,hypomotile,none,,,All,normal,firm feces in large intestine,All,All,,All,lived,no
no,adult,All,-inf_to_58.0,-inf_to_59.0,warm,normal,pale pink,<3,alert no pain,hypomotile,slight,slight,none,All,decreased,distended large intestine,All,All,clear,All,lived,no
yes,adult,All,58.0_to_inf,-inf_to_59.0,normal,,pale pink,<3,depressed,hypermotile,none,none,none,All,absent,distended small intestine,All,All,cloudy,All,lived,yes
no,adult,All,-inf_to_58.0,-inf_to_59.0,normal,normal,normal pink,,intermittent mild pain,normal,none,none,none,All,decreased,firm feces in large intestine,All,All,,All,lived,no
yes,adult,All,58.0_to_inf,-inf_to_59.0,,normal,normal pink,,depressed,hypomotile,,,,All,absent,distended small intestine,All,All,,All,lived,yes
yes,adult,All,58.0_to_inf,-inf_to_59.0,cold,reduced,bright red,>=3,depressed,absent,moderate,slight,<1l,All,,,All,All,serosanguinous,All,lived,no
yes,adult,All,58.0_to_inf,-inf_to_59.0,warm,reduced,bright pink,<3,continuous severe pain,hypomotile,moderate,none,>1l,All,normal,distended large intestine,All,All,cloudy,All,lived,yes
no,adult,All,58.0_to_inf,-inf_to_59.0,,,dark cyanotic,,,,,,,All,,,All,All,,All,died,no
yes,adult,All,58.0_to_inf,-inf_to_59.0,cool,reduced,pale pink,<3,,,,,,All,,,All,All,,All,lived,yes
yes,adult,All,58.0_to_inf,-inf_to_59.0,cool,normal,normal pink,<3,depressed,hypomotile,moderate,none,<1l,All,absent,distended small intestine,All,All,cloudy,All,died,yes
yes,adult,All,-inf_to_58.0,-inf_to_59.0,normal,normal,normal pink,<3,alert no pain,hypermotile,none,,,All,normal,normal,All,All,cloudy,All,lived,yes
no,adult,All,-inf_to_58.0,-inf_to_59.0,normal,normal,normal pink,<3,intermittent mild pain,hypomotile,slight,,,All,,,All,All,cloudy,All,lived,no
no,adult,All,-inf_to_58.0,-inf_to_59.0,normal,normal,pale pink,<3,alert no pain,hypomotile,none,,,All,normal,,All,All,clear,All,lived,no
no,adult,All,-inf_to_58.0,-inf_to_59.0,cool,reduced,pale pink,,,hypermotile,none,slight,none,All,absent,,All,All,cloudy,All,lived,no
no,adult,All,-inf_to_58.0,-inf_to_59.0,cool,reduced,bright pink,>=3,depressed,absent,none,slight,,All,absent,,All,All,,All,lived,no
yes,adult,All,-inf_to_58.0,59.0_to_inf,normal,normal,pale pink,<3,,absent,none,slight,none,All,normal,distended small intestine,All,All,clear,All,lived,yes
yes,adult,All,-inf_to_58.0,-inf_to_59.0,warm,normal,bright pink,<3,depressed,hypomotile,moderate,,<1l,All,absent,distended large intestine,All,All,,All,lived,yes
no,adult,All,58.0_to_inf,-inf_to_59.0,cold,reduced,dark cyanotic,>=3,depressed,absent,moderate,none,none,All,absent,distended large intestine,All,All,cloudy,All,euthanized,yes
yes,adult,All,58.0_to_inf,-inf_to_59.0,warm,,pale cyanotic,<3,intermittent mild pain,,moderate,,>1l,All,decreased,distended small intestine,All,All,cloudy,All,lived,yes
no,adult,All,58.0_to_inf,-inf_to_59.0,cool,,pale pink,>=3,depressed,normal,none,,,All,,firm feces in large intestine,All,All,serosanguinous,All,lived,no
yes,adult,All,58.0_to_inf,-inf_to_59.0,cool,reduced,pale pink,<3,intermittent severe pain,absent,moderate,slight,none,All,decreased,distended large intestine,All,All,serosanguinous,All,lived,yes
yes,adult,All,-inf_to_58.0,-inf_to_59.0,cool,normal,normal pink,>=3,alert no pain,hypermotile,none,,,All,absent,other,All,All,serosanguinous,All,lived,yes
yes,adult,All,-inf_to_58.0,-inf_to_59.0,cool,normal,normal pink,<3,intermittent severe pain,hypomotile,none,,,All,decreased,,All,All,,All,lived,yes
yes,adult,All,58.0_to_inf,59.0_to_inf,cool,normal,pale cyanotic,<3,depressed,hypomotile,moderate,,<1l,All,absent,distended small intestine,All,All,serosanguinous,All,euthanized,yes
no,adult,All,58.0_to_inf,-inf_to_59.0,normal,normal,pale pink,<3,depressed,hypomotile,slight,none,>1l,All,decreased,,All,All,,All,euthanized,no
yes,adult,All,-inf_to_58.0,-inf_to_59.0,warm,,pale pink,<3,depressed,hypomotile,,,,All,,,All,All,,All,euthanized,yes
yes,adult,All,-inf_to_58.0,-inf_to_59.0,normal,normal,normal pink,<3,alert no pain,normal,none,none,none,All,normal,distended large intestine,All,All,,All,lived,yes
no,adult,All,-inf_to_58.0,59.0_to_inf,,,normal pink,<3,,,,,,All,,,All,All,,All,lived,yes
no,adult,All,-inf_to_58.0,-inf_to_59.0,cool,,normal pink,<3,intermittent mild pain,absent,moderate,slight,>1l,All,absent,distended large intestine,All,All,cloudy,All,lived,yes
yes,adult,All,58.0_to_inf,-inf_to_59.0,cold,reduced,,>=3,depressed,absent,none,,,All,,,All,All,serosanguinous,All,lived,yes
yes,adult,All,-inf_to_58.0,-inf_to_59.0,cool,normal,pale pink,<3,intermittent severe pain,hypermotile,none,none,none,All,,,All,All,,All,euthanized,yes
yes,adult,All,58.0_to_inf,-inf_to_59.0,normal,normal,pale pink,<3,intermittent mild pain,hypomotile,moderate,slight,<1l,All,absent,distended large intestine,All,All,,All,lived,yes
yes,adult,All,58.0_to_inf,-inf_to_59.0,normal,normal,pale cyanotic,<3,continuous severe pain,hypomotile,moderate,,<1l,All,,,All,All,clear,All,lived,yes
yes,young,All,58.0_to_inf,59.0_to_inf,cold,absent,dark cyanotic,,intermittent mild pain,hypomotile,moderate,,,All,normal,,All,All,serosanguinous,All,died,yes
no,adult,All,58.0_to_inf,-inf_to_59.0,normal,normal,pale pink,<3,intermittent severe pain,normal,slight,none,none,All,,,All,All,clear,All,lived,yes
no,adult,All,-inf_to_58.0,-inf_to_59.0,normal,normal,normal pink,<3,alert no pain,hypomotile,none,,,All,decreased,firm feces in large intestine,All,All,,All,lived,no
yes,adult,All,58.0_to_inf,-inf_to_59.0,normal,normal,bright pink,<3,depressed,hypermotile,none,none,none,All,normal,distended small intestine,All,All,serosanguinous,All,euthanized,yes
no,adult,All,-inf_to_58.0,-inf_to_59.0,cool,,pale pink,<3,alert no pain,hypermotile,none,,,All,,normal,All,All,,All,lived,no
